S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 Code,Census 2011 Code
5472,22,Chhattisgarh,649,Balrampur-Ramanujganj,3236,3,Ramanujganj,0,3236
5473,22,Chhattisgarh,648,Surajpur,3245,2,Ramanujnagar,0,3245
5474,28,Andhra Pradesh,753,Annamayya,5241,2,Ramapuram,43,5241
5475,36,Telangana,685,Kamareddy,6243,2,Ramareddy,0,0
5476,28,Andhra Pradesh,753,Annamayya,5414,2,Ramasamudram,48,5414
5477,36,Telangana,513,Medak,4457,2,Ramayampet,8,4457
5478,1,Jammu And Kashmir,621,Ramban,67,6,Ramban,0,67
5479,28,Andhra Pradesh,744,Anakapalli,4883,2,Rambilli,43,4883
5480,17,Meghalaya,279,West Khasi Hills,7333,3,Rambrai,0,0
5481,22,Chhattisgarh,649,Balrampur-Ramanujganj,7238,1,Ramchandrapur,0,0
5482,36,Telangana,691,Sangareddy,4495,3,Ramchandrapuram,45,4495
5483,29,Karnataka,527,Belagavi,5442,1,Ramdurg,10,5442
5484,33,Tamil Nadu,583,Ramanathapuram,5861,1,Rameswaram,7,5861
5485,8,Rajasthan,109,Kota,668,6,Ramganj Mandi,4,668
5486,20,Jharkhand,338,Palamu,6325,1,Ramgarh,0,0
5487,10,Bihar,200,Kaimur (Bhabua),1446,1,Ramgarh,1,1446
5488,20,Jharkhand,326,Dumka,2668,1,Ramgarh,14,2668
5489,8,Rajasthan,103,Jaisalmer,7216,3,Ramgarh,0,0
5490,1,Jammu And Kashmir,624,Samba,6724,3,Ramgarh,0,0
5491,8,Rajasthan,87,Alwar,498,4,Ramgarh,6,498
5492,20,Jharkhand,607,Ramgarh,2662,1,Ramgarh,14,2662
5493,5,Uttarakhand,51,Nainital,6353,4,Ramgarh,0,0
5494,10,Bihar,204,Lakhisarai,1370,1,Ramgarh Chowk,5,1370
5495,8,Rajasthan,97,Dausa,6908,6,Ramgarh Pachwara,0,0
5496,8,Rajasthan,114,Sikar,6388,4,Ramgarh Shekhawati,0,0
5497,10,Bihar,213,Purbi Champaran,1033,1,Ramgarhwa,3,1033
5498,1,Jammu And Kashmir,8,Kupwara,6787,4,Ramhal (Tarathpora),0,0
5499,20,Jharkhand,328,Garhwa,2512,1,Ramkanda,13,2512
5500,1,Jammu And Kashmir,7,Kathua,6728,2,Ramkote,0,0
5501,18,Assam,293,Sribhumi,2105,1,Ramkrishna Nagar,5,2105
5502,20,Jharkhand,328,Garhwa,2501,1,Ramna,5,2501
5503,1,Jammu And Kashmir,14,Udhampur,74,3,Ramnagar,5,74
5504,9,Uttar Pradesh,129,Bara Banki,897,1,Ramnagar,2,897
5505,5,Uttarakhand,51,Nainital,343,2,Ramnagar,0,343
5506,10,Bihar,211,Pashchim Champaran,1014,1,Ramnagar,2,1014
5507,23,Madhya Pradesh,784,Maihar,3469,3,Ramnagar,6,3469
5508,19,West Bengal,317,Purba Medinipur,2493,1,Ramnagar - I,53,2493
5509,19,West Bengal,317,Purba Medinipur,2494,1,Ramnagar - II,54,2494
5510,28,Andhra Pradesh,791,Polavaram,4895,3,Rampachodavaram,11,4895
5511,10,Bihar,200,Kaimur (Bhabua),1454,1,Rampur,9,1454
5512,2,Himachal Pradesh,23,Shimla,177,11,Rampur,1,177
5513,21,Odisha,372,Sonepur,3134,4,Rampur,7,3134
5514,9,Uttar Pradesh,176,Rampur,726,3,Rampur,3,726
5515,23,Madhya Pradesh,419,Neemuch,7032,5,Rampura,0,0
5516,8,Rajasthan,102,Jaipur,7391,5,Rampura Dabri,0,0
5517,3,Punjab,28,Bathinda,244,3,Rampura Phul,1,244
5518,23,Madhya Pradesh,426,Satna,3466,10,Rampur Baghelan,0,3466
5519,19,West Bengal,307,Birbhum,2253,1,Rampurhat - I,5,2253
5520,19,West Bengal,307,Birbhum,2254,1,Rampurhat - II,6,2254
5521,9,Uttar Pradesh,177,Saharanpur,705,1,Rampur Maniharan,4,705
5522,23,Madhya Pradesh,433,Sidhi,3697,3,Rampur Naikin,1,3697
5523,9,Uttar Pradesh,129,Bara Banki,900,1,Ramsanehighat,5,900
5524,8,Rajasthan,90,Barmer,583,2,Ramsar,7,583
5525,2,Himachal Pradesh,25,Solan,160,4,Ramshahr,2,160
5526,1,Jammu And Kashmir,621,Ramban,7201,1,Ramsoo,0,0
5527,27,Maharashtra,484,Nagpur,4028,1,Ramtek,6,4028
5528,19,West Bengal,320,Nadia,2312,1,Ranaghat - I,14,2312
5529,19,West Bengal,320,Nadia,2313,1,Ranaghat - II,15,2313
5530,21,Odisha,367,Nayagarh,3033,2,Ranapur,9,3033
5531,23,Madhya Pradesh,412,Jhabua,3710,2,Ranapur,8,3710
5532,28,Andhra Pradesh,519,Srikakulam,4805,1,Ranastalam,37,4805
5533,24,Gujarat,456,Porbandar,3823,1,Ranavav,2,3823
5534,28,Andhra Pradesh,505,East Godavari,4909,1,Rangampeta,25,4909
5535,35,Andaman And Nicobar Islands,632,North And Middle Andaman,5921,1,Rangat,0,5921
5536,18,Assam,291,Kamrup,5934,5,Rangia,0,0
5537,18,Assam,287,Goalpara,2017,2,Rangjuli,5,2017
5538,19,West Bengal,309,Darjeeling,2155,1,Rangli Rangliot,2,2155
5539,11,Sikkim,741,Pakyong,6396,4,Rangpo,0,0
5540,10,Bihar,192,Bhagalpur,1333,1,Rangra Chowk,5,1333
5541,8,Rajasthan,111,Pali,6898,6,Rani,0,0
5542,20,Jharkhand,606,Khunti,2702,1,Rania,15,2702
5543,6,Haryana,74,Sirsa,391,4,Rania,3,391
5544,19,West Bengal,305,Bankura,2375,2,Ranibandh,20,2375
5545,29,Karnataka,540,Haveri,5495,1,Ranibennur,7,5495
5546,10,Bihar,188,Araria,1115,1,Raniganj,4,1115
5547,9,Uttar Pradesh,174,Pratapgarh,884,3,Raniganj,3,884
5548,19,West Bengal,704,Paschim Bardhaman,2271,2,Raniganj,4,2271
5549,5,Uttarakhand,45,Almora,328,1,Ranikhet,2,328
5550,17,Meghalaya,658,South West Khasi Hills,1983,2,Ranikor,4,1983
5551,19,West Bengal,319,Murshidabad,2236,1,Raninagar - I,14,2236
5552,19,West Bengal,319,Murshidabad,2233,1,Raninagar - II,11,2233
5553,20,Jharkhand,326,Dumka,2672,1,Ranishwar,7,2672
5554,8,Rajasthan,104,Jalore,591,3,Raniwara,7,591
5555,23,Madhya Pradesh,411,Jabalpur,7025,5,Ranjhi,0,0
5556,20,Jharkhand,328,Garhwa,2511,1,Ranka,12,2511
5557,32,Kerala,564,Pathanamthitta,5681,2,Ranni,3,5681
5558,23,Madhya Pradesh,432,Shivpuri,6976,1,Rannod,0,0
5559,24,Gujarat,676,Botad,3785,2,Ranpur,9,3785
5560,23,Madhya Pradesh,423,Ratlam,3506,3,Raoti,0,3506
5561,24,Gujarat,449,Kachchh,3723,1,Rapar,2,3723
5562,28,Andhra Pradesh,502,Ananthapuramu,5331,2,Rapthadu,28,5331
5563,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5175,1,Rapur,23,5175
5564,8,Rajasthan,767,Deeg,7369,2,Rarah,0,0
5565,21,Odisha,365,Mayurbhanj,2868,4,Raruan,28,2868
5566,21,Odisha,365,Mayurbhanj,2879,1,Rasgobindpur,17,2879
5567,8,Rajasthan,95,Chittorgarh,655,1,Rashmi,1,655
5568,33,Tamil Nadu,580,Namakkal,5746,2,Rasipuram,2,5746
5569,9,Uttar Pradesh,126,Ballia,977,2,Rasra,3,977
5570,9,Uttar Pradesh,156,Kanpur Dehat,843,3,Rasulabad,1,843
5571,21,Odisha,356,Jajpur,7471,6,Rasulpur,0,0
5572,8,Rajasthan,96,Churu,485,4,Ratangarh,6,485
5573,22,Chhattisgarh,375,Bilaspur,7239,5,Ratanpur,0,0
5574,9,Uttar Pradesh,149,Hamirpur,865,3,Rath,2,865
5575,6,Haryana,61,Fatehabad,386,5,Ratia,1,386
5576,23,Madhya Pradesh,423,Ratlam,3507,8,Ratlam,6,3507
5577,23,Madhya Pradesh,423,Ratlam,7009,6,Ratlam Nagar,0,0
5578,27,Maharashtra,492,Ratnagiri,4271,1,Ratnagiri,6,4271
5579,10,Bihar,199,Jehanabad,1535,1,Ratni Faridpur,6,1535
5580,29,Karnataka,540,Haveri,7106,6,Rattihalli,0,0
5581,20,Jharkhand,339,Ranchi,2691,1,Ratu,8,2691
5582,19,West Bengal,316,Malda,2212,1,Ratua - I,5,2212
5583,19,West Bengal,316,Malda,2213,1,Ratua - II,6,2213
5584,23,Madhya Pradesh,410,Indore,7016,3,Rau,0,0
5585,11,Sikkim,227,Namchi,1552,5,Ravangla,2,1552
5586,27,Maharashtra,478,Jalgaon,3962,1,Raver,3,3962
5587,28,Andhra Pradesh,744,Anakapalli,4856,2,Ravikamatham,16,4856
5588,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4926,2,Ravulapalem,42,4926
5589,8,Rajasthan,95,Chittorgarh,658,2,Rawatbhata,4,658
5590,8,Rajasthan,101,Hanumangarh,470,3,Rawatsar,5,470
5591,8,Rajasthan,100,Ganganagar,6915,8,Rawla,0,0
5592,10,Bihar,213,Purbi Champaran,1031,1,Raxaul,1,1031
5593,28,Andhra Pradesh,753,Annamayya,5239,2,Rayachoti,41,5239
5594,28,Andhra Pradesh,502,Ananthapuramu,5305,1,Rayadurg,2,5305
5595,21,Odisha,353,Gajapati,3107,5,Rayagada,8,3107
5596,21,Odisha,370,Rayagada,3181,5,Rayagada,8,3181
5597,36,Telangana,522,Warangal,4703,2,Rayaparthy,32,4703
5598,28,Andhra Pradesh,505,East Godavari,4921,3,Rayavaram,37,4921
5599,29,Karnataka,527,Belagavi,5435,1,Raybag,3,5435
5600,13,Nagaland,248,Phek,1813,1,Razieba,0,1813
5601,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4937,2,Razole,53,4937
5602,21,Odisha,351,Deogarh,2803,9,Reamal,4,2803
5603,1,Jammu And Kashmir,627,Reasi,77,12,Reasi,2,77
5604,36,Telangana,699,Kumuram Bheem Asifabad,4327,3,Rebbena,23,4327
5605,12,Arunachal Pradesh,679,Siang,1647,4,Rebo Perging Circle,4,1647
5606,28,Andhra Pradesh,749,Ntr,4999,2,Reddigudem,10,4999
5607,8,Rajasthan,114,Sikar,7226,5,Reengus,0,0
5608,28,Andhra Pradesh,521,Vizianagaram,4786,2,Regidi Amadalavalasa,18,4786
5609,36,Telangana,513,Medak,4471,2,Regode,21,4471
5610,36,Telangana,687,Jayashankar Bhupalapally,4690,3,Regonda,19,4690
5611,23,Madhya Pradesh,408,Harda,3611,2,Rehatgaon,0,3611
5612,23,Madhya Pradesh,425,Sagar,3451,1,Rehli,7,3451
5613,23,Madhya Pradesh,427,Sehore,3589,1,Rehti,0,3589
5614,15,Mizoram,266,Mamit,1898,1,Reiek,3,1898
5615,21,Odisha,346,Balasore,2902,11,Remuna,10,2902
5616,27,Maharashtra,481,Latur,4227,1,Renapur,2,4227
5617,22,Chhattisgarh,382,Kabeerdham,7272,3,Rengakharkala,0,0
5618,21,Odisha,371,Sambalpur,2785,5,Rengali,17,2785
5619,8,Rajasthan,87,Alwar,6381,5,Reni,0,0
5620,28,Andhra Pradesh,752,Tirupati,5376,2,Renigunta,10,5376
5621,36,Telangana,516,Nizamabad,4357,2,Renjal,1,4357
5622,28,Andhra Pradesh,751,Palnadu,5043,2,Rentachintala,4,5043
5623,2,Himachal Pradesh,24,Sirmaur,170,9,Renuka,4,170
5624,12,Arunachal Pradesh,229,Changlang,6577,2,Renuk Circle,0,0
5625,8,Rajasthan,115,Sirohi,596,2,Reodar,5,596
5626,28,Andhra Pradesh,750,Bapatla,5096,2,Repalle,57,5096
5627,17,Meghalaya,663,South West Garo Hills,6545,6,Rerapara,0,0
5628,17,Meghalaya,656,North Garo Hills,1970,7,Resubelpara,1,1970
5629,36,Telangana,693,Wanaparthy,6286,3,Revally,0,0
5630,10,Bihar,218,Saran,1257,1,Revelganj,10,1257
5631,2,Himachal Pradesh,22,Mandi,6952,8,Rewalsar,0,0
5632,6,Haryana,72,Rewari,414,6,Rewari,2,414
5633,2,Himachal Pradesh,18,Kangra,7287,3,Rey,0,0
5634,12,Arunachal Pradesh,231,East Kameng,6101,4,Richukrong Circle,0,0
5635,10,Bihar,221,Sitamarhi,1070,1,Riga,8,1070
5636,12,Arunachal Pradesh,679,Siang,1644,4,Riga Eac,2,1644
5637,5,Uttarakhand,52,Pauri Garhwal,6355,10,Rikhanikhal,0,0
5638,17,Meghalaya,279,West Khasi Hills,7336,3,Ri Muliang,0,0
5639,8,Rajasthan,117,Udaipur,694,5,Rishabhdeo,0,694
5640,5,Uttarakhand,49,Dehradun,305,8,Rishikesh,4,305
5641,27,Maharashtra,499,Washim,4000,1,Risod,6,4000
5642,23,Madhya Pradesh,413,Katni,3621,3,Rithi,0,3621
5643,8,Rajasthan,110,Nagaur,6069,5,Riyan Bari,0,0
5644,33,Tamil Nadu,589,Thiruvallur,6674,1,R K Pet,0,0
5645,9,Uttar Pradesh,184,Sonbhadra,1005,7,Robertsganj,2,1005
5646,28,Andhra Pradesh,754,Sri Sathya Sai,5349,2,Roddam,46,5349
5647,10,Bihar,210,Nawada,1517,1,Roh,7,1517
5648,27,Maharashtra,491,Raigad,4179,1,Roha,8,4179
5649,8,Rajasthan,111,Pali,600,4,Rohat,4,600
5650,7,Delhi,82,North West,6077,5,Rohini,0,0
5651,2,Himachal Pradesh,23,Shimla,191,1,Rohru,15,191
5652,6,Haryana,73,Rohtak,405,3,Rohtak,2,405
5653,10,Bihar,215,Rohtas,1475,1,Rohtas,19,1475
5654,12,Arunachal Pradesh,235,Lower Dibang Valley,1724,3,Roing Hq,8,1724
5655,28,Andhra Pradesh,754,Sri Sathya Sai,5353,2,Rolla,50,5353
5656,28,Andhra Pradesh,744,Anakapalli,4855,2,Rolugunta,15,4855
5657,28,Andhra Pradesh,751,Palnadu,5066,3,Rompicharla,27,5066
5658,28,Andhra Pradesh,503,Chittoor,5373,1,Rompicherla,7,5373
5659,29,Karnataka,537,Gadag,5469,3,Ron,2,5469
5660,23,Madhya Pradesh,395,Bhind,3396,2,Ron,5,3396
5661,17,Meghalaya,277,South Garo Hills,1978,3,Rongara,3,1978
5662,11,Sikkim,741,Pakyong,1555,3,Rongli,3,1555
5663,17,Meghalaya,278,West Garo Hills,1965,3,Rongram,4,1965
5664,2,Himachal Pradesh,24,Sirmaur,176,3,Ronhat,10,176
5665,8,Rajasthan,86,Ajmer,6657,10,Roopangarh,0,0
5666,5,Uttarakhand,50,Haridwar,353,5,Roorkee,1,353
5667,10,Bihar,217,Samastipur,1300,1,Rosera,17,1300
5668,21,Odisha,373,Sundargarh,7462,2,Rourkela,0,0
5669,28,Andhra Pradesh,746,Kakinada,4891,2,Rowthulapudi,6,4891
5670,1,Jammu And Kashmir,5,Jammu,80,4,R. S. Pura,2,80
5671,9,Uttar Pradesh,140,Ayodhya,902,1,Rudauli,1,902
5672,8,Rajasthan,91,Bharatpur,7389,2,Rudawal,0,0
5673,21,Odisha,353,Gajapati,3102,7,R.Udayagiri,3,3102
5674,9,Uttar Pradesh,131,Basti,940,1,Rudhauli,3,940
5675,36,Telangana,683,Rajanna Sircilla,6219,1,Rudrangi,0,0
5676,5,Uttarakhand,54,Rudraprayag,291,3,Rudraprayag,2,291
5677,5,Uttarakhand,56,Udham Singh Nagar,6030,2,Rudrapur,0,0
5678,9,Uttar Pradesh,137,Deoria,960,1,Rudrapur,2,960
5679,28,Andhra Pradesh,755,Nandyal,5297,2,Rudravaram,48,5297
5680,36,Telangana,516,Nizamabad,6240,1,Rudrur,0,0
5681,12,Arunachal Pradesh,232,East Siang,1653,5,Ruksin Adc,9,1653
5682,12,Arunachal Pradesh,679,Siang,1630,4,Rumgong Adc,9,1630
5683,10,Bihar,221,Sitamarhi,1073,1,Runisaidpur,11,1073
5684,18,Assam,297,Nagaon,2033,1,Rupahi,3,2033
5685,12,Arunachal Pradesh,242,West Kameng,6560,5,Rupa Sdo,0,0
5686,10,Bihar,214,Purnia,1131,1,Rupauli,4,1131
5687,8,Rajasthan,91,Bharatpur,514,5,Rupbas,10,514
5688,3,Punjab,42,Rupnagar,264,1,Rup Nagar,2,264
5689,2,Himachal Pradesh,16,Chamba,7561,2,Saach,0,0
5690,23,Madhya Pradesh,417,Morena,3390,2,Sabalgarh,6,3390
5691,19,West Bengal,318,Paschim Medinipur,2464,1,Sabang,31,2464
5692,24,Gujarat,438,Ahmedabad,3781,7,Sabarmati,5,3781
5693,28,Andhra Pradesh,744,Anakapalli,4861,2,Sabbavaram,21,4861
5694,8,Rajasthan,99,Dungarpur,6062,1,Sabla,0,0
5695,10,Bihar,192,Bhagalpur,1338,1,Sabour,10,1338
5696,16,Tripura,271,South Tripura,6688,1,Sabroom,0,0
5697,9,Uttar Pradesh,163,Hathras,760,1,Sadabad,4,760
5698,27,Maharashtra,476,Gondia,4049,1,Sadak-Arjuni,6,4049
5699,9,Uttar Pradesh,162,Lucknow,821,10,Sadar,3,821
5700,16,Tripura,272,West Tripura,6696,2,Sadar,10,0
5701,7,Delhi,795,Old Delhi,7575,1,Sadar Bazar,0,0
5702,36,Telangana,685,Kamareddy,4381,4,Sadashivanagar,25,4381
5703,36,Telangana,691,Sangareddy,4490,2,Sadasivpet,40,4490
5704,6,Haryana,76,Yamunanagar,6475,1,Sadhaura St,0,0
5705,18,Assam,302,Tinsukia,2059,1,Sadiya,1,2059
5706,8,Rajasthan,100,Ganganagar,459,2,Sadulshahar,3,459
5707,2,Himachal Pradesh,18,Kangra,7291,5,Sadwan,0,0
5708,6,Haryana,65,Jind,385,2,Safidon,4,385
5709,9,Uttar Pradesh,186,Unnao,814,15,Safipur,1,814
5710,12,Arunachal Pradesh,237,Papum Pare,1601,7,Sagalee Adc,6,1601
5711,19,West Bengal,304,South 24 Parganas,2438,1,Sagar,27,2438
5712,29,Karnataka,547,Shivamogga,5515,1,Sagar,1,5515
5713,23,Madhya Pradesh,425,Sagar,3449,5,Sagar,5,3449
5714,19,West Bengal,319,Murshidabad,2230,1,Sagardighi,8,2230
5715,23,Madhya Pradesh,425,Sagar,7030,1,Sagar Nagar,0,0
5716,24,Gujarat,452,Narmada,3912,1,Sagbara,4,3912
5717,20,Jharkhand,328,Garhwa,2505,1,Sagma,0,2505
5718,12,Arunachal Pradesh,724,Leparada,6840,1,Sago,0,0
5719,9,Uttar Pradesh,123,Azamgarh,965,4,Sagri,2,965
5720,8,Rajasthan,99,Dungarpur,648,7,Sagwara,3,648
5721,14,Manipur,717,Kamjong,6499,2,Sahamphung,0,0
5722,10,Bihar,193,Bhojpur,1434,1,Sahar,14,1434
5723,8,Rajasthan,92,Bhilwara,633,2,Sahara,7,633
5724,9,Uttar Pradesh,177,Saharanpur,702,1,Saharanpur,2,702
5725,21,Odisha,361,Keonjhar,7491,3,Saharapada,0,0
5726,22,Chhattisgarh,382,Kabeerdham,3300,2,Sahaspur Lohara,0,3300
5727,6,Haryana,58,Ambala,6429,1,Saha St,0,0
5728,9,Uttar Pradesh,133,Budaun,781,1,Sahaswan,4,781
5729,9,Uttar Pradesh,633,Kasganj,1011,1,Sahawar,1,1011
5730,10,Bihar,224,Vaishali,1282,1,Sahdai Buzurg,15,1282
5731,10,Bihar,208,Muzaffarpur,1199,1,Sahebganj,1,1199
5732,10,Bihar,191,Begusarai,1318,1,Sahebpur Kamal,15,1318
5733,20,Jharkhand,340,Sahebganj,2564,1,Sahibganj,1,2564
5734,19,West Bengal,317,Purba Medinipur,2473,1,Sahid Matangini,26,2473
5735,9,Uttar Pradesh,148,Gorakhpur,949,4,Sahjanwa,2,949
5736,2,Himachal Pradesh,16,Chamba,7451,1,Saho,0,0
5737,36,Telangana,507,Hyderabad,4511,1,Saidabad,16,4511
5738,9,Uttar Pradesh,146,Ghazipur,988,1,Saidpur,2,988
5739,9,Uttar Pradesh,139,Etawah,837,2,Saifai,2,837
5740,23,Madhya Pradesh,418,Narsimhapur,7003,2,Saikheda,0,0
5741,14,Manipur,254,Churachandpur,6501,5,Saikot,0,0
5742,14,Manipur,712,Kangpokpi,6493,2,Saikul,0,0
5743,23,Madhya Pradesh,423,Ratlam,3504,2,Sailana,4,3504
5744,2,Himachal Pradesh,20,Kullu,119,4,Sainj,3,119
5745,21,Odisha,345,Balangir,3148,2,Saintala,8,3148
5746,8,Rajasthan,97,Dausa,7136,4,Sainthal,0,0
5747,19,West Bengal,307,Birbhum,2261,1,Sainthia,13,2261
5748,17,Meghalaya,657,East Jaintia Hills,2000,5,Saipung,0,2000
5749,14,Manipur,712,Kangpokpi,1862,5,Saitu-Gamphazol,5,1862
5750,22,Chhattisgarh,650,Bemetara,3313,5,Saja,3,3313
5751,8,Rajasthan,88,Banswara,6043,1,Sajjangarh,0,0
5752,9,Uttar Pradesh,135,Chandauli,992,11,Sakaldiha,1,992
5753,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4939,3,Sakhinetipalli,55,4939
5754,29,Karnataka,539,Hassan,5553,1,Sakleshpur,1,5553
5755,22,Chhattisgarh,734,Gaurela-Pendra-Marwahi,7252,1,Sakola,0,0
5756,27,Maharashtra,471,Bhandara,4040,1,Sakoli,4,4040
5757,10,Bihar,208,Muzaffarpur,1214,1,Sakra,16,1214
5758,13,Nagaland,248,Phek,1808,1,Sakraba,7,1808
5759,27,Maharashtra,474,Dhule,3958,1,Sakri,3,3958
5760,13,Nagaland,615,Longleng,1834,1,Sakshi,0,1834
5761,22,Chhattisgarh,762,Sakti,3282,5,Sakti,4,3282
5762,19,West Bengal,704,Paschim Bardhaman,2268,2,Salanpur,1,2268
5763,19,West Bengal,318,Paschim Medinipur,2452,1,Salbani,12,2452
5764,30,Goa,552,South Goa,5616,1,Salcete,2,5616
5765,27,Maharashtra,476,Gondia,4048,1,Salekasa,5,4048
5766,33,Tamil Nadu,584,Salem,5740,3,Salem,5,5740
5767,9,Uttar Pradesh,137,Deoria,962,4,Salempur,4,962
5768,33,Tamil Nadu,584,Salem,5970,1,Salem South,0,0
5769,33,Tamil Nadu,584,Salem,5971,1,Salem West,0,0
5770,6,Haryana,64,Jhajjar,6443,1,Salhawas St,0,0
5771,22,Chhattisgarh,759,Khairagarh-Chhuikhadan-Gandai,7294,3,Salhewara,0,0
5772,29,Karnataka,545,Mysuru,7230,4,Saligrama,0,0
5773,21,Odisha,350,Cuttack,2957,4,Salipur,1,2957
5774,10,Bihar,216,Saharsa,1179,1,Salkhua,9,1179
5775,1,Jammu And Kashmir,1,Anantnag,6818,6,Sallar,0,0
5776,9,Uttar Pradesh,175,Rae Bareli,829,4,Salon,7,829
5777,36,Telangana,516,Nizamabad,7532,1,Saloora,0,0
5778,19,West Bengal,305,Bankura,2356,1,Saltora,1,2356
5779,8,Rajasthan,777,Salumbar,692,6,Salumbar,8,692
5780,2,Himachal Pradesh,16,Chamba,85,8,Saluni,3,85
5781,28,Andhra Pradesh,743,Parvathipuram Manyam,4817,2,Salur,11,4817
5782,8,Rajasthan,103,Jaisalmer,7143,6,Sam,0,0
5783,18,Assam,297,Nagaon,2032,1,Samaguri,2,2032
5784,6,Haryana,71,Panipat,377,2,Samalkha,3,377
5785,28,Andhra Pradesh,746,Kakinada,4910,2,Samalkota,26,4910
5786,3,Punjab,41,Patiala,250,1,Samana,1,250
5787,17,Meghalaya,273,East Garo Hills,1974,1,Samanda,4,1974
5788,10,Bihar,217,Samastipur,1288,1,Samastipur,5,1288
5789,1,Jammu And Kashmir,624,Samba,82,11,Samba,5,82
5790,21,Odisha,371,Sambalpur,7464,8,Sambalpur,0,0
5791,28,Andhra Pradesh,753,Annamayya,5237,2,Sambepalle,39,5237
5792,9,Uttar Pradesh,659,Sambhal,721,2,Sambhal,4,721
5793,8,Rajasthan,775,Balotra,6904,3,Samdari,0,0
5794,10,Bihar,201,Katihar,1154,1,Sameli,13,1154
5795,24,Gujarat,455,Patan,3749,4,Sami,7,3749
5796,10,Bihar,212,Patna,1401,1,Sampatchak,4,1401
5797,6,Haryana,73,Rohtak,406,3,Sampla,2,406
5798,3,Punjab,36,Ludhiana,224,1,Samrala,1,224
5799,22,Chhattisgarh,649,Balrampur-Ramanujganj,7242,3,Samri,0,0
5800,19,West Bengal,319,Murshidabad,2224,1,Samserganj,2,2224
5801,27,Maharashtra,498,Wardha,4022,1,Samudrapur,8,4022
5802,14,Manipur,254,Churachandpur,6505,2,Samulamlan,0,0
5803,21,Odisha,354,Ganjam,7488,6,Sanakhemundi,0,0
5804,24,Gujarat,438,Ahmedabad,3780,1,Sanand,4,3780
5805,23,Madhya Pradesh,414,Khargone (West Nimar),6997,7,Sanawad,0,0
5806,8,Rajasthan,104,Jalore,590,6,Sanchore,6,590
5807,10,Bihar,193,Bhojpur,1425,1,Sandesh,5,1425
5808,19,West Bengal,303,North 24 Parganas,2334,1,Sandeshkhali - I,19,2334
5809,19,West Bengal,303,North 24 Parganas,2335,1,Sandeshkhali - II,20,2335
5810,2,Himachal Pradesh,22,Mandi,126,9,Sandhol,4,126
5811,9,Uttar Pradesh,150,Hardoi,813,1,Sandila,5,813
5812,29,Karnataka,528,Ballari,5501,1,Sandur,6,5501
5813,14,Manipur,254,Churachandpur,6503,3,Sangaikot,0,0
5814,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5171,1,Sangam,19,5171
5815,27,Maharashtra,492,Ratnagiri,4272,1,Sangameshwar,7,4272
5816,27,Maharashtra,466,Ahilyanagar,4202,1,Sangamner,2,4202
5817,8,Rajasthan,102,Jaipur,545,1,Sanganer,8,545
5818,36,Telangana,691,Sangareddy,4492,3,Sangareddy,42,4492
5819,8,Rajasthan,101,Hanumangarh,466,1,Sangaria,1,466
5820,15,Mizoram,264,Lawngtlai,1919,1,Sangau,1,1919
5821,12,Arunachal Pradesh,237,Papum Pare,6600,3,Sangdupota Basar Nello Circle,0,0
5822,36,Telangana,522,Warangal,4705,5,Sangem,34,4705
5823,2,Himachal Pradesh,19,Kinnaur,199,2,Sangla,6,199
5824,8,Rajasthan,109,Kota,669,8,Sangod,5,669
5825,27,Maharashtra,496,Solapur,4251,1,Sangole,8,4251
5826,27,Maharashtra,472,Buldhana,3976,1,Sangrampur,2,3976
5827,10,Bihar,207,Munger,1364,1,Sangrampur,16,1364
5828,10,Bihar,213,Purbi Champaran,1046,1,Sangrampur,16,1046
5829,12,Arunachal Pradesh,233,Kurung Kumey,1705,6,Sangram Sdo,6,1705
5830,3,Punjab,43,Sangrur,271,3,Sangrur,4,271
5831,13,Nagaland,249,Tuensang,1819,1,Sangsangnyu,0,1819
5832,30,Goa,793,Kushavati,5618,5,Sanguem,4,5618
5833,13,Nagaland,250,Wokha,1785,1,Sanis,6,1785
5834,28,Andhra Pradesh,755,Nandyal,5300,2,Sanjamala,51,5300
5835,24,Gujarat,445,Dahod,6204,1,Sanjeli,0,0
5836,10,Bihar,215,Rohtas,1465,1,Sanjhauli,9,1465
5837,8,Rajasthan,110,Nagaur,7149,6,Sanjoo,0,0
5838,33,Tamil Nadu,733,Tenkasi,5871,5,Sankarankoil,2,5871
5839,33,Tamil Nadu,729,Kallakurichi,5733,9,Sankarapuram,6,5733
5840,5,Uttarakhand,57,Uttarkashi,6404,3,Sankari,0,0
5841,22,Chhattisgarh,375,Bilaspur,7235,4,Sankari,0,0
5842,33,Tamil Nadu,584,Salem,5739,1,Sankari,4,5739
5843,28,Andhra Pradesh,746,Kakinada,4892,2,Sankhavaram,8,4892
5844,24,Gujarat,668,Chhotaudepur,3904,3,Sankheda,8,3904
5845,37,Ladakh,6,Kargil,14,3,Sankoo,1,14
5846,19,West Bengal,703,Jhargram,2459,2,Sankrail,19,2459
