event_id,state_code,scope,kind,polled_on,leading_party_id,seats_won,seats_contested,turnout_pct,runner_up_party_id,runner_up_seats,source_id
assembly-2017,S08,state,assembly,2017-11-09,parties.IN.BJP,44,68,75.2179,parties.IN.INC,21,src-0c1b8f274551
assembly-2017,S14,state,assembly,2017-03-04,parties.IN.INC,28,60,86.5886,parties.IN.BJP,21,src-0c1b8f274551
assembly-2017,S19,state,assembly,2017-02-04,parties.IN.INC,77,117,77.1036,parties.IN.AAAP,20,src-0c1b8f274551
assembly-2017,S24,state,assembly,2017-02-11,parties.IN.BJP,312,403,61.2205,parties.IN.SP,47,src-0c1b8f274551
assembly-2017,S28,state,assembly,2017-02-15,parties.IN.BJP,57,70,65.4082,parties.IN.INC,11,src-0c1b8f274551
assembly-2018,S10,state,assembly,2018-05-12,parties.IN.BJP,104,224,73.9164,parties.IN.INC,80,src-0c1b8f274551
assembly-2018,S12,state,assembly,2018-11-28,parties.IN.INC,115,229,75.6093,parties.IN.BJP,107,src-0c1b8f274551
assembly-2018,S15,state,assembly,2018-02-27,parties.IN.INC,20,60,86.6285,parties.IN.NPEP,18,src-0c1b8f274551
assembly-2018,S16,state,assembly,2018-11-28,parties.IN.MNF,23,32,,parties.IN.INC,5,src-0c1b8f274551
assembly-2018,S17,state,assembly,2018-02-27,parties.IN.NPF,26,60,83.9092,parties.IN.NDPP,18,src-0c1b8f274551
assembly-2018,S20,state,assembly,2018-12-07,parties.IN.INC,100,199,74.798,parties.IN.BJP,72,src-0c1b8f274551
assembly-2018,S23,state,assembly,2018-02-18,parties.IN.BJP,36,60,91.5939,parties.IN.CPIM,16,src-0c1b8f274551
assembly-2018,S26,state,assembly,2018-11-20,parties.IN.INC,68,90,76.8381,parties.IN.BJP,15,src-0c1b8f274551
assembly-2018,S29,state,assembly,2018-12-07,parties.IN.BRS,82,109,74.7829,parties.IN.INC,18,src-0c1b8f274551
assembly-2019,S01,state,assembly,2019-04-11,parties.IN.YSRCP,151,175,79.7083,parties.IN.TDP,23,src-0c1b8f274551
assembly-2019,S02,state,assembly,2019-04-11,parties.IN.BJP,41,60,77.2187,parties.IN.JDU,7,src-0c1b8f274551
assembly-2019,S07,state,assembly,2019-10-21,parties.IN.BJP,40,90,68.1792,parties.IN.INC,31,src-0c1b8f274551
assembly-2019,S13,state,assembly,2019-10-01,parties.IN.BJP,97,266,62.1957,parties.IN.NCP,54,src-0c1b8f274551
assembly-2019,S18,state,assembly,2019-04-29,parties.IN.BJD,111,145,72.7051,parties.IN.BJP,23,src-0c1b8f274551
assembly-2019,S21,state,assembly,2019-04-11,parties.IN.SKM,16,29,81.4762,parties.IN.SDF,12,src-0c1b8f274551
assembly-2019,S27,state,assembly,2019-12-20,parties.IN.JMM,30,81,65.2654,parties.IN.BJP,25,src-0c1b8f274551
assembly-2020,S04,state,assembly,2020-11-07,parties.IN.RJD,75,243,57.2151,parties.IN.BJP,74,src-0c1b8f274551
assembly-2020,U05,state,assembly,2020-02-08,parties.IN.AAAP,62,70,62.749,parties.IN.BJP,8,src-0c1b8f274551
assembly-2021,S03,state,assembly,2021-04-06,parties.IN.BJP,63,126,81.7668,parties.IN.INC,27,src-0c1b8f274551
assembly-2021,S11,state,assembly,2021-04-06,parties.IN.CPIM,62,140,74.0645,parties.IN.INC,21,src-0c1b8f274551
assembly-2021,S22,state,assembly,2021-04-06,parties.IN.DMK,133,234,72.8232,parties.IN.AIADMK,66,src-0c1b8f274551
assembly-2021,S25,state,assembly,2021-04-29,parties.IN.AITC,217,294,81.5982,parties.IN.BJP,75,src-0c1b8f274551
assembly-2021,U07,state,assembly,2021-04-06,parties.IN.AINRC,10,30,81.6768,parties.IN.BJP,6,src-0c1b8f274551
assembly-2022,S05,state,assembly,2022-02-14,parties.IN.BJP,20,40,79.6268,parties.IN.INC,11,src-0c1b8f274551
assembly-2022,S06,state,assembly,2022-12-01,parties.IN.BJP,156,182,64.7752,parties.IN.INC,17,src-0c1b8f274551
assembly-2022,S08,state,assembly,2022-11-12,parties.IN.INC,40,68,75.4473,parties.IN.BJP,25,src-0c1b8f274551
assembly-2022,S14,state,assembly,2022-02-28,parties.IN.BJP,32,60,88.8285,parties.IN.NPP,7,src-0c1b8f274551
assembly-2022,S19,state,assembly,2022-02-20,parties.IN.AAAP,92,117,71.9562,parties.IN.INC,18,src-0c1b8f274551
assembly-2022,S24,state,assembly,2022-02-10,parties.IN.BJP,255,403,60.6558,parties.IN.SP,111,src-0c1b8f274551
assembly-2022,S28,state,assembly,2022-02-14,parties.IN.BJP,47,70,64.7554,parties.IN.INC,19,src-0c1b8f274551
assembly-2023,S10,state,assembly,2023-05-10,parties.IN.INC,135,224,72.8213,parties.IN.BJP,66,src-0c1b8f274551
assembly-2023,S12,state,assembly,2023-11-17,parties.IN.BJP,163,230,77.5862,parties.IN.INC,66,src-88592ed2f5c9
assembly-2023,S15,state,assembly,2023-02-27,parties.IN.NPP,26,59,85.4696,parties.IN.UDP,11,src-0c1b8f274551
assembly-2023,S16,state,assembly,2023-11-07,parties.IN.ZPM,27,40,81.983,parties.IN.MNF,10,src-a1e4a02f2b5d
assembly-2023,S17,state,assembly,2023-02-27,parties.IN.NDPP,25,60,85.2733,parties.IN.BJP,12,src-0c1b8f274551
assembly-2023,S20,state,assembly,2023-11-25,parties.IN.BJP,115,200,37.3482,parties.IN.INC,70,src-5a92f76c4695
assembly-2023,S23,state,assembly,2023-02-16,parties.IN.BJP,32,60,87.7541,parties.IN.TMP,13,src-0c1b8f274551
assembly-2023,S26,state,assembly,2023-11-07,parties.IN.BJP,54,90,76.5937,parties.IN.INC,35,src-62cfd76b1e59
assembly-2023,S29,state,assembly,2023-11-30,parties.IN.INC,64,119,71.8614,parties.IN.BHRS,39,src-a23a6eabcb11
assembly-2024,S01,state,assembly,2024-05-13,parties.IN.TDP,135,175,81.4864,parties.IN.JP,21,src-1d351b242eac
assembly-2024,S02,state,assembly,2024-04-19,parties.IN.BJP,36,50,85.9268,parties.IN.NPEP,5,src-c63abce8f3ac
assembly-2024,S07,state,assembly,2024-10-05,parties.IN.BJP,48,89,67.807,parties.IN.INC,36,src-bd02525a61d2
assembly-2024,S13,state,assembly,2024-11-20,parties.IN.BJP,132,288,66.4934,parties.IN.SHS,57,src-08bc3454c387
assembly-2024,S18,state,assembly,2024-06-01,parties.IN.BJP,78,147,74.4903,parties.IN.BJD,51,src-f91235d7f46a
assembly-2024,S21,state,assembly,2024-04-19,parties.IN.SKM,31,32,82.6128,parties.IN.SDF,1,src-96c590e2ccdc
assembly-2024,S27,state,assembly,2024-11-20,parties.IN.JMM,34,81,68.2582,parties.IN.BJP,21,src-d5fd53f4548f
assembly-2024,U08,state,assembly,2024-10-01,parties.IN.JKNC,42,90,64.0642,parties.IN.BJP,29,src-8a560c291430
assembly-2025,S04,state,assembly,2025-11-11,parties.IN.BJP,89,243,67.2205,parties.IN.JDU,85,src-103ab49e8c93
assembly-2025,U05,state,assembly,2025-02-05,parties.IN.BJP,48,70,60.7189,parties.IN.AAAP,22,src-d0f07b935a17
assembly-2026,S03,state,assembly,2026-05-08,parties.IN.BJP,82,126,86.2529,parties.IN.INC,19,src-074239c7b852
assembly-2026,S11,state,assembly,2026-05-08,parties.IN.INC,63,140,79.4025,parties.IN.CPIM,26,src-920426012b16
assembly-2026,S22,state,assembly,2026-05-08,parties.IN.TVK,108,234,85.9129,parties.IN.DMK,59,src-3da941c21223
assembly-2026,S25,state,assembly,2026-05-08,parties.IN.BJP,208,294,93.5655,parties.IN.AITC,80,src-fa1aba648c1e
assembly-2026,U07,state,assembly,2026-05-08,parties.IN.AINRC,12,30,91.1112,parties.IN.DMK,5,src-9b0bb5164d79
general-1962,,national,parliament,1962-02-25,parties.IN.INC,305,427,51.779,parties.IN.CPI,27,src-d4b15132ad0e
general-1989,,national,parliament,1989-11-26,parties.IN.INC,197,529,60.2871,parties.IN.JD,143,src-d4b15132ad0e
general-1991,,national,parliament,1991-06-15,parties.IN.INC,232,521,55.4633,parties.IN.BJP,120,src-d4b15132ad0e
general-1996,,national,parliament,1996-05-07,parties.IN.BJP,161,543,56.493,parties.IN.INC,140,src-d4b15132ad0e
general-1998,,national,parliament,1998-02-22,parties.IN.BJP,182,543,60.7604,parties.IN.INC,141,src-d4b15132ad0e
general-1999,,national,parliament,1999-10-03,parties.IN.BJP,182,543,58.8242,parties.IN.INC,114,src-d4b15132ad0e
general-2004,,national,parliament,2004-05-10,parties.IN.INC,146,543,57.9836,parties.IN.BJP,137,src-d4b15132ad0e
general-2009,,national,parliament,2009-05-13,parties.IN.INC,207,543,58.1966,parties.IN.BJP,116,src-d4b15132ad0e
general-2014,,national,parliament,2014-05-12,parties.IN.BJP,282,543,66.3265,parties.IN.INC,44,src-d4b15132ad0e
general-2019,,national,parliament,2019-05-19,parties.IN.BJP,303,543,67.336,parties.IN.INC,52,src-d4b15132ad0e
general-2024,,national,parliament,2024-06-01,parties.IN.BJP,239,542,66.0985,parties.IN.INC,99,src-bfb4e7fb9785
