constituency_slug,constituency_name,district,category,candidate_slug,candidate_name,party_slug,party_abbreviation,votes,vote_share_pct,position,won
dausa,dausa,DAUSA,GEN,c-ac-425554,ASHOK KUMAR,rshtrjnts,RSHTRJNTS,609,0.3361,6,0
dausa,dausa,DAUSA,GEN,c-ac-425558,RUKMANI,alp,ALP,531,0.293,7,0
dausa,dausa,DAUSA,GEN,c-ac-425556,BHARAT LAL MEENA,party-unknown-1945,,363,0.2003,8,0
dausa,dausa,DAUSA,GEN,c-ac-425555,DESHRAJ BAIRWA,rdf,RDF,276,0.1523,9,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425565,YOONUS KHAN,ind,IND,70952,36.544,1,1
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425560,CHETAN SINGH CHAUDHARY,inc,INC,68560,35.312,2,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425561,JITENDRA SINGH,bjp,BJP,48814,25.1418,3,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425562,RAMNIWAS ROYAL,aap,AAP,2516,1.2959,4,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425567,VIRENDAR JADAM,ind,IND,1087,0.5599,5,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425563,RAMESHVAR,bsp-2,BSP,771,0.3971,6,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425564,SAHDEW SIWAL,arp-2,ARP,742,0.3822,7,0
deedwana,deedwanaa,NAGAUR,GEN,c-ac-425566,RAMDAYAL,ind,IND,713,0.3672,8,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425570,DR. SHAILESH SINGH,bjp,BJP,89063,50.2942,1,1
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425569,VISHVENDRA SINGH,inc,INC,81168,45.8359,2,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425571,HARIOM SHARMA,bsp-2,BSP,4487,2.5338,3,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425568,MANUDEV,rlp-3,RLP,1015,0.5732,4,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425575,HARISHANKAR,ind,IND,476,0.2688,5,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425574,SURENDRA SINGH SINSINWAR,ind,IND,464,0.262,6,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425572,POONAM,ind,IND,214,0.1208,7,0
deeg-kumher,deegku mher,BHARATPUR,GEN,c-ac-425573,RAJ KUMAR,ind,IND,197,0.1112,8,0
degana,degana,NAGAUR,GEN,c-ac-425576,AJAY SINGH,bjp,BJP,88752,46.8385,1,1
degana,degana,NAGAUR,GEN,c-ac-425579,VIJAYPAL MIRDHA,inc,INC,80997,42.7459,2,0
degana,degana,NAGAUR,GEN,c-ac-425578,LAXMANSINGH MUWAL,rlp-3,RLP,12065,6.3673,3,0
degana,degana,NAGAUR,GEN,c-ac-425586,RAMESHWARLAL PRAJAPATI,ind,IND,1354,0.7146,4,0
degana,degana,NAGAUR,GEN,c-ac-425587,LUNARAM MEGHWAL (JARODA),ind,IND,1278,0.6745,5,0
degana,degana,NAGAUR,GEN,c-ac-425577,VAKIL GANESH RAM,aap,AAP,1138,0.6006,6,0
degana,degana,NAGAUR,GEN,c-ac-425580,SONU,bsp-2,BSP,955,0.504,7,0
degana,degana,NAGAUR,GEN,c-ac-425588,SURENDRA MEGHWAL,ind,IND,862,0.4549,8,0
degana,degana,NAGAUR,GEN,c-ac-425581,GHANSHYAM SINGH (BANWADA),amjnmtp,AMJNMTP,814,0.4296,9,0
degana,degana,NAGAUR,GEN,c-ac-425585,CHHOTURAM,ind,IND,541,0.2855,10,0
degana,degana,NAGAUR,GEN,c-ac-425582,RAMKARAN DEVASI,rashtravadi-bharat-party,RSTWDIBHRT,307,0.162,11,0
degana,degana,NAGAUR,GEN,c-ac-425584,GANGA RAM,ind,IND,227,0.1198,12,0
degana,degana,NAGAUR,GEN,c-ac-425583,OMPRAKASH DADHICH,ind,IND,195,0.1029,13,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425593,Harish Chandra Meena,inc,INC,105001,47.8073,1,1
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425592,Vijay Singh Bainsla,bjp,BJP,85826,39.0768,2,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425591,Vikram Singh,rlp-3,RLP,19773,9.0027,3,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425589,Om Prakash Bairwa,bsp-2,BSP,1554,0.7075,4,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425590,Dr. Rajendra Singh Meena,aap,AAP,1495,0.6807,5,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425602,Ram Singh Meena,ind,IND,1058,0.4817,6,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425601,Manoj Kumar Pareek,ind,IND,1049,0.4776,7,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425594,Ashish Kumar Nagar,alp,ALP,1007,0.4585,8,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425600,Dev Karan,ind,IND,933,0.4248,9,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425599,Jasram Meena,ind,IND,614,0.2796,10,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425597,Raju Raigar,rtorp,RTORP,364,0.1657,11,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425595,Kanhaiya Lal Laxkar,rashtravadi-bharat-party,RSTWDIBHRT,328,0.1493,12,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425598,Govind Singh,ind,IND,328,0.1493,13,0
deoli-uniara,devliuniyaara,TONK,GEN,c-ac-425596,Kamlesh Kumar Mali,arp-2,ARP,304,0.1384,14,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425607,Thavar Chand,bharat-adivasi-party,BHRTADVSIP,83655,38.2358,1,1
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425604,Kanhaiya lal,bjp,BJP,76964,35.1776,2,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425606,Nagraj,inc,INC,46449,21.2302,3,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425610,Vishesh Kumar Meena,ind,IND,3377,1.5435,4,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425605,Kaluram,aap,AAP,2465,1.1267,5,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425603,Kanhaiyalal,bsp-2,BSP,2394,1.0942,6,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425609,Rajkumar,ind,IND,1856,0.8483,7,0
dhariawad,dhariyavaad,PRATAPGARH,ST,c-ac-425608,Puran Mal,communist-party-of-india-marxist-leninist-liberation-2,CPI(ML) (L),1627,0.7436,8,0
dhod,dhod,SIKAR,SC,c-ac-425612,GORDHAN,bjp,BJP,85543,42.5926,1,1
dhod,dhod,SIKAR,SC,c-ac-425614,PEMA RAM,cpi-m,CPI(M),72165,35.9316,2,0
dhod,dhod,SIKAR,SC,c-ac-425613,JAGDISH PRASAD DANODIA,inc,INC,34487,17.1714,3,0
dhod,dhod,SIKAR,SC,c-ac-425615,MAHESH MORDIA,rlp-3,RLP,3350,1.668,4,0
dhod,dhod,SIKAR,SC,c-ac-425621,MANOJ,ind,IND,1642,0.8176,5,0
dhod,dhod,SIKAR,SC,c-ac-425611,KALU RAM,bsp-2,BSP,1017,0.5064,6,0
dhod,dhod,SIKAR,SC,c-ac-425619,GORDHAN,ind,IND,827,0.4118,7,0
dhod,dhod,SIKAR,SC,c-ac-425620,BHAGIRATH,ind,IND,790,0.3933,8,0
dhod,dhod,SIKAR,SC,c-ac-425618,HANUMAN PRASAD RAIGAR,bmup,BMUP,445,0.2216,9,0
dhod,dhod,SIKAR,SC,c-ac-425617,VIJENDRA,byjep,BYJEP,313,0.1558,10,0
dhod,dhod,SIKAR,SC,c-ac-425616,BIMLA,prvpoi,PRVPOI,261,0.13,11,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425624,SHOBHARANI KUSHWAH,inc,INC,69724,40.2964,1,1
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425622,RITESH SHARMA,bsp-2,BSP,52935,30.5933,2,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425623,Dr. SHIVCHARAN SINGH KUSHWAHA,bjp,BJP,45637,26.3755,3,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425625,NASIRUDDIN KHAN,azsp,AZSP,1822,1.053,4,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425632,SHASHI SINGH,ind,IND,1130,0.6531,5,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425633,SAGIR KHAN,ind,IND,444,0.2566,6,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425626,SWETA,sp,SP,389,0.2248,7,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425631,RAJKUMAR,ind,IND,297,0.1716,8,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425630,PRAMOD KUMAR,ind,IND,226,0.1306,9,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425627,ABDULSIRAJ,ind,IND,149,0.0861,10,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425629,GAFFARUDDIN,ind,IND,144,0.0832,11,0
dholpur,dhaulpur,DHOLPUR,GEN,c-ac-425628,ASHARAM,ind,IND,131,0.0757,12,0
dudu,dudu,JAIPUR,SC,c-ac-425635,DR. PREM CHAND BAIRWA,bjp,BJP,116561,58.0795,1,1
dudu,dudu,JAIPUR,SC,c-ac-425636,BABULAL NAGAR,inc,INC,80818,40.2697,2,0
dudu,dudu,JAIPUR,SC,c-ac-425637,HANUMAN PRASAD BAIRWA,rlp-3,RLP,1742,0.868,3,0
dudu,dudu,JAIPUR,SC,c-ac-425634,TEEKAM CHAND BAIRWA,bsp-2,BSP,1571,0.7828,4,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425639,TARACHAND,bjp,BJP,65690,33.1102,1,1
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425640,MANGLARAM GODARA,inc,INC,57565,29.0149,2,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425638,GIRDHARI LAL,cpi-m,CPI(M),56498,28.4771,3,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425641,RAJENDRA MEGHWAL BAPEU,bsp-2,BSP,6379,3.2153,4,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425642,DR. VIVEK MACHRA,rlp-3,RLP,3478,1.753,5,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425648,PREETI SHARMA,ind,IND,3242,1.6341,6,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425651,SANWATSINGH,ind,IND,1444,0.7278,7,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425650,MANOJ KUMAR SARSWAT,ind,IND,1415,0.7132,8,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425644,SHARWANSINGH PUNDALSAR,arp-2,ARP,1001,0.5045,9,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425649,BHIKHA RAM NAI,ind,IND,512,0.2581,10,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425647,NARAYAN,ind,IND,422,0.2127,11,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425643,ASARAM,aasp,AASP,319,0.1608,12,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425645,APRAJIT BAIDA,ind,IND,220,0.1109,13,0
dungargarh,shridu gargarh,BIKANER,GEN,c-ac-425646,ISHWAR CHAND,ind,IND,213,0.1074,14,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425652,GANESH GHOGRA,inc,INC,69338,36.5919,1,1
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425657,KANTILAL ROAT,bharat-adivasi-party,BHRTADVSIP,50285,26.537,2,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425656,BANSHILAL KATARA,bjp,BJP,45602,24.0656,3,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425660,DEVRAM ROAT,ind,IND,16165,8.5308,4,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425655,DEVENDRA KATARA,aap,AAP,2348,1.2391,5,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425653,GOTAMLAL,cpi-m,CPI(M),2318,1.2233,6,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425658,DR. DEEPAK GHOGRA,btp,BTP,1519,0.8016,7,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425659,VIJAYA,alp,ALP,1354,0.7145,8,0
dungarpur,du garpur,DUNGARPUR,ST,c-ac-425654,JEEVAN LAL,bsp-2,BSP,561,0.2961,9,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425663,HAKAM ALI KHAN,inc,INC,84194,46.5804,1,1
fatehpur,fatehpur,SIKAR,GEN,c-ac-425662,SHARAWAN CHOUDHARY S/O PREM SINGH,bjp,BJP,58201,32.1997,2,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425667,NAND KISHORE MAHARIA,jjp-3,JJP,23851,13.1956,3,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425672,MADHU SUDAN,ind,IND,8786,4.8609,4,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425673,SHARWAN CHOUDHARY S/O PITHARAM,ind,IND,2221,1.2288,5,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425674,S. P. SINGH,ind,IND,860,0.4758,6,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425661,RAKESH KUMAR,bsp-2,BSP,834,0.4614,7,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425664,ARVIND CHOUDHARY,bharat-adivasi-party,BHRTADVSIP,664,0.3674,8,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425666,JAVED ALI KHAN,party-unknown-1920,,273,0.151,9,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425668,HARLAL SINGH,arp-2,ARP,249,0.1378,10,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425665,GULAB ALBELA KUMHAR,rjvp,RJVP,165,0.0913,11,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425669,ABDUL RASHID KHAN,ind,IND,165,0.0913,12,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425671,BALBIR SINGH,ind,IND,148,0.0819,13,0
fatehpur,fatehpur,SIKAR,GEN,c-ac-425670,CHOTHMAL,ind,IND,139,0.0769,14,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425676,JAYDEEP BIHANI,bjp,BJP,81001,44.9733,1,1
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425682,KARUNA ASHOK CHANDAK,ind,IND,51222,28.4394,2,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425675,ANKUR MAGLANI,inc,INC,39006,21.6569,3,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425678,HARISH RAHEJA,aap,AAP,1987,1.1032,4,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425680,ARUNA CHANDAK,ind,IND,1302,0.7229,5,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425683,KRISHAN KUMAR,ind,IND,823,0.4569,6,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425677,PARMANAND,bsp-2,BSP,766,0.4253,7,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425690,HARISH CHAND KAPOOR,ind,IND,733,0.407,8,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425689,LALIT KUMAR,ind,IND,670,0.372,9,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425679,VIJAY KUMAR,rjavp,RJAVP,473,0.2626,10,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425681,ASHOK KUMAR GROVER,ind,IND,423,0.2349,11,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425687,RAJNESH GOYAL,ind,IND,417,0.2315,12,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425684,JAGDISH THAKUR,ind,IND,404,0.2243,13,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425685,JAIDEEP,ind,IND,353,0.196,14,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425686,JITENDER MOHAN KAMRA,ind,IND,277,0.1538,15,0
ganganagar,ganganagar,GANGANAGAR,GEN,c-ac-425688,RADHESHYAM,ind,IND,252,0.1399,16,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425694,RAMKESH,inc,INC,83457,41.9702,1,1
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425692,MANSINGH GURJAR,bjp,BJP,64189,32.2804,2,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425702,CHHOTE LAL SAINI,ind,IND,29679,14.9255,3,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425697,MUKESH KUMAR BAIRWA,aspkr,ASPKR,13467,6.7725,4,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425705,RAGHUVEER PRASAD MEENA,ind,IND,1675,0.8424,5,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425693,RANGLAL MEENA,bsp-2,BSP,1648,0.8288,6,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425706,HARI MOHAN,ind,IND,940,0.4727,7,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425691,GHANSHYAM,aap,AAP,862,0.4335,8,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425695,OM PRAKASH,jjp-3,JJP,600,0.3017,9,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425701,CHHOTE LAL MEENA,ind,IND,595,0.2992,10,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425703,DHRAMRAJ BAIRWA,ind,IND,380,0.1911,11,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425698,VIJENDRA,bharat-adivasi-party,BHRTADVSIP,374,0.1881,12,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425700,GOPAL BHAI GUPTA,ind,IND,363,0.1826,13,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425696,PANKHILAL,party-unknown-1920,,254,0.1277,14,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425704,PRAKASH,ind,IND,230,0.1157,15,0
gangapur,gangapore,SAWAI MADHOPUR,GEN,c-ac-425699,KRISHNAKANT,ind,IND,135,0.0679,16,0
garhi,gadhi,BANSWARA,ST,c-ac-425707,KAILASH CHANDRA MEENA,bjp,BJP,87392,39.486,1,1
garhi,gadhi,BANSWARA,ST,c-ac-425708,SHANKARLAL CHARPOTA,inc,INC,72285,32.6603,2,0
garhi,gadhi,BANSWARA,ST,c-ac-425710,MANI LAL GARASIYA,bharat-adivasi-party,BHRTADVSIP,43525,19.6657,3,0
garhi,gadhi,BANSWARA,ST,c-ac-425715,PANKAJ CHARPOTA,ind,IND,3946,1.7829,4,0
garhi,gadhi,BANSWARA,ST,c-ac-425718,SHALENDRA ROAT,ind,IND,3420,1.5452,5,0
garhi,gadhi,BANSWARA,ST,c-ac-425717,LAXMAN LAL,ind,IND,2295,1.0369,6,0
garhi,gadhi,BANSWARA,ST,c-ac-425716,PREMILA KHARADI,ind,IND,1909,0.8625,7,0
garhi,gadhi,BANSWARA,ST,c-ac-425709,SURYALAL KHANT,bsp-2,BSP,1875,0.8472,8,0
garhi,gadhi,BANSWARA,ST,c-ac-425711,VIJAY PAL S/O PUNIYA KATARA,btp,BTP,1609,0.727,9,0
garhi,gadhi,BANSWARA,ST,c-ac-425714,NIPESH DAMOR,ind,IND,1140,0.5151,10,0
garhi,gadhi,BANSWARA,ST,c-ac-425712,VINOD KUMAR ADIVASI,bmup,BMUP,1072,0.4844,11,0
garhi,gadhi,BANSWARA,ST,c-ac-425713,KUGALAL AHADA (HADA),ind,IND,856,0.3868,12,0
ghatol,ghatol,,ST,c-ac-425719,NANALAL NINAMA,inc,INC,88335,37.1954,1,1
ghatol,ghatol,,ST,c-ac-425723,ASHOK KUMAR,bharat-adivasi-party,BHRTADVSIP,84644,35.6412,2,0
ghatol,ghatol,,ST,c-ac-425722,MANSHANKAR NINAMA,bjp,BJP,55537,23.3851,3,0
ghatol,ghatol,,ST,c-ac-425720,NARAYAN LAL,aap,AAP,3935,1.6569,4,0
ghatol,ghatol,,ST,c-ac-425724,DHIRAJMAL NINAMA,btp,BTP,1867,0.7861,5,0
ghatol,ghatol,,ST,c-ac-425725,KANTILAL NINAMA,ind,IND,1586,0.6678,6,0
ghatol,ghatol,,ST,c-ac-425721,BAPULAL GANAVA,bsp-2,BSP,1585,0.6674,7,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425727,Pratap Lal Bheel,bjp,BJP,87827,45.3957,1,1
gogunda,gogunda,UDAIPUR,ST,c-ac-425728,Dr. Mangi Lal Garasiya,inc,INC,84162,43.5013,2,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425730,Udai Lal Bhil,bharat-adivasi-party,BHRTADVSIP,8094,4.1836,3,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425726,Dalapat Ram Garasiya,bsp-2,BSP,3400,1.7574,4,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425731,Lahara,cpi,CPI,2773,1.4333,5,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425732,Prem Chand Gameti,ind,IND,2617,1.3527,6,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425729,Hema Ram,aap,AAP,2483,1.2834,7,0
gogunda,gogunda,UDAIPUR,ST,c-ac-425733,Batti Lal Meena,ind,IND,2114,1.0927,8,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425734,KRISHAN KUMAR K.K. VISHNOI,bjp,BJP,107632,49.382,1,1
gudha-malani,gudamalani,BARMER,GEN,c-ac-425736,COL. SONARAM CHOUDHARY,inc,INC,92415,42.4004,2,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425740,PRABHURAM,aspkr,ASPKR,9924,4.5532,3,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425737,ACHALARAM CHOUDHARY,arp-2,ARP,2315,1.0621,4,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425735,MAHENDRA KUMAR,bsp-2,BSP,2198,1.0085,5,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425741,NAGENDRASINGH SOLANKI,ind,IND,1858,0.8525,6,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425742,LADHU,ind,IND,621,0.2849,7,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425739,GOMATI DEVI,njmp,NJMP,591,0.2712,8,0
gudha-malani,gudamalani,BARMER,GEN,c-ac-425738,GAJENDRA MEGHWAL,bmup,BMUP,404,0.1854,9,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425751,GANESHRAJ BANSAL,ind,IND,89323,37.2944,1,1
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425743,AMIT SAHU,bjp,BJP,79625,33.2452,2,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425746,VINOD KUMAR,inc,INC,59366,24.7866,3,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425745,RAGHUVEER SINGH,cpi-m,CPI(M),2843,1.187,4,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425754,MOHMMED EMAMDEEN,ind,IND,2174,0.9077,5,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425744,KAILASH,bsp-2,BSP,1787,0.7461,6,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425747,SACHIN,aap,AAP,890,0.3716,7,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425749,MOHAMMAD RAFEEK,jhndcgp,JHNDCGP,741,0.3094,8,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425755,RAJESH KUMAR SINGLA,ind,IND,673,0.281,9,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425750,KANARAM,ind,IND,661,0.276,10,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425752,NIRANJAN SINGH,ind,IND,574,0.2397,11,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425748,JAGDEV SINGH,ipgp,IPGP,431,0.18,12,0
hanumangarh,hanumangarh,HANUMANGARH,GEN,c-ac-425753,MOHAN SINGH,ind,IND,420,0.1754,13,0
hawamahal,Hawa Mahal,,GEN,c-ac-425758,BALMUKUNDACHARY,bjp,BJP,95989,49.5529,1,1
hawamahal,Hawa Mahal,,GEN,c-ac-425756,R.R. TIWARI,inc,INC,95015,49.0501,2,0
hawamahal,Hawa Mahal,,GEN,c-ac-425760,JAMEEL AHMED KHAN,party-unknown-1920,,588,0.3035,3,0
hawamahal,Hawa Mahal,,GEN,c-ac-425757,PAPPU QURESHI,aap,AAP,573,0.2958,4,0
hawamahal,Hawa Mahal,,GEN,c-ac-425764,SURENDRA SINGH,rpoia,RPOIA,417,0.2153,5,0
hawamahal,Hawa Mahal,,GEN,c-ac-425759,ANOOP,aam-aadmi-parivartan-party,AAMAADMIPARI,409,0.2111,6,0
hawamahal,Hawa Mahal,,GEN,c-ac-425765,YAQUB KHAN,ind,IND,247,0.1275,7,0
hawamahal,Hawa Mahal,,GEN,c-ac-425761,FIROZUDDIN,wpoi,WPOI,190,0.0981,8,0
hawamahal,Hawa Mahal,,GEN,c-ac-425763,SUNIL SAINI,rshtrjnts,RSHTRJNTS,142,0.0733,9,0
hawamahal,Hawa Mahal,,GEN,c-ac-425762,SUNITA DEVI CHOUDHARY,lok-janshakti-party-ram-vilas,LJP (RV),140,0.0723,10,0
hindaun,hindun,KARAULI,SC,c-ac-425766,ANITA JATAV,inc,INC,91627,49.3329,1,1
hindaun,hindun,KARAULI,SC,c-ac-425769,RAJKUMARI JATAV,bjp,BJP,53351,28.7247,2,0
hindaun,hindun,KARAULI,SC,c-ac-425768,BRAJESH KUMAR JATAV,bsp-2,BSP,29777,16.0322,3,0
hindaun,hindun,KARAULI,SC,c-ac-425771,GAYATRI KOLI,jjp-3,JJP,6372,3.4307,4,0
hindaun,hindun,KARAULI,SC,c-ac-425770,KUSUM LATA,bssssp,BSSSSP,1782,0.9594,5,0
hindaun,hindun,KARAULI,SC,c-ac-425767,DHARMENDRA KUMAR JATAV,rlp-3,RLP,1138,0.6127,6,0
hindaun,hindun,KARAULI,SC,c-ac-425773,RAJEEV KALSADIYA,prvpoi,PRVPOI,719,0.3871,7,0
hindaun,hindun,KARAULI,SC,c-ac-425772,MAHESH CHAND JOSHI,hjp-3,HJP,494,0.266,8,0
hindaun,hindun,KARAULI,SC,c-ac-425774,ROOP SINGH JATAV,ind,IND,472,0.2541,9,0
hindoli,hindoli,BUNDI,GEN,c-ac-425775,ASHOK,inc,INC,127354,57.3331,1,1
hindoli,hindoli,BUNDI,GEN,c-ac-425776,PRABHU LAL SAINI,bjp,BJP,82350,37.0729,2,0
hindoli,hindoli,BUNDI,GEN,c-ac-425778,RAMALAKHAN,aspkr,ASPKR,9312,4.1921,3,0
hindoli,hindoli,BUNDI,GEN,c-ac-425777,SATYNARAYAN REGAR,bsp-2,BSP,1227,0.5524,4,0
hindoli,hindoli,BUNDI,GEN,c-ac-425780,RAMPRASHAD,ind,IND,1168,0.5258,5,0
