constituency_slug,constituency_name,district,category,candidate_slug,candidate_name,party_slug,party_abbreviation,votes,vote_share_pct,position,won
kishanganj,kishanganj,BARAN,ST,c-ac-426004,KANYA BAI,ind,IND,1125,0.5974,4,0
kishanganj,kishanganj,BARAN,ST,c-ac-426009,RADHAKISHAN,ind,IND,1065,0.5655,5,0
kishanganj,kishanganj,BARAN,ST,c-ac-426010,RAM PRASAD,ind,IND,969,0.5146,6,0
kishanganj,kishanganj,BARAN,ST,c-ac-426011,SAVITRI,ind,IND,879,0.4668,7,0
kishanganj,kishanganj,BARAN,ST,c-ac-426007,BHANWAR LAL,ind,IND,370,0.1965,8,0
kishanganj,kishanganj,BARAN,ST,c-ac-426008,MOHANLAL,ind,IND,357,0.1896,9,0
kishanganj,kishanganj,BARAN,ST,c-ac-426006,PRAKASH,ind,IND,331,0.1758,10,0
kishanganj,kishanganj,BARAN,ST,c-ac-426005,KALLI BAI,ind,IND,297,0.1577,11,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426014,VIKASH CHOUDHARY,inc,INC,83645,39.2197,1,1
kishangarh,kishangarh,AJMER,GEN,c-ac-426023,SURESH TAK,ind,IND,80025,37.5223,2,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426012,BHAGIRATH CHOUDHARY,bjp,BJP,37534,17.599,3,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426022,SATYANARAYAN SEN,ind,IND,2737,1.2833,4,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426020,BABU LAL BAGARIYA,ind,IND,2217,1.0395,5,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426013,RAMNIWAS,bsp-2,BSP,1456,0.6827,6,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426021,RAJKUMAR SHARMA,ind,IND,1413,0.6625,7,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426019,PUKHRAJ PRAJAPATI,ind,IND,1081,0.5069,8,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426015,DEEPAK TAK,rtorp,RTORP,889,0.4168,9,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426018,MAHAVEER PRASAD JAIN,bplp,BPLP,888,0.4164,10,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426016,NANDKISHOR MEGHAVANSHI,aspkr,ASPKR,871,0.4084,11,0
kishangarh,kishangarh,AJMER,GEN,c-ac-426017,NAFIS,amjnmtp,AMJNMTP,517,0.2424,12,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426025,DEEPCHAND KHAIRIYA,inc,INC,91916,45.7175,1,1
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426026,RAMHET SINGH YADAV,bjp,BJP,81420,40.497,2,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426027,SIMRAT SANDHU,bsp-2,BSP,23371,11.6244,3,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426024,CHARAN SINGH YADAV,aap,AAP,1500,0.7461,4,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426031,DEEPAK KUMAR,ind,IND,1057,0.5257,5,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426030,HARINARAYAN,ppid,PPID,564,0.2805,6,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426032,REKHA CHOUDHARY,ind,IND,497,0.2472,7,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426028,JAGDISH CHANDRA YADAV,arp-2,ARP,433,0.2154,8,0
kishangarh-bas,kishangadhbaas,ALWAR,GEN,c-ac-426029,JAVED  KHAN,party-unknown-1920,,294,0.1462,9,0
kishanpole,Kishan Pole,,GEN,c-ac-425993,AMIN KAGZI,inc,INC,76611,51.8192,1,1
kishanpole,Kishan Pole,,GEN,c-ac-425995,CHANDRA MANOHAR BATWARA ADVOCATE,bjp,BJP,69555,47.0465,2,0
kishanpole,Kishan Pole,,GEN,c-ac-425994,KAMAL BHARGAV,aap,AAP,619,0.4187,3,0
kishanpole,Kishan Pole,,GEN,c-ac-425997,RAFIQ KHAN KHANDELVI,party-unknown-1920,,415,0.2807,4,0
kishanpole,Kishan Pole,,GEN,c-ac-425996,HARINARAYAN JADIYA,bsp-2,BSP,313,0.2117,5,0
kishanpole,Kishan Pole,,GEN,c-ac-425999,VINOD KUMAR TINKAR,ind,IND,156,0.1055,6,0
kishanpole,Kishan Pole,,GEN,c-ac-426000,SUNIL KUMAR SHARMA,ind,IND,107,0.0724,7,0
kishanpole,Kishan Pole,,GEN,c-ac-425998,AZAM ALI KHAN,ind,IND,67,0.0453,8,0
kolayat,kolayat,BIKANER,GEN,c-ac-426033,ANSHUMAN SINGH BHATI,bjp,BJP,101093,50.5056,1,1
kolayat,kolayat,BIKANER,GEN,c-ac-426035,BHANWAR SINGH BHATI,inc,INC,68160,34.0524,2,0
kolayat,kolayat,BIKANER,GEN,c-ac-426036,REVAT RAM PANWAR,rlp-3,RLP,27854,13.9157,3,0
kolayat,kolayat,BIKANER,GEN,c-ac-426034,PRATAP RAM,bsp-2,BSP,1390,0.6944,4,0
kolayat,kolayat,BIKANER,GEN,c-ac-426037,MANFOOL KARVASARA,arp-2,ARP,1210,0.6045,5,0
kolayat,kolayat,BIKANER,GEN,c-ac-426038,VIMLA,ind,IND,455,0.2273,6,0
kota-north,kota uttar,KOTA,GEN,c-ac-426041,SHANTI DHARIWAL,inc,INC,94899,49.9179,1,1
kota-north,kota uttar,KOTA,GEN,c-ac-426039,PRAHLAD GUNJAL,bjp,BJP,92413,48.6103,2,0
kota-north,kota uttar,KOTA,GEN,c-ac-426043,SAIFULLAH,wpoi,WPOI,860,0.4524,3,0
kota-north,kota uttar,KOTA,GEN,c-ac-426040,BHIM SINGH KUNTAL,bsp-2,BSP,811,0.4266,4,0
kota-north,kota uttar,KOTA,GEN,c-ac-426042,TARUN,rtorp,RTORP,463,0.2435,5,0
kota-north,kota uttar,KOTA,GEN,c-ac-426044,YOGESH KUMAR SHARMA,ind,IND,420,0.2209,6,0
kota-north,kota uttar,KOTA,GEN,c-ac-426045,SOHAN LAL,ind,IND,244,0.1283,7,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426048,SANDEEP SHARMA,bjp,BJP,95393,52.5662,1,1
kota-south,kota dakshin,KOTA,GEN,c-ac-426047,RAKHI GAUTAM,inc,INC,83431,45.9746,2,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426046,DR. KRISHNANAND SHARMA,bsp-2,BSP,1085,0.5979,3,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426049,IRSHAD AHAMAD,ind,IND,381,0.2099,4,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426054,HABIBULLA,ind,IND,357,0.1967,5,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426053,HANUMAN  MINA,ind,IND,342,0.1885,6,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426052,MOHAMMAD FARID,ind,IND,178,0.0981,7,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426051,PINTU BAJRANGI,ind,IND,165,0.0909,8,0
kota-south,kota dakshin,KOTA,GEN,c-ac-426050,OM PRAKASH SHAKYWAL,ind,IND,140,0.0771,9,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426058,HANSRAJ PATEL,bjp,BJP,67716,38.5767,1,1
kotputli,kotputli,JAIPUR,GEN,c-ac-426056,RAJENDRA SINGH YADAV,inc,INC,67395,38.3938,2,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426061,MUKESH GOYAL,ind,IND,33850,19.2838,3,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426057,SATISH KUMAR MANDAIYA,rlp-3,RLP,2187,1.2459,4,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426059,RAMNIWAS YADAV,jjp-3,JJP,1682,0.9582,5,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426055,PRAKASH CHAND SAINI,bsp-2,BSP,1088,0.6198,6,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426063,LAXMI,ind,IND,624,0.3555,7,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426060,ASHOK KUMAR SAINI,ind,IND,596,0.3395,8,0
kotputli,kotputli,JAIPUR,GEN,c-ac-426062,RAM SINGH KASANA,ind,IND,398,0.2267,9,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426066,Surendra Singh Rathore,bjp,BJP,78133,50.7354,1,1
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426065,Yogendra Singh Parmar,inc,INC,56073,36.4108,2,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426068,Dr. Ram Meena,bharat-adivasi-party,BHRTADVSIP,8813,5.7227,3,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426071,Neeraj Singh Ranawat,ind,IND,4237,2.7513,4,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426067,Chaman Dana,btp,BTP,1843,1.1967,5,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426064,Narayan Lal Balai,bsp-2,BSP,1623,1.0539,6,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426072,Prakash Chandra Vaishnav,ind,IND,1411,0.9162,7,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426069,Anop Singh,ind,IND,1223,0.7942,8,0
kumbhalgarh,ku mbhalgarh,RAJSAMAND,GEN,c-ac-426070,Tejraj Kalal,ind,IND,645,0.4188,9,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426074,RAMILA KHADIYA,inc,INC,97480,42.278,1,1
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426073,BHEEMA BHAI,bjp,BJP,87676,38.0259,2,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426079,RAJENDRA,bharat-adivasi-party,BHRTADVSIP,33758,14.6412,3,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426082,Dr. SOMESHWAR GARASIYA,ind,IND,4327,1.8767,4,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426075,VIJAYSINGH MAIDA,aap,AAP,2480,1.0756,5,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426080,ASHOK BHAI,ind,IND,1353,0.5868,6,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426081,ONKARSINGH DAMAR,ind,IND,1041,0.4515,7,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426078,DEVCHAND MAVI,btp,BTP,981,0.4255,8,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426077,DINESH,bmup,BMUP,754,0.327,9,0
kushalgarh,ku shalgarh,BANSWARA,ST,c-ac-426076,HARENDRA,bsp-2,BSP,719,0.3118,10,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426083,GOVIND SINGH DOTASRA,inc,INC,113304,52.8951,1,1
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426087,SUBHASH MAHARIA,bjp,BJP,94334,44.0391,2,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426086,COMRADE VIJENDRA DHAKA,cpi-m,CPI(M),1875,0.8753,3,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426085,VIJAY PAL SINGH,rlp-3,RLP,1551,0.7241,4,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426088,GOVINDA RAM SHESHMA,jac-2,JAC,797,0.3721,5,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426089,NAVARANG CHOUDHARI,byjep,BYJEP,700,0.3268,6,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426084,ADVOCATE MAHESH MOOND,bsp-2,BSP,695,0.3245,7,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426091,ARIF KHAN,ind,IND,516,0.2409,8,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426092,SUBHASH,ind,IND,285,0.1331,9,0
lachmangarh,lakshmanagarh,SIKAR,GEN,c-ac-426090,AJAY PAL DHAKA,ind,IND,148,0.0691,10,0
ladnun,ladnun,NAGAUR,GEN,c-ac-426096,MUKESH BHAKAR,inc,INC,97229,50.8411,1,1
ladnun,ladnun,NAGAUR,GEN,c-ac-426093,KARNI SINGH,bjp,BJP,81275,42.4987,2,0
ladnun,ladnun,NAGAUR,GEN,c-ac-426094,NIYAJ MOHAMMAD KHAN,bsp-2,BSP,7225,3.778,3,0
ladnun,ladnun,NAGAUR,GEN,c-ac-426095,BHAGIRATH MAL,cpi-m,CPI(M),5512,2.8822,4,0
ladpura,ladpura,KOTA,GEN,c-ac-426097,KALPANA DEVI,bjp,BJP,121248,54.872,1,1
ladpura,ladpura,KOTA,GEN,c-ac-426098,NAIMUDDIN GUDDU,inc,INC,95726,43.3218,2,0
ladpura,ladpura,KOTA,GEN,c-ac-426100,UCHCHHAB LAL,aspkr,ASPKR,976,0.4417,3,0
ladpura,ladpura,KOTA,GEN,c-ac-426099,HARISH KUMAR LAHRI,bsp-2,BSP,917,0.415,4,0
ladpura,ladpura,KOTA,GEN,c-ac-426104,MOHAMMAD RAFIK,ind,IND,847,0.3833,5,0
ladpura,ladpura,KOTA,GEN,c-ac-426103,BHAWANI SINGH RAJAWAT,ind,IND,721,0.3263,6,0
ladpura,ladpura,KOTA,GEN,c-ac-426101,GHANSHYAM JOSHI,mcpi-2,MCPI,290,0.1312,7,0
ladpura,ladpura,KOTA,GEN,c-ac-426102,DINESH KUMAR SHARMA,rtorp,RTORP,240,0.1086,8,0
lalsot,lalsot,DAUSA,ST,c-ac-426107,RAMBILAS,bjp,BJP,120962,61.5135,1,1
lalsot,lalsot,DAUSA,ST,c-ac-426106,PARSADILAL,inc,INC,73894,37.5777,2,0
lalsot,lalsot,DAUSA,ST,c-ac-426105,DWARKA PRASAD MEENA,bsp-2,BSP,1787,0.9088,3,0
lohawat,lohawat,JODHPUR,GEN,c-ac-426109,GAJENDRA SINGH,bjp,BJP,81415,39.4118,1,1
lohawat,lohawat,JODHPUR,GEN,c-ac-426108,KISHNA RAM VISHNOI,inc,INC,70866,34.3052,2,0
lohawat,lohawat,JODHPUR,GEN,c-ac-426111,SATYA NARAYAN BISHNOI,rlp-3,RLP,49859,24.136,3,0
lohawat,lohawat,JODHPUR,GEN,c-ac-426110,BHANWARLAL,bsp-2,BSP,1703,0.8244,4,0
lohawat,lohawat,JODHPUR,GEN,c-ac-426112,JAGDISH,btc,BTC,1314,0.6361,5,0
lohawat,lohawat,JODHPUR,GEN,c-ac-426114,SHRAVAN KUMAR VISHNOI,ind,IND,986,0.4773,6,0
lohawat,lohawat,JODHPUR,GEN,c-ac-426113,VISHEK VISHNOI,ind,IND,432,0.2091,7,0
luni,luni,JODHPUR,GEN,c-ac-426115,JOGARAM PATEL,bjp,BJP,123498,50.9821,1,1
luni,luni,JODHPUR,GEN,c-ac-426117,MAHENDRA BISHNOI,inc,INC,98820,40.7946,2,0
luni,luni,JODHPUR,GEN,c-ac-426116,BADRILAL,rlp-3,RLP,16529,6.8235,3,0
luni,luni,JODHPUR,GEN,c-ac-426118,RAJURAM,bsp-2,BSP,2079,0.8582,4,0
luni,luni,JODHPUR,GEN,c-ac-426119,UGMARAM BHEEL,btc,BTC,1312,0.5416,5,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426123,SUMIT GODARA,bjp,BJP,60452,30.2292,1,1
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426121,DR. RAJENDRA MOOND,inc,INC,51583,25.7942,2,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426126,PRABHUDAYAL SARSWAT,ind,IND,45379,22.6919,3,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426128,VIRENDRA BENIWAL,ind,IND,29895,14.9491,4,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426122,SHIVDAN RAM,rlp-3,RLP,3170,1.5852,5,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426124,PHUSARAM,aasp,AASP,2494,1.2471,6,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426129,SHYAM SUNDER,ind,IND,2383,1.1916,7,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426120,KHETA RAM,bsp-2,BSP,1819,0.9096,8,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426125,OM PRAKASH,ind,IND,1459,0.7296,9,0
lunkaransar,lunkarnsar,BIKANER,GEN,c-ac-426127,BHARATRAM KASWAN,ind,IND,1345,0.6726,10,0
mahuwa,mahua,DAUSA,GEN,c-ac-426132,RAJENDRA,bjp,BJP,66376,41.8341,1,1
mahuwa,mahua,DAUSA,GEN,c-ac-426130,OMPRAKASH HUDLA,inc,INC,58459,36.8443,2,0
mahuwa,mahua,DAUSA,GEN,c-ac-426135,MUKUL BHADANA,aspkr,ASPKR,14861,9.3663,3,0
mahuwa,mahua,DAUSA,GEN,c-ac-426141,RAMNIWAS GOYAL,ind,IND,11008,6.9379,4,0
mahuwa,mahua,DAUSA,GEN,c-ac-426140,KAMLA,ind,IND,3125,1.9696,5,0
mahuwa,mahua,DAUSA,GEN,c-ac-426131,BANWARI LAL SANTHA,bsp-2,BSP,2737,1.725,6,0
mahuwa,mahua,DAUSA,GEN,c-ac-426133,ASHUTOSH JHALANI,jjp-3,JJP,612,0.3857,7,0
mahuwa,mahua,DAUSA,GEN,c-ac-426137,SAVITA BAIRWA,jac-2,JAC,353,0.2225,8,0
mahuwa,mahua,DAUSA,GEN,c-ac-426139,HARI SINGH,rjvp,RJVP,343,0.2162,9,0
mahuwa,mahua,DAUSA,GEN,c-ac-426134,GHANSHYAM SHARMA,lok-janshakti-party-ram-vilas,LJP (RV),299,0.1884,10,0
mahuwa,mahua,DAUSA,GEN,c-ac-426136,VIMLA,bssssp,BSSSSP,282,0.1777,11,0
mahuwa,mahua,DAUSA,GEN,c-ac-426138,HAR SAHAI MEENA,ppid,PPID,210,0.1324,12,0
makrana,makraana,NAGAUR,GEN,c-ac-426144,JAKIR HUSSAIN GESAWAT,inc,INC,96544,47.2919,1,1
makrana,makraana,NAGAUR,GEN,c-ac-426145,SUMITA BHINCHAR,bjp,BJP,67230,32.9325,2,0
makrana,makraana,NAGAUR,GEN,c-ac-426142,AMAR SINGH,rlp-3,RLP,19932,9.7636,3,0
makrana,makraana,NAGAUR,GEN,c-ac-426147,JAIPAL MEGHAWAL,ind,IND,8998,4.4077,4,0
makrana,makraana,NAGAUR,GEN,c-ac-426151,HIMMATSINGH,ind,IND,7274,3.5632,5,0
makrana,makraana,NAGAUR,GEN,c-ac-426146,SIRAJUDDIN,party-unknown-1920,,1162,0.5692,6,0
makrana,makraana,NAGAUR,GEN,c-ac-426149,MOHAMMD SADIQ,ind,IND,906,0.4438,7,0
makrana,makraana,NAGAUR,GEN,c-ac-426150,SURESH CHOUDHARY,ind,IND,791,0.3875,8,0
makrana,makraana,NAGAUR,GEN,c-ac-426143,KHEMARAM,bsp-2,BSP,674,0.3302,9,0
makrana,makraana,NAGAUR,GEN,c-ac-426148,DIPARAM,ind,IND,634,0.3106,10,0
malpura,malpura,TONK,GEN,c-ac-426152,KANHAIYALAL,bjp,BJP,85915,41.5822,1,1
malpura,malpura,TONK,GEN,c-ac-426153,GHASI LAL CHOUDHARY,inc,INC,69726,33.7468,2,0
malpura,malpura,TONK,GEN,c-ac-426156,GOPAL GURJAR,ind,IND,48184,23.3207,3,0
malpura,malpura,TONK,GEN,c-ac-426154,JITENDRA KUMAR,bsp-2,BSP,1927,0.9327,4,0
malpura,malpura,TONK,GEN,c-ac-426155,NAVEEN KUMAR JAIN,rtorp,RTORP,863,0.4177,5,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426158,KALICHARAN SARAF,bjp,BJP,92506,61.259,1,1
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426157,ARCHANA SHARMA,inc,INC,57012,37.7543,2,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426159,MAHENDRA KUMAR,bsp-2,BSP,661,0.4377,3,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426164,LAVESH KUMAR GOYAL,ind,IND,153,0.1013,4,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426166,HARISH,ind,IND,150,0.0993,5,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426162,VINEET SANKHLA,aspkr,ASPKR,142,0.094,6,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426165,SHARAD KUMAR GODHA,ind,IND,139,0.092,7,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426160,ASHISH KUMAR GOYAL,nhp,NHP,88,0.0583,8,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426163,RAMSWAROOP MOURYA,ind,IND,83,0.055,9,0
malviya-nagar,malviya nagar,JAIPUR,GEN,c-ac-426161,KISHOR KUMAR,rashtriya-vyapari-party,RASHTRIYAVYA,74,0.049,10,0
mandal,mandal,BHILWARA,GEN,c-ac-426167,UDAI LAL BHADANA,bjp,BJP,126291,57.4118,1,1
mandal,mandal,BHILWARA,GEN,c-ac-426168,RAM LAL JAT,inc,INC,90413,41.1017,2,0
mandal,mandal,BHILWARA,GEN,c-ac-426169,RAMESHWAR LAL JAT,bsp-2,BSP,1597,0.726,3,0
mandal,mandal,BHILWARA,GEN,c-ac-426171,MAHAVIR SINGH,ind,IND,1042,0.4737,4,0
mandal,mandal,BHILWARA,GEN,c-ac-426170,ANURAG TAK,rtorp,RTORP,631,0.2869,5,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426172,GOPAL LAL SHARMA,bjp,BJP,93119,47.3818,1,1
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426175,VIVEK DHAKAR,inc,INC,84925,43.2125,2,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426174,BHERU LAL GURJAR,rlp-3,RLP,10514,5.3498,3,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426176,BHAWANA GURJAR,bharat-adivasi-party,BHRTADVSIP,2281,1.1606,4,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426173,BAKHTAWAR KHATIK,bsp-2,BSP,1763,0.8971,5,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426179,VIVEK VISHNOI,jac-2,JAC,919,0.4676,6,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426180,BHANWAR LAL DHAKER,ind,IND,893,0.4544,7,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426181,BHAGWAN BHIL,ind,IND,861,0.4381,8,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426178,RAMESHWAR LAL,rtorp,RTORP,682,0.347,9,0
mandalgarh,mandalgarh,BHILWARA,GEN,c-ac-426177,RAMNARAYAN MEENA,lok-janshakti-party-ram-vilas,LJP (RV),572,0.2911,10,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426184,Kumari Rita Chaudhary,inc,INC,98747,53.6362,1,1
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426182,Narendra Kumar,bjp,BJP,80030,43.4698,2,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426183,Mohammad Sadique,bsp-2,BSP,2114,1.1483,3,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426189,Dr. Ram Krishan Suman,ind,IND,780,0.4237,4,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426185,Advocate Rohit Prajapati,arp-2,ARP,555,0.3015,5,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426191,Satish Kumar Arya,ind,IND,468,0.2542,6,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426192,Satyanarayan,ind,IND,434,0.2357,7,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426188,Narendra Singh,ind,IND,293,0.1591,8,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426193,Sunil Kumar,ind,IND,229,0.1244,9,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426190,Vinod Pujari,ind,IND,187,0.1016,10,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426186,Akhtar Hussain,ind,IND,146,0.0793,11,0
mandawa,mandava,JHUNJHUNU,GEN,c-ac-426187,Daleep Singh,ind,IND,122,0.0663,12,0
mandawar,Mandawar,,GEN,c-ac-426238,Lalit Yadav,inc,INC,105735,58.0662,1,1
mandawar,Mandawar,,GEN,c-ac-426237,Manjeet Dharampal Choudhary,bjp,BJP,70111,38.5026,2,0
mandawar,Mandawar,,GEN,c-ac-426239,Anjali Yadav,aspkr,ASPKR,2986,1.6398,3,0
mandawar,Mandawar,,GEN,c-ac-426235,Anita Choudhary,aap,AAP,1031,0.5662,4,0
mandawar,Mandawar,,GEN,c-ac-426236,Prathvi Raj,bsp-2,BSP,805,0.4421,5,0
mandawar,Mandawar,,GEN,c-ac-426242,Rajender Choudhary,ind,IND,460,0.2526,6,0
mandawar,Mandawar,,GEN,c-ac-426243,Ved Prakash Yadav,ind,IND,421,0.2312,7,0
mandawar,Mandawar,,GEN,c-ac-426244,Harisingh Sharma,ind,IND,217,0.1192,8,0
mandawar,Mandawar,,GEN,c-ac-426241,Raju Ram,ind,IND,168,0.0923,9,0
mandawar,Mandawar,,GEN,c-ac-426240,Pradeep Kumar,ind,IND,160,0.0879,10,0
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426194,GOVIND PRASAD,bjp,BJP,85304,38.3691,1,1
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426199,KAILASH CHAND,ind,IND,60439,27.185,2,0
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426196,NEMICHAND MEENA,inc,INC,38429,17.2851,3,0
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426200,ROSHAN SINGH,ind,IND,27766,12.4889,4,0
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426197,RAJKUMAR,btp,BTP,6345,2.8539,5,0
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426195,CHANDER SINGH,bsp-2,BSP,2275,1.0233,6,0
manohar-thana,manoharthana,JHALAWAR,GEN,c-ac-426198,ONKAR LAL MEENA,ind,IND,1767,0.7948,7,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426201,KESARAM CHOUDHARY,bjp,BJP,99604,55.4292,1,1
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426202,KHUSHVEER SINGH,inc,INC,66583,37.0531,2,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426207,INDRA SINGH,ind,IND,7084,3.9422,3,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426206,VAJARAM PARIHAR,aspkr,ASPKR,2808,1.5626,4,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426209,DHANNA RAM,ind,IND,1256,0.699,5,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426203,GAJRAJ KANWAR,bsp-2,BSP,1126,0.6266,6,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426208,KANARAM,ind,IND,551,0.3066,7,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426204,NARPAT SINGH,aap,AAP,447,0.2488,8,0
marwar-junction,marwar jacshan,PALI,GEN,c-ac-426205,MANOHAR DAS,jmbp,JMBP,237,0.1319,9,0
masuda,masuuda,AJMER,GEN,c-ac-426212,VIRENDRA SINGH,bjp,BJP,74266,37.4332,1,1
masuda,masuuda,AJMER,GEN,c-ac-426210,RAKESH,inc,INC,47550,23.9672,2,0
