state,year,total_votes,n_parties_inside_threshold,cumsum_pct,n_outside_threshold,outside_vote_pct,unk_outside_threshold,outside_labels
tripura,1984,918160,2,96.1,2,3.9,0,BJP | IND
tripura,1986,16556,3,100.0,0,0.0,0,
tripura,1988,1136405,4,96.7,5,3.3,0,BJP | CPI | FBL | JNP | RSP
tripura,1989,1266747,2,97.2,3,2.8,0,AMB | BJP | IND
tripura,1991,1016708,4,96.3,3,3.7,0,BJP | CPI(ML) | IPF
tripura,1993,1339838,7,96.4,4,3.6,0,AMB | CPI | FBL | IPF
tripura,1996,1327952,4,96.7,6,3.3,0,AB | AIIC(T) | AMB | CPI(ML)(L) | IND | JD
tripura,1998,2735760,4,95.8,8,4.2,0,AMB | CPI | CPI(ML)(L) | FBL | IND | JD | RJD | RSP
tripura,1999,1227500,4,95.9,8,4.1,0,AJBP | AMB | CPI | CPI(ML)(L) | IND | NCP | RJD | TUJS
uttar-pradesh,1962,35724070,8,98.3,2,1.7,0,HMS | RRP
uttar-pradesh,1964,333598,5,96.8,1,3.2,0,SOC
uttar-pradesh,1965,122178,3,100.0,0,0.0,0,
uttar-pradesh,1967,43243875,7,95.5,2,4.5,0,CPI | CPM
uttar-pradesh,1968,263738,5,100.0,0,0.0,0,
uttar-pradesh,1969,23774995,8,96.1,19,3.9,0,BAS | BKP | BPI | CPM | FBL | HMS | KMP | MAP | MUM | PBI | RPA | RRP | SOC | SUC | SVC | SWA | UJC | USP | USS
uttar-pradesh,1970,430377,8,95.9,2,4.1,0,FBL | NCN
uttar-pradesh,1971,20607001,7,98.2,17,1.8,0,CPM | FBL | HMS | ISP | KMP | MUL | MUM | PBI | PSP | RPA | RPK | RRP | RSM | SOC | SOP | SWA | VHP
uttar-pradesh,1972,612143,6,100.0,0,0.0,0,
uttar-pradesh,1974,27461219,8,96.0,18,4.0,0,CPM | FBL | HMS | KMP | LTD | LTS | MAP | PBI | RPA | RPI | RPK | RRP | RSM | RSP | SSB | SSD | SUC | SWA
uttar-pradesh,1977,52459466,4,97.3,12,2.7,0,CPI | CPM | FBL | HMS | KMP | MUL | RPI | RPK | RRP | RSP | SSD | SUC
uttar-pradesh,1978,660591,3,95.4,2,4.6,0,INC | RPK
uttar-pradesh,1979,174783,4,97.6,1,2.4,0,CPI
uttar-pradesh,1980,53962775,8,95.7,15,4.3,0,BSP | CPM | FBL | INC(u) | JNP(JP) | JNP(SR) | LKD | MUM | RPI | RPI(K) | RPK | RRP | RSP | SSD | SUC
uttar-pradesh,1981,1188907,4,95.1,3,4.9,0,INC(U) | JNP | MUM
uttar-pradesh,1982,494757,4,98.6,2,1.4,0,CPI | JNP
uttar-pradesh,1984,34235326,5,95.5,6,4.5,0,CPI | DDP | FBL | ICJ | ICS | MUL
uttar-pradesh,1985,29755072,6,96.0,7,4.0,0,CPM | DDP | FBL | ICJ | ICS | RPI | RSP
uttar-pradesh,1987,672999,5,95.5,3,4.5,0,BJP | CPI | LKD
uttar-pradesh,1988,584286,5,100.0,0,0.0,0,
uttar-pradesh,1989,77957970,6,95.3,42,4.7,0,BJS | BKP | BKUS | BLMD | BRP | CPM | DDP | DMM | FBL | HMS | HSD | ICJ | ICJ(TG) | ICS(SCS) | IML | IPF | JNP (JP) | JNP(JP) | KMP | KSP | LKD (B) | LKD(B) | LTP | MUL | MUM | NLC | NRP | PBI | QM | RPI | RRP | RSD | RSP | SDP | SOP | SOP(L) | SOP(RP) | SSD | SUC | SUCI | UKD | UPRP
uttar-pradesh,1991,74892865,6,96.9,51,3.1,0,ABGP | ALD | AUM | BD | BJS | BKUS | BLMD | BRP | CPI | CPI(ML) | CPM | DDP | DMM | FBL | HKSP | HMS | HSD | ICS (SCS) | ICS(SCS) | IIND | IML | IPF | JD(S) | JJP | JKMP | JND | JNP | KMS | LKD | LTP | MDL | MIM | MSD | MUL | NP | NRP | PBI | PRC | RPI | RRP(S) | RSP | SHS | SHS(R) | SMD | SOP(L) | SOP(RP) | SSD | SSP | UKD | UPP | UPRP
uttar-pradesh,1993,49966339,6,96.6,66,3.4,0,ABBP | ABGP | ABLP | ABSR | ADU | ALD | BEP | BJJP | BJK | BJND | BJS | BJVP | BKD | BKD(J) | BKUS | BLMD | BMKD | BMSM | BRED | BRM | BRP | BSD(ML) | BSSM | BVD | CPI | CPM | DBP | DDP | DMM | FBL | ICS | IPF | IUML | JKC | JP | JSP | KSPL | LKD | LPI | MB | MCPI | MSD | MUL | NDPF | PRC | RADP | RMEP | RPI | RPI(D) | RPI(K) | RRP(V) | RSP | RSSD | RVD | SHS | SHS(R) | SOP | SOP(L) | SOP(RP) | SP(M) | SSD | SSP | UKD | UPRP | UPVM | URP
uttar-pradesh,1994,77219,2,100.0,0,0.0,0,
uttar-pradesh,1996,101455333,8,95.6,102,4.4,0,ABAS | ABBP | ABDM | ABDUP | ABHM | ABJND | ABJS | ABJVP | ABKMM | ABLTP | ABRRP | ABRS | AD | AIMF | AIMLF | AIRKC | AKD | ALD | ARS | BCVD | BEP | BHJP | BHJS | BJKP | BJS | BJSP | BJTP | BKD | BKD(J) | BKKP | BKMP | BKVD | BLP | BLTMD | BLTP | BMM | BMP(S) | BRM | BRP | BRPP | BSK | BSP(R) | BSSM | CPI | CPI(ML)(L) | CPM | EKD(UP) | FBL | FOS | GGP | GRC | GSP | HKMP | IBSP | ICS | IDP | INL | ISC | IUML | JKC | JP | JSWP | KRD | KVMP | KVP | LD | LSWP | MMUP | MSS | MUL | NDP | NDPF | NLP | NMNP | PHK | PMSP | PPNMS | PSP | PSS | PSSS | QJD | RAM | RBNNS | RMEP | RPI | RSPP | RSSD | RUD | RVP | SABJAN | SAP | SHS | SHSP | SJP(R) | SKD | SLP(L) | SLP(R) | SMP | SSD | UCPI | UKKD | UPRP
uttar-pradesh,1997,1108443,5,98.7,1,1.3,0,IND
uttar-pradesh,1998,56587409,6,96.0,62,4.0,0,ABAS | ABBP | ABGMKP | ABHM | ABJS | ABLC | ABLTP | ABMSD | ABP | ABRC(D) | AD | AGRJP | AIIC(S) | AIMLF | AIRJP | AJBP | ALD | BJJP | BJS | BJTP | BKD | BKD(J) | BKKP | BRVP | BVP | CPI | CPI(ML)(L) | CPM | EKD(UP) | GGP | GIP | GSP | HIP | HKMP | IBSP | IRF | IUML | JD | KMM | KRD | KVP | LS | LSWP | MUL | NLP | NPAP | PMSP | PSP | PSSS | RAM | RAS | RJD | RMEP | RPI | SAP | SHS | SHSP | SJP(R) | SLP(L) | SSD | UKKD | UPRP
uttar-pradesh,1999,54348992,7,96.2,50,3.8,0,ABBP | ABHM | ABJS | ABLTC | ABLTP | ABP | ABSR | AIMF | AIMLF | AIRKC | AJBP | ASP | BBMKD | BKD | BKD(J) | BLKD | BND | BNJS | BRPP | BSD | CPI | CPI(ML)(L) | CPM | GGP | GSP | HDVP | IUML | JD(S) | JD(U) | JKNPP | JP | JSAP | KRD | LS | LSWP | MUL | NLP | PMSP | PSJP | PSP | RAM | RPI | RSD | RUD | SHS | SJP(R) | SSD | SSJP | SVSP | UKKD
west-bengal,1962,19296575,6,95.5,9,4.5,0,GL | HMS | JS | LSS | SBP | SOC | SUC | SWA | WPI
west-bengal,1963,505108,4,96.5,1,3.5,0,COM
west-bengal,1964,123412,3,100.0,0,0.0,0,
west-bengal,1967,25490986,7,95.7,4,4.3,0,BJS | PSP | RPI | SWA
west-bengal,1968,242337,2,100.0,0,0.0,0,
west-bengal,1969,13680619,12,95.2,15,4.8,0,BBC | BJD | BJS | HMS | IGL | LSS | MFB | MIL | NDF | PBI | PBK | RCI | RPI | SWA | WPI
west-bengal,1970,217725,3,97.0,1,3.0,0,NCN
west-bengal,1971,25985285,10,96.1,16,3.9,0,BBC | BIB | BJS | HMS | IGL | JKP | LSS | MFB | PML | RCI | RPI | RSM | SML | SOC | SSP | WPI
west-bengal,1972,13801136,8,96.3,13,3.7,0,BIB | BJS | HMS | IAL | IGL | JKP | MUL | PBI | RCI | RPI | RSM | SOP | WPI
west-bengal,1977,29011110,8,97.8,9,2.2,0,BBC | IGL | JKD | MFB | MUL | RCI | RPI | SUC | WPI
west-bengal,1979,106241,6,96.8,2,3.2,0,SUC | WPI
west-bengal,1980,20591276,7,96.6,7,3.4,0,BSP | INC(U) | JKD | JNP(S) | MUL | RPI | SUC
west-bengal,1981,982356,3,97.2,6,2.8,0,BJP | IND | JKD | JNP | MUL | SUC
west-bengal,1982,23452132,7,96.0,7,4.0,0,BJP | INC(I) | JMM | JNP | LKD | MUL | SUC
west-bengal,1984,25667556,5,96.6,7,3.4,0,BJP | ICS | IND | JNP | LKD | MUL | SUC
west-bengal,1985,1232140,3,95.7,3,4.3,0,CPI | ICS | RSP
west-bengal,1987,26205719,5,95.8,7,4.2,0,BJP | CPI | ICS(SCS) | JNP | LKD | MUL | SUC
west-bengal,1988,172845,3,96.7,2,3.3,0,BJP | IND
west-bengal,1989,31658427,7,96.1,15,3.9,0,AMB | BJS | BSP | CPI(ML) | DDP | GNLF | GOL(BG) | INC(O) | JD | JKD | JMM | JNP (JP) | MIM | MUL | WBS(BM)
west-bengal,1990,394554,3,98.8,4,1.2,0,AMB | CPI (ML) | IND | IPF
west-bengal,1991,62024316,7,96.9,34,3.1,0,ABGL | AMB | BD | BDD | BJS | BKUS | BPI | BSP | CPI(ML) | DDP | DMM | DSP(PC) | HJP | HMS | HSS | ICS(SCS) | INC(O) | IPF | JD | JKP | JMM | JNP | JP | LKD | MCPI | MIM | MUL | RCPI | RCPI(GS) | RCPI(RB) | SHS | SUP | UCPI | WPI
west-bengal,1996,73488782,6,95.1,29,4.9,0,ABGL | ABHM | ABJS | AICDBPP | AIIC(T) | AMB | BKUS | BMSM | BSP | CPI(ML)(L) | FB(S) | GNLF | HJKP | IDPP | IND | INL | IUML | JD | JKP | JKP(N) | JMM | JMM(M) | MUL | PBRML | RCPI(R) | SAP | SHS | SMP | SWJP
west-bengal,1998,37373136,7,96.3,21,3.7,0,AIIC(S) | AITC | AJBP | AMB | BSP | CPI(ML)(L) | FB(S) | IND | INL | JKP | JKP(N) | JMM | LS | MUL | RJD | RPI | SAP | SHS | SJP(R) | SWJP | TRMRPPI
west-bengal,1999,35594442,7,97.2,14,2.8,0,AMB | BSP | CPI(ML)(L) | IND | JD(S) | JKP | JKP(N) | JMM | JP | MUL | NCP | RJD | SHS | SP
