party_id,body,rank,entity_id,constituency_name,state,wins,contested,last_won_year,results,source_ids,derivation
parties.IN.JNP_JP,assembly,9,IN-S10-AC-1976-74,VEMGAL,karnataka,1,7,1989,LLLWLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JNP_JP,assembly,10,IN-S12-AC-1976-157,BASODA,madhya-pradesh,1,7,1980,LWLLLLL,src-111d478574b6|src-6e6cad8b2a5a|src-8b743f01b7a6|src-9e1d103bc77f|src-a0def80f7558|src-a76e2b860fd0|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,1,IN-S04-AC-1976-268,MANDU,bihar,1,5,1980,LWLLL,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-935cfa064ac8|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,2,IN-S04-AC-1976-279,BOKARO,bihar,1,6,1980,LWLLLL,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,3,IN-S12-AC-1976-13,RON,madhya-pradesh,1,7,1980,LWLLLLL,src-111d478574b6|src-6e6cad8b2a5a|src-8b743f01b7a6|src-9e1d103bc77f|src-a0def80f7558|src-a76e2b860fd0|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,4,IN-S18-AC-1976-143,PATNA,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,5,IN-S18-AC-1976-24,KORAI,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,6,IN-S18-AC-1976-28,BARI-DERABISI,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,7,IN-S18-AC-1976-32,RAJNAGAR,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,8,IN-S18-AC-1976-34,PATKURA,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,9,IN-S18-AC-1976-73,HINJILI,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SC,assembly,10,IN-S18-AC-1976-77,MOHANA,odisha,1,7,1980,LWLLLLL,src-1c246730d3bf|src-9b5e6000aa23|src-a3859a5a6fab|src-c03df2072e66|src-edd45a80fe58|src-ef2fd78befd5|src-fad57435c58f,computed_from_canonical_winner_rows
parties.IN.JNP_SR,assembly,1,IN-S04-AC-1976-53,PARU,bihar,1,8,1980,LWLLLLLL,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-4f2938c732e7|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.JNP_SR,assembly,2,IN-S24-AC-1976-138,GAINSARI,uttar-pradesh,1,10,1980,LLWLLLLLLL,src-183b4a86ce1d|src-5230abac31bb|src-7bfa105ca7d0|src-94d607058787|src-9ce4fd3d9d7f|src-a4526341e90d|src-acb75d0ef1ff|src-bdcfe935f24b|src-bf60101d230f|src-d72503dc3f96,computed_from_canonical_winner_rows
parties.IN.JNP_SR,assembly,3,IN-S24-AC-1976-31,DATAGANJ,uttar-pradesh,1,10,1980,LLWLLLLLLL,src-183b4a86ce1d|src-5230abac31bb|src-7bfa105ca7d0|src-94d607058787|src-9ce4fd3d9d7f|src-a4526341e90d|src-acb75d0ef1ff|src-bdcfe935f24b|src-bf60101d230f|src-d72503dc3f96,computed_from_canonical_winner_rows
parties.IN.JNP_SR,assembly,4,IN-S24-AC-1976-343,AGRA WEST,uttar-pradesh,1,10,1980,LLWLLLLLLL,src-183b4a86ce1d|src-5230abac31bb|src-7bfa105ca7d0|src-94d607058787|src-9ce4fd3d9d7f|src-a4526341e90d|src-acb75d0ef1ff|src-bdcfe935f24b|src-bf60101d230f|src-d72503dc3f96,computed_from_canonical_winner_rows
parties.IN.JNP_SR,assembly,5,IN-S24-AC-1976-368,BULANDSHAHR,uttar-pradesh,1,10,1980,LLWLLLLLLL,src-183b4a86ce1d|src-5230abac31bb|src-7bfa105ca7d0|src-94d607058787|src-9ce4fd3d9d7f|src-a4526341e90d|src-acb75d0ef1ff|src-bdcfe935f24b|src-bf60101d230f|src-d72503dc3f96,computed_from_canonical_winner_rows
parties.IN.JP,assembly,1,IN-S07-AC-1976-62,PATAUDI,haryana,1,5,1991,LLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67,computed_from_canonical_winner_rows
parties.IN.JP,assembly,2,IN-S12-AC-1976-184,INDORE-V,madhya-pradesh,1,5,1998,LLLWL,src-111d478574b6|src-6e6cad8b2a5a|src-9e1d103bc77f|src-a0def80f7558|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.JP,assembly,3,IN-S07-AC-1976-19,NAULTHA,haryana,1,6,1991,LLLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67|src-ed5cdfa10c00,computed_from_canonical_winner_rows
parties.IN.JP,assembly,4,IN-S07-AC-1976-34,SALHAWAS,haryana,1,6,1991,LLLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67|src-ed5cdfa10c00,computed_from_canonical_winner_rows
parties.IN.JP,assembly,5,IN-S07-AC-1976-35,JHAJJAR,haryana,1,6,1991,LLLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67|src-ed5cdfa10c00,computed_from_canonical_winner_rows
parties.IN.JP,assembly,6,IN-S07-AC-1976-44,KALAYAT,haryana,1,6,1991,LLLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67|src-ed5cdfa10c00,computed_from_canonical_winner_rows
parties.IN.JP,assembly,7,IN-S07-AC-1976-49,JULANA,haryana,1,6,1991,LLLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67|src-ed5cdfa10c00,computed_from_canonical_winner_rows
parties.IN.JP,assembly,8,IN-S07-AC-1976-73,BHATTU KALAN,haryana,1,6,1991,LLLWLL,src-1048ce25cf5f|src-57ddd8c183e5|src-755a37da21a2|src-dc1cef63c582|src-ed27abce4b67|src-ed5cdfa10c00,computed_from_canonical_winner_rows
parties.IN.JP,assembly,9,IN-S02-AC-1976-10,SEPPA EAST,arunachal-pradesh,1,7,1995,LLLLWLL,src-31d879923e61|src-583eefc7cbc9|src-96c4dc2f932f|src-9a7ab5d78c07|src-b51ea4c83cb8|src-bbb1962ef943|src-bf043e077c7a,computed_from_canonical_winner_rows
parties.IN.JP,assembly,10,IN-S02-AC-1976-17,ZIRO-HAPOLI,arunachal-pradesh,1,7,1995,LLLLWLL,src-31d879923e61|src-583eefc7cbc9|src-96c4dc2f932f|src-9a7ab5d78c07|src-b51ea4c83cb8|src-bbb1962ef943|src-bf043e077c7a,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,1,IN-S10-AC-1976-104,MALAVALLI,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,2,IN-S10-AC-1976-105,MANDYA,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,3,IN-S10-AC-1976-107,SRIRANGAPATNA,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,4,IN-S10-AC-1976-115,CHAMARAJA,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,5,IN-S10-AC-1976-129,BELUR,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,6,IN-S10-AC-1976-133,HOLENARASIPUR,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,7,IN-S10-AC-1976-134,ARKALGUD,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,8,IN-S10-AC-1976-158,CHANNAGIRI,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,9,IN-S10-AC-1976-177,HUBLI RURAL,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,assembly,10,IN-S10-AC-1976-195,KITTUR,karnataka,3,7,1985,WWWLLLL,src-1a69f6c8f902|src-5ea8e5f3b5d7|src-88c6bccce8b6|src-955b91b8705e|src-a1fd482c2f5b|src-a7d1336ded8d|src-cbafd828698c,computed_from_canonical_winner_rows
parties.IN.JSP,parliament,1,IN-PC-2008-S01-11,Machilipatnam,andhra-pradesh,1,4,2024,LLLW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.JSP,parliament,2,IN-PC-2008-S01-6,Kakinada,andhra-pradesh,1,4,2024,LLLW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.JSS,assembly,1,IN-S13-AC-2008-277,Shahuwadi,maharashtra,2,3,2019,WLW,src-02161604057c|src-558e9e7bac87|src-5b2670ea594e,computed_from_canonical_winner_rows
parties.IN.JSS,assembly,2,IN-S13-AC-2008-114,Malegaon central,maharashtra,1,4,2009,WLLL,src-02161604057c|src-0c04cb845d7e|src-558e9e7bac87|src-5b2670ea594e,computed_from_canonical_winner_rows
parties.IN.JSS,assembly,3,IN-S13-AC-1976-279,VADGAON,maharashtra,1,7,2004,LLLLLLW,src-071f67ad16c1|src-1ab4290c6901|src-4f1bf04ee531|src-68d6a0109259|src-701a81e72fbb|src-b96bca4d5290|src-cbd0cce08734,computed_from_canonical_winner_rows
parties.IN.JSS,assembly,4,IN-S13-AC-1976-281,PANHALA,maharashtra,1,7,2004,LLLLLLW,src-071f67ad16c1|src-1ab4290c6901|src-4f1bf04ee531|src-68d6a0109259|src-701a81e72fbb|src-b96bca4d5290|src-cbd0cce08734,computed_from_canonical_winner_rows
parties.IN.JSS,assembly,5,IN-S13-AC-1976-288,CHANDGAD,maharashtra,1,7,2004,LLLLLLW,src-071f67ad16c1|src-1ab4290c6901|src-4f1bf04ee531|src-68d6a0109259|src-701a81e72fbb|src-b96bca4d5290|src-cbd0cce08734,computed_from_canonical_winner_rows
parties.IN.JSS,assembly,6,IN-S13-AC-1976-121,MORSHI,maharashtra,1,10,2004,LLLLLLLLLW,src-071f67ad16c1|src-1ab4290c6901|src-4bea2515fd9d|src-4f1bf04ee531|src-68d6a0109259|src-701a81e72fbb|src-a6ca5a69db75|src-b96bca4d5290|src-ba67b2879885|src-cbd0cce08734,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,1,IN-S27-AC-2008-16,Poreyahat,jharkhand,3,4,2019,WWWL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,2,IN-S27-AC-2008-28,Dhanwar,jharkhand,2,3,2019,WWL,src-6d8e0cb444b5|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,3,IN-S27-AC-2008-26,Simaria,jharkhand,2,4,2014,WWLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,4,IN-S27-AC-2008-66,Mandar,jharkhand,1,3,2019,LWL,src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,5,IN-S27-AC-2008-14,Sarath,jharkhand,1,4,2014,LWLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,6,IN-S27-AC-2008-20,Barkatha,jharkhand,1,4,2014,LWLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,7,IN-S27-AC-2008-30,Jamua,jharkhand,1,4,2009,WLLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,8,IN-S27-AC-2008-32,Giridih,jharkhand,1,4,2009,WLLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,9,IN-S27-AC-2008-36,Bokaro,jharkhand,1,4,2009,WLLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,assembly,10,IN-S27-AC-2008-37,Chandankyari,jharkhand,1,4,2014,LWLL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.JVM,parliament,1,IN-PC-2008-S27-5,Kodarma,jharkhand,1,4,2009,WLLL,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,1,IN-S11-AC-1976-102,KUTTANAD,kerala,5,7,2001,WLLWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,2,IN-S11-AC-1976-82,THODUPUZHA,kerala,4,8,2006,WLLWLWLW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,3,IN-S11-AC-1976-95,KADUTHURUTHY,kerala,4,8,2006,WWLLLWLW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,4,IN-S11-AC-1976-93,POONJAR,kerala,3,7,2001,WLLLLWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,5,IN-S11-AC-1976-87,KANJIRAPPALLY,kerala,3,8,1982,WWWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,6,IN-S11-AC-1976-89,CHANGANACHERRY,kerala,3,8,1982,WWWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,7,IN-S11-AC-1976-94,PALAI,kerala,3,8,1982,WWWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,8,IN-S11-AC-1976-117,KOTTARAKARA,kerala,2,4,1987,WWLL,src-0ebe2677f04a|src-4ef9618d1761|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,9,IN-S11-AC-2008-90,Thodupuzha,kerala,2,4,2026,LLWW,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KEC,assembly,10,IN-S11-AC-2008-94,Kaduthuruthy,kerala,2,4,2026,LLWW,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KEC,parliament,1,IN-PC-1976-S11-14,IDUKKI,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.KEC,parliament,2,IN-PC-2008-S11-14,Kottayam,kerala,1,4,2024,LLLW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,1,IN-S11-AC-2008-85,Piravom,kerala,4,4,2026,WWWW,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,2,IN-S11-AC-1976-80,MUVATTUPUZHA,kerala,4,8,2001,LWWLLWWL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,3,IN-S11-AC-1976-102,KUTTANAD,kerala,2,7,1982,LWWLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,4,IN-S11-AC-1976-93,POONJAR,kerala,2,7,1982,LWWLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,5,IN-S11-AC-1976-106,KALLOOPPARA,kerala,2,8,1982,LWWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,6,IN-S11-AC-1976-79,PIRAVOM,kerala,2,8,2001,LLLLLWWL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,7,IN-S11-AC-1976-81,KOTHAMANGALAM,kerala,2,8,1982,LWWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,8,IN-S11-AC-1976-82,THODUPUZHA,kerala,2,8,1982,LWWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,9,IN-S11-AC-1976-115,PUNALOOR,kerala,1,8,1982,LLWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECJ,assembly,10,IN-S11-AC-1976-91,ETTUMANOOR,kerala,1,8,1982,LLWLLLLL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,1,IN-S11-AC-1976-88,VAZHOOR,kerala,4,8,2006,LLLLWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,2,IN-S11-AC-1976-89,CHANGANACHERRY,kerala,4,8,2006,LLLLWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,3,IN-S11-AC-1976-91,ETTUMANOOR,kerala,4,8,2006,LLLLWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,4,IN-S11-AC-1976-94,PALAI,kerala,4,8,2006,LLLLWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,5,IN-S11-AC-2008-100,Kanjirappally,kerala,3,4,2021,WWWL,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,6,IN-S11-AC-2008-91,Idukki,kerala,3,4,2021,WWWL,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,7,IN-S11-AC-2008-99,Changanassery,kerala,3,4,2021,WWWL,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,8,IN-S11-AC-1976-105,THIRUVALLA,kerala,3,8,2001,LLLLWWWL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,9,IN-S11-AC-1976-84,IDUKKI,kerala,3,8,2006,LLLLWLWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.KECM,assembly,10,IN-S11-AC-2008-101,Poonjar,kerala,2,4,2021,WLWL,src-8e74145fe7dc|src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.KECM,parliament,1,IN-PC-2008-S11-14,Kottayam,kerala,3,4,2019,WWWL,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.KECM,parliament,2,IN-PC-1976-S11-12,MUVATTUPUZHA,kerala,1,1,1999,W,src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.KLP,assembly,1,IN-S06-AC-1976-116,DEVGADH BARIA,gujarat,1,11,1975,LLLWLLLLLLL,src-059813a80709|src-45a3fa08ffcd|src-542153f504f1|src-841460ac0eb1|src-b05f5ec0aecb|src-b34454befb7d|src-d032a31fc06c|src-d6182f5de7f8|src-e3bfe1902b4e|src-f02858df5f42|src-fd5fcb61c787,computed_from_canonical_winner_rows
parties.IN.KLP,assembly,2,IN-S06-AC-1976-14,TANKARA,gujarat,1,11,1975,LLLWLLLLLLL,src-059813a80709|src-45a3fa08ffcd|src-542153f504f1|src-841460ac0eb1|src-b05f5ec0aecb|src-b34454befb7d|src-d032a31fc06c|src-d6182f5de7f8|src-e3bfe1902b4e|src-f02858df5f42|src-fd5fcb61c787,computed_from_canonical_winner_rows
parties.IN.KLP,assembly,3,IN-S06-AC-1976-144,SANKHEDA,gujarat,1,11,1975,LLLWLLLLLLL,src-059813a80709|src-45a3fa08ffcd|src-542153f504f1|src-841460ac0eb1|src-b05f5ec0aecb|src-b34454befb7d|src-d032a31fc06c|src-d6182f5de7f8|src-e3bfe1902b4e|src-f02858df5f42|src-fd5fcb61c787,computed_from_canonical_winner_rows
parties.IN.KLP,assembly,4,IN-S06-AC-1976-20,GONDAL,gujarat,1,11,1975,LLLWLLLLLLL,src-059813a80709|src-45a3fa08ffcd|src-542153f504f1|src-841460ac0eb1|src-b05f5ec0aecb|src-b34454befb7d|src-d032a31fc06c|src-d6182f5de7f8|src-e3bfe1902b4e|src-f02858df5f42|src-fd5fcb61c787,computed_from_canonical_winner_rows
parties.IN.KLP,assembly,5,IN-S06-AC-1976-35,MANAVADAR,gujarat,1,11,1975,LLLWLLLLLLL,src-059813a80709|src-45a3fa08ffcd|src-542153f504f1|src-841460ac0eb1|src-b05f5ec0aecb|src-b34454befb7d|src-d032a31fc06c|src-d6182f5de7f8|src-e3bfe1902b4e|src-f02858df5f42|src-fd5fcb61c787,computed_from_canonical_winner_rows
