entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_party_short_raw,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_party_short_raw,runnerup_votes,margin_votes,margin_pct,source_id,processing_level,processing_note
IN-AC-1976-bihar-1,bihar,2005,DHANAHA,120846,59357,49.12,RAJESH SINGH,parties.IN.RJD,RJD,19164,32.29,RAMADHAR YADAV,parties.IN.SP,SP,17700,1464,2.47,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-214,bihar,2005,SASARAM,252777,118553,46.9,JAWAHAR PRASAD,parties.IN.BJP,BJP,53904,45.47,DR. ASHOK KUMAR,parties.IN.RJD,RJD,44079,9825,8.29,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-215,bihar,2005,CHENARI,234160,116692,49.83,LALAN PASWAN,parties.IN.JDU,JD(U),48645,41.69,JAWAHAR PASWAN,parties.IN.RJD,RJD,30904,17741,15.21,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-216,bihar,2005,NOKHA,214170,103783,48.46,RAMESHWAR PRASAD,parties.IN.BJP,BJP,45653,43.99,ANAND MOHAN SINGH,parties.IN.RJD,RJD,34264,11389,10.97,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-217,bihar,2005,DEHRI,221438,119391,53.92,PRADEEP KUMAR JOSHI,parties.IN.IND,IND,70558,59.1,MD. ILYAS HUSSAIN,parties.IN.RJD,RJD,27281,43277,36.25,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-218,bihar,2005,NABINAGAR,214495,104956,48.93,VIJAY KUMAR SINGH,parties.IN.LJP,LJP,42371,40.37,BHIM KUMAR SINGH,parties.IN.RJD,RJD,37617,4754,4.53,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-219,bihar,2005,DEO,199369,89443,44.86,RENU DEVI,parties.IN.JDU,JD(U),32417,36.24,SURESH PASWAN,parties.IN.RJD,RJD,31582,835,0.93,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-220,bihar,2005,AURANGABAD,253928,117788,46.39,RAMADHAR SINGH,parties.IN.BJP,BJP,55813,47.38,SURESH MEHTA,parties.IN.RJD,RJD,35953,19860,16.86,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-221,bihar,2005,RAFIGANJ,187646,80225,42.75,MD. NEHALUDDIN,parties.IN.RJD,RJD,29194,36.39,SUNIL KUMAR,parties.IN.JDU,JD(U),25384,3810,4.75,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-222,bihar,2005,OBRA,218543,111492,51.02,SATAYANARAYAN SINGH,parties.IN.RJD,RJD,32618,29.26,RAJA RAM SINGH,parties.IN.CPIMLL,CPI(ML)(L),24023,8595,7.71,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-223,bihar,2005,GOH,191489,92540,48.33,DR. RAN VIJAY KUMAR,parties.IN.JDU,JD(U),26526,28.66,DEO NARAYAN SINGH YADAV,parties.IN.INC,INC,22596,3930,4.24,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-224,bihar,2005,ARWAL,205562,89351,43.47,DULAR CHAND SINGH,parties.IN.LJP,LJP,33810,37.84,RANJEET KUMAR,parties.IN.BJP,BJP,25371,8439,9.45,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-225,bihar,2005,KURTHA,203847,81732,40.09,SUCHITRA SINHA,parties.IN.JDU,JD(U),31372,38.38,SAHDEO PRASAD YADAV,parties.IN.RJD,RJD,18580,12792,15.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-226,bihar,2005,MAKHDUMPUR,197749,80197,40.55,KRISHNANDAN PRASAD VARMA,parties.IN.RJD,RJD,32252,40.22,RAMASHRAY PRASAD SINGH,parties.IN.JDU,JD(U),23628,8624,10.76,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-227,bihar,2005,JAHANABAD,221709,79352,35.79,SACHITA NAND YADAV,parties.IN.RJD,RJD,28696,36.16,MD. AKBER IMAM,parties.IN.JDU,JD(U),24215,4481,5.64,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-228,bihar,2005,GHOSI,207048,94039,45.42,JAGDISH SHARMA,parties.IN.JDU,JD(U),54114,57.54,AJAY SINGH,parties.IN.RJD,RJD,24994,29120,30.96,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-229,bihar,2005,BELAGANJ,197448,75658,38.32,SURENDRA PRASAD YADAV,parties.IN.RJD,RJD,33475,44.25,MD. AMJAD,parties.IN.JDU,JD(U),27125,6350,8.4,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-230,bihar,2005,KONCH,204809,85487,41.74,DR. ANIL KUMAR,parties.IN.JDU,JD(U),34062,39.84,SHEOBACHAN YADAV,parties.IN.RJD,RJD,30664,3398,3.97,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-231,bihar,2005,GAYA MUFASSIL,208546,91768,44.0,AWADESH KUMAR SINGH,parties.IN.INC,INC,27282,29.73,VINDESHWARI PRASAD YADAV,parties.IN.IND,IND,24617,2665,2.9,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-232,bihar,2005,GAYA TOWN,258861,82598,31.91,PREM KUMAR,parties.IN.BJP,BJP,48099,58.23,SANJAY SAHAY,parties.IN.INC,INC,23208,24891,30.13,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-233,bihar,2005,IMAMGANJ,192278,75762,39.4,UDAY NARAYAN CHAUDHRY,parties.IN.JDU,JD(U),30665,40.48,RAM SWAROOP PASWAN,parties.IN.RJD,RJD,24023,6642,8.77,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-234,bihar,2005,GURUA,208394,89177,42.79,SHAKEEL AHMAD KHAN,parties.IN.RJD,RJD,27777,31.15,BIRBHADRA YASHRAJ,parties.IN.BJP,BJP,26197,1580,1.77,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-235,bihar,2005,BODH GAYA,203024,78624,38.73,HARI MANJHI,parties.IN.BJP,BJP,25383,32.28,PHOOLCHAND MANJHI,parties.IN.RJD,RJD,23670,1713,2.17,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-236,bihar,2005,BARACHATTI,206803,81859,39.58,JITAN RAM MANJHI,parties.IN.JDU,JD(U),29298,35.79,SAMTA DEVI,parties.IN.RJD,RJD,25156,4142,5.06,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-237,bihar,2005,FATEHPUR,212973,75950,35.66,AJAY PASWAN,parties.IN.RJD,RJD,27883,36.71,SHYAMDEO PASWAN,parties.IN.LJP,LJP,25060,2823,3.71,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-238,bihar,2005,ATRI,219909,83308,37.88,KUNTI DEVI,parties.IN.RJD,RJD,32162,38.61,VIRENDRA SINGH,parties.IN.BJP,BJP,29240,2922,3.51,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-239,bihar,2005,NAWADA,285804,118114,41.33,PURNIMA YADAV,parties.IN.IND,IND,40430,34.23,RAJ BALLABH PRASAD,parties.IN.RJD,RJD,38426,2004,1.7,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-240,bihar,2005,RAJAULI,227215,97174,42.77,BANWARI RAM,parties.IN.BJP,BJP,45699,47.03,NAND KISHORE CHAUDHRY,parties.IN.RJD,RJD,36622,9077,9.34,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-241,bihar,2005,GOBINDPUR,208624,88683,42.51,KAUSHAL YADAV,parties.IN.IND,IND,41859,47.2,SANJAY KUMAR PRABHAT,parties.IN.RJD,RJD,26583,15276,17.22,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-242,bihar,2005,WARSALIGANJ,219321,88452,40.33,PRADIP KUMAR,parties.IN.IND,IND,37406,42.29,ARUNA DEVI,parties.IN.INC,INC,36851,555,0.63,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-243,bihar,2005,HISUA,199281,80189,40.24,ANIL SINGH,parties.IN.BJP,BJP,43276,53.97,AADITYA SINGH,parties.IN.INC,INC,26809,16467,20.54,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
