entity_id,name,parent,entity_kind,aliases,census_2001_code,census_2011_code
uttar-pradesh/kasganj,Kasganj,uttar-pradesh,district,lgd:633,,202
uttar-pradesh/kaushambi,Kaushambi,uttar-pradesh,district,lgd:158,44,174
uttar-pradesh/kheri,Kheri,uttar-pradesh,district,lgd:159,23,153
uttar-pradesh/kushinagar,Kushinagar,uttar-pradesh,district,lgd:160,59,189
uttar-pradesh/lalitpur,Lalitpur,uttar-pradesh,district,lgd:161,37,167
uttar-pradesh/lucknow,Lucknow,uttar-pradesh,district,lgd:162,27,157
uttar-pradesh/mahoba,Mahoba,uttar-pradesh,district,lgd:165,39,169
uttar-pradesh/mahrajganj,Mahrajganj,uttar-pradesh,district,lgd:164,57,187
uttar-pradesh/mainpuri,Mainpuri,uttar-pradesh,district,lgd:166,18,148
uttar-pradesh/mathura,Mathura,uttar-pradesh,district,lgd:167,14,145
uttar-pradesh/mau,Mau,uttar-pradesh,district,lgd:168,62,192
uttar-pradesh/meerut,Meerut,uttar-pradesh,district,lgd:169,7,138
uttar-pradesh/mirzapur,Mirzapur,uttar-pradesh,district,lgd:170,69,199
uttar-pradesh/moradabad,Moradabad,uttar-pradesh,district,lgd:171,4,135
uttar-pradesh/muzaffarnagar,Muzaffarnagar,uttar-pradesh,district,lgd:172,2,133
uttar-pradesh/pilibhit,Pilibhit,uttar-pradesh,district,lgd:173,21,151
uttar-pradesh/pratapgarh,Pratapgarh,uttar-pradesh,district,lgd:174,43,173
uttar-pradesh/prayagraj,Prayagraj,uttar-pradesh,district,lgd:120,45,175
uttar-pradesh/rae-bareli,Rae Bareli,uttar-pradesh,district,lgd:175,28,158
uttar-pradesh/rampur,Rampur,uttar-pradesh,district,lgd:176,5,136
uttar-pradesh/saharanpur,Saharanpur,uttar-pradesh,district,lgd:177,1,132
uttar-pradesh/sambhal,Sambhal,uttar-pradesh,district,lgd:659,,
uttar-pradesh/sant-kabir-nagar,Sant Kabir Nagar,uttar-pradesh,district,lgd:178,56,186
uttar-pradesh/shahjahanpur,Shahjahanpur,uttar-pradesh,district,lgd:180,22,152
uttar-pradesh/shamli,Shamli,uttar-pradesh,district,lgd:660,,
uttar-pradesh/shrawasti,Shrawasti,uttar-pradesh,district,lgd:181,51,181
uttar-pradesh/siddharthnagar,Siddharthnagar,uttar-pradesh,district,lgd:182,54,184
uttar-pradesh/sitapur,Sitapur,uttar-pradesh,district,lgd:183,24,154
uttar-pradesh/sonbhadra,Sonbhadra,uttar-pradesh,district,lgd:184,70,200
uttar-pradesh/sultanpur,Sultanpur,uttar-pradesh,district,lgd:185,49,179
uttar-pradesh/unnao,Unnao,uttar-pradesh,district,lgd:186,26,156
uttar-pradesh/varanasi,Varanasi,uttar-pradesh,district,lgd:187,67,197
uttarakhand,Uttarakhand,IN,state,IN-UT|S28|lgd:5,5,5
uttarakhand/almora,Almora,uttarakhand,district,lgd:45,9,64
uttarakhand/bageshwar,Bageshwar,uttarakhand,district,lgd:46,8,63
uttarakhand/chamoli,Chamoli,uttarakhand,district,lgd:47,2,57
uttarakhand/champawat,Champawat,uttarakhand,district,lgd:48,10,65
uttarakhand/dehradun,Dehradun,uttarakhand,district,lgd:49,5,60
uttarakhand/haridwar,Haridwar,uttarakhand,district,lgd:50,13,68
uttarakhand/nainital,Nainital,uttarakhand,district,lgd:51,11,66
uttarakhand/pauri-garhwal,Pauri Garhwal,uttarakhand,district,lgd:52,6,61
uttarakhand/pithoragarh,Pithoragarh,uttarakhand,district,lgd:53,7,62
uttarakhand/rudraprayag,Rudraprayag,uttarakhand,district,lgd:54,3,58
uttarakhand/tehri-garhwal,Tehri Garhwal,uttarakhand,district,lgd:55,4,59
uttarakhand/udham-singh-nagar,Udham Singh Nagar,uttarakhand,district,lgd:56,12,67
uttarakhand/uttarkashi,Uttarkashi,uttarakhand,district,lgd:57,1,56
west-bengal,West Bengal,IN,state,IN-WB|S25|lgd:19,19,19
west-bengal/alipurduar,Alipurduar,west-bengal,district,lgd:664,,
west-bengal/bankura,Bankura,west-bengal,district,lgd:305,13,339
west-bengal/birbhum,Birbhum,west-bengal,district,lgd:307,8,334
west-bengal/cooch-behar,Cooch Behar,west-bengal,district,lgd:308,3,329
west-bengal/dakshin-dinajpur,Dakshin Dinajpur,west-bengal,district,lgd:310,5,331
west-bengal/darjeeling,Darjeeling,west-bengal,district,lgd:309,1,327
west-bengal/hooghly,Hooghly,west-bengal,district,lgd:312,12,338
west-bengal/howrah,Howrah,west-bengal,district,lgd:313,16,341
west-bengal/jalpaiguri,Jalpaiguri,west-bengal,district,lgd:314,2,328
west-bengal/jhargram,Jhargram,west-bengal,district,lgd:703,,
west-bengal/kalimpong,Kalimpong,west-bengal,district,lgd:702,,
west-bengal/kolkata,Kolkata,west-bengal,district,lgd:315,17,342
west-bengal/malda,Malda,west-bengal,district,lgd:316,6,332
west-bengal/murshidabad,Murshidabad,west-bengal,district,lgd:319,7,333
west-bengal/nadia,Nadia,west-bengal,district,lgd:320,10,336
west-bengal/north-24-parganas,North 24 Parganas,west-bengal,district,lgd:303,11,337
west-bengal/paschim-bardhaman,Paschim Bardhaman,west-bengal,district,lgd:704,,
west-bengal/paschim-medinipur,Paschim Medinipur,west-bengal,district,lgd:318,15,344
west-bengal/purba-bardhaman,Purba Bardhaman,west-bengal,district,lgd:306,9,335
west-bengal/purba-medinipur,Purba Medinipur,west-bengal,district,lgd:317,15,345
west-bengal/purulia,Purulia,west-bengal,district,lgd:321,14,340
west-bengal/south-24-parganas,South 24 Parganas,west-bengal,district,lgd:304,18,343
west-bengal/uttar-dinajpur,Uttar Dinajpur,west-bengal,district,lgd:311,4,330
