external_key,party_short_raw,state,year,n_rows,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,current_party_id,proposed_party_id,action,oracle,curator_note
INSAF,INSAF,jharkhand|west-bengal,2024,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
INSANIYAT LOK VIKAS PARTY,INSANIYAT LOK VIKAS PARTY,punjab,2022,11,25061,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25061 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
INSANIYAT PARTY,INSANIYAT PARTY,gujarat,2022,2,25148,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25148 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
INYJP,INYJP,telangana,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
IOP,IOP,uttar-pradesh,2012-2014,16,3880,Local Party,Indian Oceanic Party,IOP,parties.IN.UNK,parties.IN.IOP,mint-new,tcpd-unique,TCPD Party_ID 3880 ('Indian Oceanic Party'); minting new slug 'parties.IN.IOP' from frequent_abbrev 'IOP'.
IPC,IPC,rajasthan,2008,2,3890,,Indian People??_S Congress,IPC,parties.IN.UNK,parties.IN.IPC,mint-new,tcpd-unique,TCPD Party_ID 3890 ('Indian People??_S Congress'); minting new slug 'parties.IN.IPC' from frequent_abbrev 'IPC'.
IPCP,IPCP,jammu-and-kashmir,2014,1,3891,,Indian People??_s Conference Party,IPCP,parties.IN.UNK,parties.IN.IPCP,mint-new,tcpd-unique,TCPD Party_ID 3891 ('Indian People??_s Conference Party'); minting new slug 'parties.IN.IPCP' from frequent_abbrev 'IPCP'.
IPFB,IPFB,jharkhand|west-bengal,2009-2011,12,3897,Local Party,Indian People's Forward Block,IPFB,parties.IN.UNK,parties.IN.IPFB,mint-new,tcpd-unique,"TCPD Party_ID 3897 (""Indian People's Forward Block""); minting new slug 'parties.IN.IPFB' from frequent_abbrev 'IPFB'."
IPH,IPH,uttar-pradesh,2017,1,3993,,Islam Party Hind,IPH,parties.IN.UNK,parties.IN.IPH,mint-new,tcpd-unique,TCPD Party_ID 3993 ('Islam Party Hind'); minting new slug 'parties.IN.IPH' from frequent_abbrev 'IPH'.
IPI,IPI,madhya-pradesh,2015,1,24701,,NA's,IPI,parties.IN.UNK,parties.IN.IPI,mint-new,tcpd-state,"TCPD Party_ID 24701 (""NA's""); minting new slug 'parties.IN.IPI' from frequent_abbrev 'IPI'."
IPP,IPP,delhi|uttar-pradesh,2009-2014,6,3881,Local Party,Indian Peace Party,IPP,parties.IN.UNK,parties.IN.IPP,mint-new,tcpd-unique,TCPD Party_ID 3881 ('Indian Peace Party'); minting new slug 'parties.IN.IPP' from frequent_abbrev 'IPP'.
IPTY,IPTY,bihar,2015,5,3989,,International Party,IPTY,parties.IN.UNK,parties.IN.IPTY,mint-new,tcpd-unique,TCPD Party_ID 3989 ('International Party'); minting new slug 'parties.IN.IPTY' from frequent_abbrev 'IPTY'.
ISJD,ISJD,kerala,2026,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
ISSP,ISSP,uttar-pradesh,2014-2017,9,16107,Local Party,Indian Savarn Samaj Party,ISSP,parties.IN.UNK,parties.IN.ISSP,mint-new,tcpd-unique,TCPD Party_ID 16107 ('Indian Savarn Samaj Party'); minting new slug 'parties.IN.ISSP' from frequent_abbrev 'ISSP'.
J D,J D,bihar,2013,1,24703,,NA's,J D,parties.IN.UNK,parties.IN.J_D,mint-new,tcpd-unique,"TCPD Party_ID 24703 (""NA's""); minting new slug 'parties.IN.J_D' from frequent_abbrev 'J D'."
J V (P),J V (P),jharkhand,2011,1,24704,,NA's,J V (P),parties.IN.UNK,parties.IN.J_V_P,mint-new,tcpd-unique,"TCPD Party_ID 24704 (""NA's""); minting new slug 'parties.IN.J_V_P' from frequent_abbrev 'J V (P)'."
J&K NPP,J&K NPP,jammu-and-kashmir,2009,1,24706,,NA's,J&K NPP,parties.IN.UNK,parties.IN.J_K_NPP,mint-new,tcpd-unique,"TCPD Party_ID 24706 (""NA's""); minting new slug 'parties.IN.J_K_NPP' from frequent_abbrev 'J&K NPP'."
J&KNPP,J&KNPP,jammu-and-kashmir,2009,1,24707,,NA's,J&KNPP,parties.IN.UNK,parties.IN.J_KNPP,mint-new,tcpd-unique,"TCPD Party_ID 24707 (""NA's""); minting new slug 'parties.IN.J_KNPP' from frequent_abbrev 'J&KNPP'."
J.V.M. (P),J.V.M. (P),jharkhand,2011,1,24705,,NA's,J.V.M. (P),parties.IN.UNK,parties.IN.J_V_M_P,mint-new,tcpd-unique,"TCPD Party_ID 24705 (""NA's""); minting new slug 'parties.IN.J_V_M_P' from frequent_abbrev 'J.V.M. (P)'."
JAAP,JAAP,uttar-pradesh,2019,1,24432,,Jan Adesh Akshuni Sena,JAAP,parties.IN.UNK,parties.IN.JAAP,mint-new,tcpd-unique,TCPD Party_ID 24432 ('Jan Adesh Akshuni Sena'); minting new slug 'parties.IN.JAAP' from frequent_abbrev 'JAAP'.
JABHP,JABHP,uttar-pradesh,2012,5,4011,,Jagrat Bharat Party,JABHP,parties.IN.UNK,parties.IN.JABHP,mint-new,tcpd-unique,TCPD Party_ID 4011 ('Jagrat Bharat Party'); minting new slug 'parties.IN.JABHP' from frequent_abbrev 'JABHP'.
JAGROOK JANTA PARTY,JAGROOK JANTA PARTY,uttar-pradesh,2022,1,24502,,Jagrook Janta Party,JRJP,parties.IN.UNK,parties.IN.JRJP,alias-add,tcpd-unique,TCPD Party_ID 24502 ('Jagrook Janta Party'); bridges to existing canonical via abbreviation 'JRJP'.
JAHP,JAHP,karnataka,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JAI HIND SAMAJ PARTY,JAI HIND SAMAJ PARTY,uttar-pradesh,2019,1,16127,Local Party,Jai Hind Samaj Party,JHSPT,parties.IN.UNK,parties.IN.JHSPT,mint-new,tcpd-unique,TCPD Party_ID 16127 ('Jai Hind Samaj Party'); minting new slug 'parties.IN.JHSPT' from frequent_abbrev 'JHSPT'.
JAI JAWAN JAI KISAN PARTY,JAI JAWAN JAI KISAN PARTY,punjab,2022,13,4033,,Jai Jawan Jai Kisan Party,JJJKP,parties.IN.UNK,parties.IN.JJJKP,alias-add,tcpd-unique,TCPD Party_ID 4033 ('Jai Jawan Jai Kisan Party'); bridges to existing canonical via abbreviation 'JJJKP'.
JAI MAHA BHARATH PARTY,JAI MAHA BHARATH PARTY,goa|karnataka|uttar-pradesh|uttarakhand,2022-2023,15,4036,Local Party,Jai Maha Bharath Party,JMBP,parties.IN.UNK,parties.IN.JMBP,alias-add,tcpd-unique,TCPD Party_ID 4036 ('Jai Maha Bharath Party'); bridges to existing canonical via abbreviation 'JMBP'.
JAI SAMTA PARTY,JAI SAMTA PARTY,uttar-pradesh,2022,2,25001,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25001 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAI SWARAJ PARTY,JAI SWARAJ PARTY,telangana,2020-2021,2,4054,,Jai Swaraj Party,JASWP,parties.IN.UNK,parties.IN.JASWP,mint-new,tcpd-unique,TCPD Party_ID 4054 ('Jai Swaraj Party'); minting new slug 'parties.IN.JASWP' from frequent_abbrev 'JASWP'.
JAI VIJAYA BHARATHI PARTY,JAI VIJAYA BHARATHI PARTY,karnataka,2019-2020,2,4057,Local Party,Jai Vijaya Bharathi Party,JVBP,parties.IN.UNK,parties.IN.JVBP,mint-new,tcpd-unique,TCPD Party_ID 4057 ('Jai Vijaya Bharathi Party'); minting new slug 'parties.IN.JVBP' from frequent_abbrev 'JVBP'.
JAISMP,JAISMP,uttar-pradesh,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JAKAP,JAKAP,jammu-and-kashmir,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JAKNPF,JAKNPF,jammu-and-kashmir,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JAKP,JAKP,uttar-pradesh,2012,207,4134,,Jan Kranti Party(Rashtrawadi),JAKP,parties.IN.UNK,parties.IN.JAKP,mint-new,tcpd-unique,TCPD Party_ID 4134 ('Jan Kranti Party(Rashtrawadi)'); minting new slug 'parties.IN.JAKP' from frequent_abbrev 'JAKP'.
JAM,JAM,uttar-pradesh,2017,58,4116,,Jan Adhikar Manch,JAM,parties.IN.UNK,parties.IN.JAM,mint-new,tcpd-unique,TCPD Party_ID 4116 ('Jan Adhikar Manch'); minting new slug 'parties.IN.JAM' from frequent_abbrev 'JAM'.
JAMAT-E-SERATUL MUSTAKIM,JAMAT-E-SERATUL MUSTAKIM,west-bengal,2021,1,16140,Local Party,Jamat-E-Seratul Mustakim,JESM,parties.IN.UNK,parties.IN.JESM,mint-new,tcpd-unique,TCPD Party_ID 16140 ('Jamat-E-Seratul Mustakim'); minting new slug 'parties.IN.JESM' from frequent_abbrev 'JESM'.
JAMP,JAMP,madhya-pradesh,2013,1,4044,,Jai Manavta Party,JAMP,parties.IN.UNK,parties.IN.JAMP,mint-new,tcpd-unique,TCPD Party_ID 4044 ('Jai Manavta Party'); minting new slug 'parties.IN.JAMP' from frequent_abbrev 'JAMP'.
JAN ABHIYAN PARTY,JAN ABHIYAN PARTY,uttar-pradesh,2022,5,25019,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25019 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAN ADHIKAR PARTY,JAN ADHIKAR PARTY,bihar|madhya-pradesh|uttar-pradesh,2019-2022,148,4117,,Jan Adhikar Party,JANADIP,parties.IN.UNK,parties.IN.JANADIP,alias-add,tcpd-unique,TCPD Party_ID 4117 ('Jan Adhikar Party'); bridges to existing canonical via abbreviation 'JANADIP'.
JAN ADHIKAR PARTY (LOKTANTRIK),JAN ADHIKAR PARTY (LOKTANTRIK),bihar|uttar-pradesh,2018-2022,4,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (18226|4117); state-disambiguation also failed across our states (bihar|uttar-pradesh).
JAN ASRA PARTY,JAN ASRA PARTY,punjab,2022,3,25073,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25073 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAN EKTA PARTY,JAN EKTA PARTY,uttarakhand,2022,1,25037,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25037 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAN JAN (UNITED) PARTY,JAN JAN (UNITED) PARTY,uttar-pradesh,2022,1,25099,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25099 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAN JAN PARTY,JAN JAN PARTY,telangana,2019,1,4130,,Jan Jan Party,JANJAN,parties.IN.UNK,parties.IN.JANJAN,mint-new,tcpd-unique,TCPD Party_ID 4130 ('Jan Jan Party'); minting new slug 'parties.IN.JANJAN' from frequent_abbrev 'JANJAN'.
JAN KALYAN PARTY,JAN KALYAN PARTY,uttar-pradesh,2022,1,4131,,Jan Kalyan Party,JANKP,parties.IN.UNK,parties.IN.JANKP,mint-new,tcpd-unique,TCPD Party_ID 4131 ('Jan Kalyan Party'); minting new slug 'parties.IN.JANKP' from frequent_abbrev 'JANKP'.
JAN MAN PARTY,JAN MAN PARTY,gujarat,2022,2,25149,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25149 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAN RAAJYA PARTY,JAN RAAJYA PARTY,uttar-pradesh,2022,1,4143,Local Party,Jan Raajya Party,JARAP,parties.IN.UNK,parties.IN.JARAP,mint-new,tcpd-unique,TCPD Party_ID 4143 ('Jan Raajya Party'); minting new slug 'parties.IN.JARAP' from frequent_abbrev 'JARAP'.
JAN SANGH PARTY,JAN SANGH PARTY,gujarat|uttar-pradesh|west-bengal,2021-2022,5,4162,,Jan Sangh Party,JASP,parties.IN.UNK,parties.IN.JASP,alias-add,tcpd-unique,TCPD Party_ID 4162 ('Jan Sangh Party'); bridges to existing canonical via abbreviation 'JASP'.
JAN SANGHARSH VIRAT PARTY,JAN SANGHARSH VIRAT PARTY,gujarat,2019-2022,7,4165,,Jan Sangharsh Virat Party,JSVP,parties.IN.UNK,parties.IN.JSVP,mint-new,tcpd-unique,TCPD Party_ID 4165 ('Jan Sangharsh Virat Party'); minting new slug 'parties.IN.JSVP' from frequent_abbrev 'JSVP'.
JAN SATYA PATH PARTY,JAN SATYA PATH PARTY,gujarat,2019,1,4169,,Jan Satya Path Party,JANSAPP,parties.IN.UNK,parties.IN.JANSAPP,alias-add,tcpd-unique,TCPD Party_ID 4169 ('Jan Satya Path Party'); bridges to existing canonical via abbreviation 'JANSAPP'.
JAN SEVA SAHAYAK PARTY,JAN SEVA SAHAYAK PARTY,uttar-pradesh,2022,5,4171,,Jan Seva Sahayak Party,JASSP,parties.IN.UNK,parties.IN.JASSP,mint-new,tcpd-unique,TCPD Party_ID 4171 ('Jan Seva Sahayak Party'); minting new slug 'parties.IN.JASSP' from frequent_abbrev 'JASSP'.
JAN SEWA DRIVER PARTY,JAN SEWA DRIVER PARTY,gujarat,2022,16,25150,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25150 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAN SHAKTI DAL,JAN SHAKTI DAL,uttar-pradesh,2020,1,4175,,Jan Shakti Dal,JASD,parties.IN.UNK,parties.IN.JASD,alias-add,tcpd-unique,TCPD Party_ID 4175 ('Jan Shakti Dal'); bridges to existing canonical via abbreviation 'JASD'.
JAN SHAKTI EKTA PARTY,JAN SHAKTI EKTA PARTY,uttar-pradesh,2022,2,16155,Local Party,Jan Shakti Ekta Party,JSEP,parties.IN.UNK,parties.IN.JSEP,mint-new,tcpd-unique,TCPD Party_ID 16155 ('Jan Shakti Ekta Party'); minting new slug 'parties.IN.JSEP' from frequent_abbrev 'JSEP'.
JANA SAHAYAKA SAKTHI,JANA SAHAYAKA SAKTHI,andhra-pradesh,2021,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JANA SPANDANA PARTY,JANA SPANDANA PARTY,karnataka,2023,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JANADHAR SHAKTI PARTY,JANADHAR SHAKTI PARTY,uttar-pradesh,2022,1,25114,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25114 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JANADHIPATHIYA KERALA CONGRESS,JANADHIPATHIYA KERALA CONGRESS,kerala,2021,1,24337,,Janadhipathiya Kerala Congress,,parties.IN.UNK,parties.IN.JANADHIPATHIYA_KERALA_CONGRESS,mint-new,tcpd-unique,TCPD Party_ID 24337 ('Janadhipathiya Kerala Congress'); minting new slug 'parties.IN.JANADHIPATHIYA_KERALA_CONGRESS' from frequent_abbrev ''.
JANAHITHA PAKSHA,JANAHITHA PAKSHA,karnataka,2023,4,4195,,Janahitha Paksha,JPK,parties.IN.UNK,parties.IN.JPK,mint-new,tcpd-unique,TCPD Party_ID 4195 ('Janahitha Paksha'); minting new slug 'parties.IN.JPK' from frequent_abbrev 'JPK'.
JANATA DAL(SECULAR),JANATA DAL(SECULAR),gujarat,2022,4,10979,State-based Party,Janata Dal  (Secular),JD(S),parties.IN.UNK,parties.IN.JDS,alias-add,tcpd-unique,TCPD Party_ID 10979 ('Janata Dal  (Secular)'); bridges to existing canonical via abbreviation 'JD(S)'.
JANATA DAL(UNITED),JANATA DAL(UNITED),gujarat|karnataka|meghalaya|nagaland,2022-2023,18,11002,State-based Party,Janata Dal  (United),JD(U),parties.IN.UNK,parties.IN.JDU,alias-add,tcpd-unique,TCPD Party_ID 11002 ('Janata Dal  (United)'); bridges to existing canonical via abbreviation 'JD(U)'.
JANATHA PARTY,JANATHA PARTY,kerala,2012,1,24708,,NA's,JANATHA PARTY,parties.IN.UNK,parties.IN.JANATHA_PARTY,mint-new,tcpd-unique,"TCPD Party_ID 24708 (""NA's""); minting new slug 'parties.IN.JANATHA_PARTY' from frequent_abbrev 'JANATHA PARTY'."
JANHIT KISAN PARTY,JANHIT KISAN PARTY,uttar-pradesh,2019-2022,2,4534,,Janhit Kisan Party,JKIP,parties.IN.UNK,parties.IN.JKIP,mint-new,tcpd-unique,TCPD Party_ID 4534 ('Janhit Kisan Party'); minting new slug 'parties.IN.JKIP' from frequent_abbrev 'JKIP'.
JANJAN,JANJAN,uttar-pradesh,2017,1,4130,,Jan Jan Party,JANJAN,parties.IN.UNK,parties.IN.JANJAN,mint-new,tcpd-unique,TCPD Party_ID 4130 ('Jan Jan Party'); minting new slug 'parties.IN.JANJAN' from frequent_abbrev 'JANJAN'.
JANKP,JANKP,madhya-pradesh|uttar-pradesh,2017-2018,3,4131,,Jan Kalyan Party,JANKP,parties.IN.UNK,parties.IN.JANKP,mint-new,tcpd-unique,TCPD Party_ID 4131 ('Jan Kalyan Party'); minting new slug 'parties.IN.JANKP' from frequent_abbrev 'JANKP'.
JANKRPR,JANKRPR,uttar-pradesh,2019-2024,6,24461,,Janta Kranti Party (Rashtravadi),JANKRPR,parties.IN.UNK,parties.IN.JANKRPR,mint-new,tcpd-unique,TCPD Party_ID 24461 ('Janta Kranti Party (Rashtravadi)'); minting new slug 'parties.IN.JANKRPR' from frequent_abbrev 'JANKRPR'.
JANLOK VIKAS PARTY,JANLOK VIKAS PARTY,uttar-pradesh,2022,1,25126,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25126 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JANS,JANS,uttar-pradesh,2009,1,10867,Local Party,Jaganmay Nari Sangathan,JANS,parties.IN.UNK,parties.IN.JANS,mint-new,tcpd-unique,TCPD Party_ID 10867 ('Jaganmay Nari Sangathan'); minting new slug 'parties.IN.JANS' from frequent_abbrev 'JANS'.
JANSATTA PARTY,JANSATTA PARTY,uttar-pradesh,2022,1,11332,Local Party,Jan Satta Party,JSP,parties.IN.UNK,parties.IN.JSP,alias-add,tcpd-unique,TCPD Party_ID 11332 ('Jan Satta Party'); bridges to existing canonical via abbreviation 'JSP'.
JANSP,JANSP,chandigarh|haryana|himachal-pradesh|punjab,2012-2019,11,4541,Local Party,Janral Samaj Party,JANSP,parties.IN.UNK,parties.IN.JANSP,mint-new,tcpd-unique,TCPD Party_ID 4541 ('Janral Samaj Party'); minting new slug 'parties.IN.JANSP' from frequent_abbrev 'JANSP'.
JANTA BRIGADE PARTY,JANTA BRIGADE PARTY,punjab|uttar-pradesh|uttarakhand,2022,3,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (25038|25072|25089); state-disambiguation also failed across our states (punjab|uttar-pradesh|uttarakhand).
JANTA CONGRESS CHHATTISGARH (J),JANTA CONGRESS CHHATTISGARH (J),chhattisgarh,2019,2,4549,,Janta Congress Chhattisgarh (J),JCC(J),parties.IN.UNK,parties.IN.JCC_J,mint-new,tcpd-unique,TCPD Party_ID 4549 ('Janta Congress Chhattisgarh (J)'); minting new slug 'parties.IN.JCC_J' from frequent_abbrev 'JCC(J)'.
JANTA DAL (SECULAR),JANTA DAL (SECULAR),karnataka,2018,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JANTA DAL (UNITED),JANTA DAL (UNITED),karnataka,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JANTA KRANTI PARTY (RASHTRAVADI),JANTA KRANTI PARTY (RASHTRAVADI),uttar-pradesh,2019-2022,2,24461,,Janta Kranti Party (Rashtravadi),JANKRPR,parties.IN.UNK,parties.IN.JANKRPR,mint-new,tcpd-unique,TCPD Party_ID 24461 ('Janta Kranti Party (Rashtravadi)'); minting new slug 'parties.IN.JANKRPR' from frequent_abbrev 'JANKRPR'.
JANTA RAJ PARTY,JANTA RAJ PARTY,uttar-pradesh,2022,1,16182,Local Party,Janta Raj Party,JRPA,parties.IN.UNK,parties.IN.JRPA,mint-new,tcpd-unique,TCPD Party_ID 16182 ('Janta Raj Party'); minting new slug 'parties.IN.JRPA' from frequent_abbrev 'JRPA'.
JANTA RAKSHAK PARTY,JANTA RAKSHAK PARTY,uttar-pradesh,2022,2,25081,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25081 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
JAP (L),JAP (L),jharkhand,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JAP(LOKTANTRIK),JAP(LOKTANTRIK),bihar,2016-2018,2,24710,,NA's,JAP(LOKTANTRIK),parties.IN.UNK,parties.IN.JAP_LOKTANTRIK,mint-new,tcpd-unique,"TCPD Party_ID 24710 (""NA's""); minting new slug 'parties.IN.JAP_LOKTANTRIK' from frequent_abbrev 'JAP(LOKTANTRIK)'."
JARAP,JARAP,uttar-pradesh,2012-2024,7,4143,Local Party,Jan Raajya Party,JARAP,parties.IN.UNK,parties.IN.JARAP,mint-new,tcpd-unique,TCPD Party_ID 4143 ('Jan Raajya Party'); minting new slug 'parties.IN.JARAP' from frequent_abbrev 'JARAP'.
JARAPA,JARAPA,uttar-pradesh,2014,1,16152,Local Party,Jan Raksha Party,JARAPA,parties.IN.UNK,parties.IN.JARAPA,mint-new,tcpd-unique,TCPD Party_ID 16152 ('Jan Raksha Party'); minting new slug 'parties.IN.JARAPA' from frequent_abbrev 'JARAPA'.
JASPA,JASPA,andhra-pradesh|telangana,2014,175,16138,Local Party,Jai Samaikyandhra Party,JASPA,parties.IN.UNK,parties.IN.JASPA,mint-new,tcpd-unique,TCPD Party_ID 16138 ('Jai Samaikyandhra Party'); minting new slug 'parties.IN.JASPA' from frequent_abbrev 'JASPA'.
JASSP,JASSP,delhi|uttar-pradesh,2017-2020,6,4171,,Jan Seva Sahayak Party,JASSP,parties.IN.UNK,parties.IN.JASSP,mint-new,tcpd-unique,TCPD Party_ID 4171 ('Jan Seva Sahayak Party'); minting new slug 'parties.IN.JASSP' from frequent_abbrev 'JASSP'.
JASWP,JASWP,andhra-pradesh|telangana,2019-2024,5,4054,,Jai Swaraj Party,JASWP,parties.IN.UNK,parties.IN.JASWP,mint-new,tcpd-unique,TCPD Party_ID 4054 ('Jai Swaraj Party'); minting new slug 'parties.IN.JASWP' from frequent_abbrev 'JASWP'.
JAVM,JAVM,uttar-pradesh,2012,1,4531,,Janata Vikas Manch,JAVM,parties.IN.UNK,parties.IN.JAVM,mint-new,tcpd-unique,TCPD Party_ID 4531 ('Janata Vikas Manch'); minting new slug 'parties.IN.JAVM' from frequent_abbrev 'JAVM'.
JAVP,JAVP,delhi,2020,1,24503,,Jan Awaz Vikas Party,JAVP,parties.IN.UNK,parties.IN.JAVP,mint-new,tcpd-unique,TCPD Party_ID 24503 ('Jan Awaz Vikas Party'); minting new slug 'parties.IN.JAVP' from frequent_abbrev 'JAVP'.
JBJSP,JBJSP,karnataka|telangana,2018,8,4017,,Jai Bharath Jena Sena Party,JBJSP,parties.IN.UNK,parties.IN.JBJSP,mint-new,tcpd-unique,TCPD Party_ID 4017 ('Jai Bharath Jena Sena Party'); minting new slug 'parties.IN.JBJSP' from frequent_abbrev 'JBJSP'.
JBNP,JBNP,andhra-pradesh|telangana,2019-2024,15,18179,,Jai Bharat National Party,JBNP,parties.IN.UNK,parties.IN.JBNP,mint-new,tcpd-unique,TCPD Party_ID 18179 ('Jai Bharat National Party'); minting new slug 'parties.IN.JBNP' from frequent_abbrev 'JBNP'.
JBP,JBP,delhi|jharkhand|karnataka,2009,3,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (10868|24713|24714); state-disambiguation also failed across our states (delhi|jharkhand|karnataka).
JC,JC,chhattisgarh|madhya-pradesh,2018,16,4196,,Janata Congress,JAC,parties.IN.UNK,parties.IN.JAC,alias-add,tcpd-state,TCPD Party_ID 4196 ('Janata Congress'); bridges to existing canonical via abbreviation 'JAC'.
JCC(J),JCC(J),chhattisgarh,2018,57,4549,,Janta Congress Chhattisgarh (J),JCC(J),parties.IN.UNK,parties.IN.JCC_J,mint-new,tcpd-unique,TCPD Party_ID 4549 ('Janta Congress Chhattisgarh (J)'); minting new slug 'parties.IN.JCC_J' from frequent_abbrev 'JCC(J)'.
JCGP,JCGP,chhattisgarh,2008-2009,12,4019,Local Party,Jai Chhattisgarh Party,JCGP,parties.IN.UNK,parties.IN.JCGP,mint-new,tcpd-unique,TCPD Party_ID 4019 ('Jai Chhattisgarh Party'); minting new slug 'parties.IN.JCGP' from frequent_abbrev 'JCGP'.
JCP,JCP,haryana,2009,1,4123,Local Party,Jan Chetna Party,JCP,parties.IN.UNK,parties.IN.JCP,mint-new,tcpd-unique,TCPD Party_ID 4123 ('Jan Chetna Party'); minting new slug 'parties.IN.JCP' from frequent_abbrev 'JCP'.
JCPB,JCPB,assam,2016,1,10870,Local Party,Janata Congress Party of Bharatvarsha,JC,parties.IN.UNK,parties.IN.JC,mint-new,tcpd-unique,TCPD Party_ID 10870 ('Janata Congress Party of Bharatvarsha'); minting new slug 'parties.IN.JC' from frequent_abbrev 'JC'.
JCVIVP,JCVIVP,andhra-pradesh,2024,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JD(SECECULAR),JD(SECECULAR),karnataka,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JD(UNITED),JD(UNITED),bihar|madhya-pradesh|puducherry|uttar-pradesh,2014-2018,5,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (24721|24722|4526); state-disambiguation also failed across our states (bihar|madhya-pradesh|puducherry|uttar-pradesh).
JDKRP,JDKRP,delhi|haryana,2019-2024,5,24508,,Jindabad Kranti Party,JDKRP,parties.IN.UNK,parties.IN.JDKRP,mint-new,tcpd-unique,TCPD Party_ID 24508 ('Jindabad Kranti Party'); minting new slug 'parties.IN.JDKRP' from frequent_abbrev 'JDKRP'.
JDL,JDL,uttar-pradesh,2019-2022,18,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (24443|25025); state-disambiguation also failed across our states (uttar-pradesh).
JDNTP,JDNTP,delhi,2020,1,24504,,Janadhar National Party,JDNTP,parties.IN.UNK,parties.IN.JDNTP,mint-new,tcpd-unique,TCPD Party_ID 24504 ('Janadhar National Party'); minting new slug 'parties.IN.JDNTP' from frequent_abbrev 'JDNTP'.
