external_key,party_short_raw,state,year,n_rows,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,current_party_id,proposed_party_id,action,oracle,curator_note
JESM,JESM,west-bengal,2014-2024,7,16140,Local Party,Jamat-E-Seratul Mustakim,JESM,parties.IN.UNK,parties.IN.JESM,mint-new,tcpd-unique,TCPD Party_ID 16140 ('Jamat-E-Seratul Mustakim'); minting new slug 'parties.IN.JESM' from frequent_abbrev 'JESM'.
JGHTP,JGHTP,bihar,2019-2020,5,24958,,Jago Hindustan Party,JGHTP,parties.IN.UNK,parties.IN.JGHTP,mint-new,tcpd-unique,TCPD Party_ID 24958 ('Jago Hindustan Party'); minting new slug 'parties.IN.JGHTP' from frequent_abbrev 'JGHTP'.
JHAP,JHAP,west-bengal,2011-2019,9,4631,Local Party,Jharkhand Anushilan Party,JHAP,parties.IN.UNK,parties.IN.JHAP,mint-new,tcpd-unique,TCPD Party_ID 4631 ('Jharkhand Anushilan Party'); minting new slug 'parties.IN.JHAP' from frequent_abbrev 'JHAP'.
JHARKHAND PARTY,JHARKHAND PARTY,jharkhand,2018,1,4717,Local Party,Jharkhand,JKP,parties.IN.UNK,parties.IN.JKP,alias-add,tcpd-unique,TCPD Party_ID 4717 ('Jharkhand'); bridges to existing canonical via abbreviation 'JKP'.
JHARKHAND PEOPLE'S PARTY,JHARKHAND PEOPLE'S PARTY,jharkhand,2020,1,4730,Local Party,Jharkhand People s Party,JKPP,parties.IN.UNK,parties.IN.JKPP,alias-add,tcpd-unique,TCPD Party_ID 4730 ('Jharkhand People s Party'); bridges to existing canonical via abbreviation 'JKPP'.
JHBHP,JHBHP,uttar-pradesh,2019,2,24449,,Janhit Bharat Party,JHBHP,parties.IN.UNK,parties.IN.JHBHP,mint-new,tcpd-unique,TCPD Party_ID 24449 ('Janhit Bharat Party'); minting new slug 'parties.IN.JHBHP' from frequent_abbrev 'JHBHP'.
JHD,JHD,bihar,2010-2015,5,4532,,Janhit Dal,JHD,parties.IN.UNK,parties.IN.JHD,mint-new,tcpd-unique,TCPD Party_ID 4532 ('Janhit Dal'); minting new slug 'parties.IN.JHD' from frequent_abbrev 'JHD'.
JHJAM,JHJAM,jharkhand,2009,10,4647,Local Party,Jharkhand Janadikhar Manch,JHJAM,parties.IN.UNK,parties.IN.JHJAM,mint-new,tcpd-unique,TCPD Party_ID 4647 ('Jharkhand Janadikhar Manch'); minting new slug 'parties.IN.JHJAM' from frequent_abbrev 'JHJAM'.
JHJAP,JHJAP,jharkhand,2009,8,4648,,Jharkhand Janadikhar Party,JHJAP,parties.IN.UNK,parties.IN.JHJAP,mint-new,tcpd-unique,TCPD Party_ID 4648 ('Jharkhand Janadikhar Party'); minting new slug 'parties.IN.JHJAP' from frequent_abbrev 'JHJAP'.
JHJBP,JHJBP,uttar-pradesh,2017-2018,6,4625,,Jay Hind Jay Bharat Party,JHJBP,parties.IN.UNK,parties.IN.JHJBP,mint-new,tcpd-unique,TCPD Party_ID 4625 ('Jay Hind Jay Bharat Party'); minting new slug 'parties.IN.JHJBP' from frequent_abbrev 'JHJBP'.
JHJM,JHJM,jharkhand,2009,1,11056,Local Party,Jharkhand Jan Morcha,JHJM,parties.IN.UNK,parties.IN.JHJM,mint-new,tcpd-unique,TCPD Party_ID 11056 ('Jharkhand Jan Morcha'); minting new slug 'parties.IN.JHJM' from frequent_abbrev 'JHJM'.
JHKP,JHKP,odisha,2009,10,11057,Local Party,Jana Hitkari Party,JHKP,parties.IN.UNK,parties.IN.JHKP,mint-new,tcpd-unique,TCPD Party_ID 11057 ('Jana Hitkari Party'); minting new slug 'parties.IN.JHKP' from frequent_abbrev 'JHKP'.
JHNDCGP,JHNDCGP,rajasthan,2023-2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JHP,JHP,bihar|karnataka,2014-2024,7,11059,Local Party,Jai Hind Party,JHP,parties.IN.UNK,parties.IN.JHP,mint-new,tcpd-unique,TCPD Party_ID 11059 ('Jai Hind Party'); minting new slug 'parties.IN.JHP' from frequent_abbrev 'JHP'.
JHSPT,JHSPT,bihar|uttar-pradesh,2014-2019,11,16127,Local Party,Jai Hind Samaj Party,JHSPT,parties.IN.UNK,parties.IN.JHSPT,mint-new,tcpd-unique,TCPD Party_ID 16127 ('Jai Hind Samaj Party'); minting new slug 'parties.IN.JHSPT' from frequent_abbrev 'JHSPT'.
JHUP,JHUP,andhra-pradesh,2019-2024,9,18197,,Jai Hindustan Party,JHUP,parties.IN.UNK,parties.IN.JHUP,mint-new,tcpd-unique,TCPD Party_ID 18197 ('Jai Hindustan Party'); minting new slug 'parties.IN.JHUP' from frequent_abbrev 'JHUP'.
JIHNDNTLP,JIHNDNTLP,delhi|uttar-pradesh,2024,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JISWP,JISWP,telangana,2018,18,4054,,Jai Swaraj Party,JASWP,parties.IN.UNK,parties.IN.JASWP,mint-new,tcpd-unique,TCPD Party_ID 4054 ('Jai Swaraj Party'); minting new slug 'parties.IN.JASWP' from frequent_abbrev 'JASWP'.
JJJKMC,JJJKMC,haryana,2009,1,4030,Local Party,Jai Jawan Jai Kisan Mazdoor Congess,JJJKMC,parties.IN.UNK,parties.IN.JJJKMC,mint-new,tcpd-unique,TCPD Party_ID 4030 ('Jai Jawan Jai Kisan Mazdoor Congess'); minting new slug 'parties.IN.JJJKMC' from frequent_abbrev 'JJJKMC'.
JJKM,JJKM,jharkhand,2014,2,4646,,Jharkhand Jan Kranti Morcha,JJKM,parties.IN.UNK,parties.IN.JJKM,mint-new,tcpd-unique,TCPD Party_ID 4646 ('Jharkhand Jan Kranti Morcha'); minting new slug 'parties.IN.JJKM' from frequent_abbrev 'JJKM'.
JJSP,JJSP,andhra-pradesh,2024,7,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JKAL,JKAL,jammu-and-kashmir,2008,1,4107,Local Party,Jammu And Kashmir Awami League,JKAL,parties.IN.UNK,parties.IN.JKAL,mint-new,tcpd-unique,TCPD Party_ID 4107 ('Jammu And Kashmir Awami League'); minting new slug 'parties.IN.JKAL' from frequent_abbrev 'JKAL'.
JKD,JKD,uttar-pradesh,2009,1,11080,Local Party,Jan Ekta Dal,JKD,parties.IN.UNK,parties.IN.JKD,mint-new,tcpd-state,TCPD Party_ID 11080 ('Jan Ekta Dal'); minting new slug 'parties.IN.JKD' from frequent_abbrev 'JKD'.
JKIP,JKIP,bihar|delhi|uttar-pradesh,2012-2024,12,4534,,Janhit Kisan Party,JKIP,parties.IN.UNK,parties.IN.JKIP,mint-new,tcpd-unique,TCPD Party_ID 4534 ('Janhit Kisan Party'); minting new slug 'parties.IN.JKIP' from frequent_abbrev 'JKIP'.
JKKP,JKKP,jharkhand,2009-2019,7,4649,,Jharkhand Ki Krantikari Party,JKKP,parties.IN.UNK,parties.IN.JKKP,mint-new,tcpd-unique,TCPD Party_ID 4649 ('Jharkhand Ki Krantikari Party'); minting new slug 'parties.IN.JKKP' from frequent_abbrev 'JKKP'.
JKNPPB,JKNPPB,jammu-and-kashmir,2024,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JKNUF,JKNUF,jammu-and-kashmir,2008,7,4094,,Jammu & Kashmir National United Front,JKNUF,parties.IN.UNK,parties.IN.JKNUF,mint-new,tcpd-unique,TCPD Party_ID 4094 ('Jammu & Kashmir National United Front'); minting new slug 'parties.IN.JKNUF' from frequent_abbrev 'JKNUF'.
JKP(N),JKP(N),jharkhand|west-bengal,2009-2019,22,11127,Local Party,Jharkhand Party  (Naren),JKP(N),parties.IN.UNK,parties.IN.JKP_N,alias-add,tcpd-unique,TCPD Party_ID 11127 ('Jharkhand Party  (Naren)'); slug 'parties.IN.JKP_N' pre-exists in parties.csv but short / aliases do not carry the TCPD bridge keys ('JKP(N)|JKP(N)|JKP(N)').
JKPDF,JKPDF,jammu-and-kashmir,2008-2014,11,4098,,Jammu & Kashmir People Democratic Front(Secular),JKPDF,parties.IN.UNK,parties.IN.JKPDF,mint-new,tcpd-unique,TCPD Party_ID 4098 ('Jammu & Kashmir People Democratic Front(Secular)'); minting new slug 'parties.IN.JKPDF' from frequent_abbrev 'JKPDF'.
JKPPAP,JKPPAP,jammu-and-kashmir,2014-2019,3,4103,,Jammu & Kashmir Pir Panjal Awami Party,JKPPAP,parties.IN.UNK,parties.IN.JKPPAP,mint-new,tcpd-unique,TCPD Party_ID 4103 ('Jammu & Kashmir Pir Panjal Awami Party'); minting new slug 'parties.IN.JKPPAP' from frequent_abbrev 'JKPPAP'.
JKPPS,JKPPS,jammu-and-kashmir,2014,1,4111,,Jammu Kashmir People's Party (Secular),JKPPS,parties.IN.UNK,parties.IN.JKPPS,mint-new,tcpd-unique,"TCPD Party_ID 4111 (""Jammu Kashmir People's Party (Secular)""); minting new slug 'parties.IN.JKPPS' from frequent_abbrev 'JKPPS'."
JKPS,JKPS,jharkhand,2019,4,18501,,"Jharkhand Party (Secular),",JKPS,parties.IN.UNK,parties.IN.JKPS,mint-new,tcpd-unique,"TCPD Party_ID 18501 ('Jharkhand Party (Secular),'); minting new slug 'parties.IN.JKPS' from frequent_abbrev 'JKPS'."
JKRP,JKRP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JLKM,JLKM,west-bengal,2026,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JLKP,JLKP,uttar-pradesh|uttarakhand,2012,3,4136,,Jan Lok Kalyan Party,JLKP,parties.IN.UNK,parties.IN.JLKP,mint-new,tcpd-unique,TCPD Party_ID 4136 ('Jan Lok Kalyan Party'); minting new slug 'parties.IN.JLKP' from frequent_abbrev 'JLKP'.
JLOKP,JLOKP,madhya-pradesh,2019,1,4034,,Jai Lok Party,JLOKP,parties.IN.UNK,parties.IN.JLOKP,mint-new,tcpd-unique,TCPD Party_ID 4034 ('Jai Lok Party'); minting new slug 'parties.IN.JLOKP' from frequent_abbrev 'JLOKP'.
JLP,JLP,madhya-pradesh,2018,5,4034,,Jai Lok Party,JLOKP,parties.IN.UNK,parties.IN.JLOKP,mint-new,tcpd-unique,TCPD Party_ID 4034 ('Jai Lok Party'); minting new slug 'parties.IN.JLOKP' from frequent_abbrev 'JLOKP'.
JM,JM,haryana|odisha|uttar-pradesh,2009-2014,4,4139,Local Party,Jan Morcha,JM,parties.IN.UNK,parties.IN.JM,mint-new,tcpd-unique,TCPD Party_ID 4139 ('Jan Morcha'); minting new slug 'parties.IN.JM' from frequent_abbrev 'JM'.
JMM(ULGULAN),JMM(ULGULAN),jharkhand,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JMMMP,JMMMP,andhra-pradesh,2019,2,18222,,Janam Manam Party,JMMMP,parties.IN.UNK,parties.IN.JMMMP,mint-new,tcpd-unique,TCPD Party_ID 18222 ('Janam Manam Party'); minting new slug 'parties.IN.JMMMP' from frequent_abbrev 'JMMMP'.
JMTP,JMTP,bihar|delhi,2020,4,24506,,Janmat Party,JMTP,parties.IN.UNK,parties.IN.JMTP,mint-new,tcpd-unique,TCPD Party_ID 24506 ('Janmat Party'); minting new slug 'parties.IN.JMTP' from frequent_abbrev 'JMTP'.
JMVP,JMVP,bihar,2020,1,24959,,Jan Mithila Vikas Party,JMVP,parties.IN.UNK,parties.IN.JMVP,mint-new,tcpd-unique,TCPD Party_ID 24959 ('Jan Mithila Vikas Party'); minting new slug 'parties.IN.JMVP' from frequent_abbrev 'JMVP'.
JNC,JNC,jammu-and-kashmir,2016,1,24728,,NA's,JNC,parties.IN.UNK,parties.IN.JNC,mint-new,tcpd-unique,"TCPD Party_ID 24728 (""NA's""); minting new slug 'parties.IN.JNC' from frequent_abbrev 'JNC'."
JNCP,JNCP,assam,2016,16,4128,,Jan Congress Party,JNCP,parties.IN.UNK,parties.IN.JNCP,mint-new,tcpd-unique,TCPD Party_ID 4128 ('Jan Congress Party'); minting new slug 'parties.IN.JNCP' from frequent_abbrev 'JNCP'.
JND,JND,madhya-pradesh|uttar-pradesh,2011-2014,11,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (403|4185); state-disambiguation also failed across our states (madhya-pradesh|uttar-pradesh).
JNJWDIP,JNJWDIP,bihar|punjab,2024,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNLKVKSP,JNLKVKSP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNMRP,JNMRP,kerala,2026,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNSGNDWP,JNSGNDWP,maharashtra,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNSHKVPD,JNSHKVPD,bihar,2020,9,24961,,Janshakti Vikas Party (Democratic),JNSHKVPD,parties.IN.UNK,parties.IN.JNSHKVPD,mint-new,tcpd-unique,TCPD Party_ID 24961 ('Janshakti Vikas Party (Democratic)'); minting new slug 'parties.IN.JNSHKVPD' from frequent_abbrev 'JNSHKVPD'.
JNSHSK,JNSHSK,andhra-pradesh,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNSKJNDL,JNSKJNDL,bihar,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNSKTSMTP,JNSKTSMTP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNSMP,JNSMP,delhi|madhya-pradesh|uttar-pradesh,2019,3,4148,,Jan Samman party,JNSMP,parties.IN.UNK,parties.IN.JNSMP,mint-new,tcpd-unique,TCPD Party_ID 4148 ('Jan Samman party'); minting new slug 'parties.IN.JNSMP' from frequent_abbrev 'JNSMP'.
JNSNGHDL,JNSNGHDL,bihar,2020,16,24960,,Jan Sangharsh Dal,JNSNGHDL,parties.IN.UNK,parties.IN.JNSNGHDL,mint-new,tcpd-unique,TCPD Party_ID 24960 ('Jan Sangharsh Dal'); minting new slug 'parties.IN.JNSNGHDL' from frequent_abbrev 'JNSNGHDL'.
JNSNKP,JNSNKP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNSR,JNSR,rajasthan,2018,9,4605,,Janta Sena Rajasthan,JNSR,parties.IN.UNK,parties.IN.JNSR,mint-new,tcpd-unique,TCPD Party_ID 4605 ('Janta Sena Rajasthan'); minting new slug 'parties.IN.JNSR' from frequent_abbrev 'JNSR'.
JNTADRBARP,JNTADRBARP,odisha,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNTASP,JNTASP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNTRAAWJP,JNTRAAWJP,bihar,2024,6,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNTSMTP,JNTSMTP,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JNVP,JNVP,andhra-pradesh,2019,1,4190,,Jana Vaahini Party,JNVP,parties.IN.UNK,parties.IN.JNVP,mint-new,tcpd-unique,TCPD Party_ID 4190 ('Jana Vaahini Party'); minting new slug 'parties.IN.JNVP' from frequent_abbrev 'JNVP'.
JP(S),JP(S),bihar,2014,1,24739,,NA's,JP(S),parties.IN.UNK,parties.IN.JP_S,mint-new,tcpd-state,"TCPD Party_ID 24739 (""NA's""); minting new slug 'parties.IN.JP_S' from frequent_abbrev 'JP(S)'."
JPD,JPD,andhra-pradesh,2019,4,17114,,Janapaalana Party (Democratic),JPD,parties.IN.UNK,parties.IN.JPD,mint-new,tcpd-unique,TCPD Party_ID 17114 ('Janapaalana Party (Democratic)'); minting new slug 'parties.IN.JPD' from frequent_abbrev 'JPD'.
JPDP,JPDP,jammu-and-kashmir,2016,1,24740,,NA's,JPDP,parties.IN.UNK,parties.IN.JPDP,mint-new,tcpd-unique,"TCPD Party_ID 24740 (""NA's""); minting new slug 'parties.IN.JPDP' from frequent_abbrev 'JPDP'."
JPK,JPK,karnataka,2018,12,4195,,Janahitha Paksha,JPK,parties.IN.UNK,parties.IN.JPK,mint-new,tcpd-unique,TCPD Party_ID 4195 ('Janahitha Paksha'); minting new slug 'parties.IN.JPK' from frequent_abbrev 'JPK'.
JPP,JPP,jharkhand,2009,1,24742,,NA's,JPP,parties.IN.UNK,parties.IN.JPP,mint-new,tcpd-state,"TCPD Party_ID 24742 (""NA's""); minting new slug 'parties.IN.JPP' from frequent_abbrev 'JPP'."
JPSS,JPSS,kerala,2011,4,4191,,Janadhipathiya Samrekshna Samiti,JPSS,parties.IN.UNK,parties.IN.JPSS,mint-new,tcpd-unique,TCPD Party_ID 4191 ('Janadhipathiya Samrekshna Samiti'); minting new slug 'parties.IN.JPSS' from frequent_abbrev 'JPSS'.
JRBP,JRBP,andhra-pradesh|telangana,2024,12,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JRPA,JRPA,uttar-pradesh,2014-2019,7,16182,Local Party,Janta Raj Party,JRPA,parties.IN.UNK,parties.IN.JRPA,mint-new,tcpd-unique,TCPD Party_ID 16182 ('Janta Raj Party'); minting new slug 'parties.IN.JRPA' from frequent_abbrev 'JRPA'.
JRVP,JRVP,bihar,2015-2024,4,4604,,Janta Raj Vikas Party,JRVP,parties.IN.UNK,parties.IN.JRVP,mint-new,tcpd-unique,TCPD Party_ID 4604 ('Janta Raj Vikas Party'); minting new slug 'parties.IN.JRVP' from frequent_abbrev 'JRVP'.
JSD,JSD,uttar-pradesh,2016,1,24743,,NA's,JSD,parties.IN.UNK,parties.IN.JSD,mint-new,tcpd-unique,"TCPD Party_ID 24743 (""NA's""); minting new slug 'parties.IN.JSD' from frequent_abbrev 'JSD'."
JSDP,JSDP,gujarat|punjab,2024,6,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JSEP,JSEP,uttar-pradesh,2014-2024,11,16155,Local Party,Jan Shakti Ekta Party,JSEP,parties.IN.UNK,parties.IN.JSEP,mint-new,tcpd-unique,TCPD Party_ID 16155 ('Jan Shakti Ekta Party'); minting new slug 'parties.IN.JSEP' from frequent_abbrev 'JSEP'.
JSHSP,JSHSP,delhi,2013,1,4548,,Janshoshit Samaj Party,JSHSP,parties.IN.UNK,parties.IN.JSHSP,mint-new,tcpd-unique,TCPD Party_ID 4548 ('Janshoshit Samaj Party'); minting new slug 'parties.IN.JSHSP' from frequent_abbrev 'JSHSP'.
JSK,JSK,uttar-pradesh,2014-2017,3,16154,Local Party,Jan Sevak Party,JSK,parties.IN.UNK,parties.IN.JSK,mint-new,tcpd-unique,TCPD Party_ID 16154 ('Jan Sevak Party'); minting new slug 'parties.IN.JSK' from frequent_abbrev 'JSK'.
JSKHP,JSKHP,telangana,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JSKP,JSKP,haryana,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JSM(P),JSM(P),jammu-and-kashmir,2008-2014,15,4114,,Jammu State Morcha (Progressive),JSM(P),parties.IN.UNK,parties.IN.JSM_P,mint-new,tcpd-unique,TCPD Party_ID 4114 ('Jammu State Morcha (Progressive)'); minting new slug 'parties.IN.JSM_P' from frequent_abbrev 'JSM(P)'.
JSMP,JSMP,delhi|madhya-pradesh|uttar-pradesh,2012-2018,6,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (4144|4148); state-disambiguation also failed across our states (delhi|madhya-pradesh|uttar-pradesh).
JSMP(K),JSMP(K),karnataka,2018,18,4188,,Jana Samanyara Party (Karnataka),JSMP(K),parties.IN.UNK,parties.IN.JSMP_K,mint-new,tcpd-unique,TCPD Party_ID 4188 ('Jana Samanyara Party (Karnataka)'); minting new slug 'parties.IN.JSMP_K' from frequent_abbrev 'JSMP(K)'.
JSPR,JSPR,delhi,2020,2,24507,,Janshakti Party (Rashtriya),JSPR,parties.IN.UNK,parties.IN.JSPR,mint-new,tcpd-unique,TCPD Party_ID 24507 ('Janshakti Party (Rashtriya)'); minting new slug 'parties.IN.JSPR' from frequent_abbrev 'JSPR'.
JSPVR,JSPVR,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JSR,JSR,rajasthan,2023,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JSTDVPMTP,JSTDVPMTP,west-bengal,2021,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JSTP,JSTP,karnataka,2018,1,11332,Local Party,Jan Satta Party,JSP,parties.IN.UNK,parties.IN.JSP,alias-add,tcpd-unique,TCPD Party_ID 11332 ('Jan Satta Party'); bridges to existing canonical via abbreviation 'JSP'.
JSVP,JSVP,bihar|gujarat|jharkhand|madhya-pradesh|rajasthan|uttar-pradesh|west-bengal,2017-2020,12,4165,,Jan Sangharsh Virat Party,JSVP,parties.IN.UNK,parties.IN.JSVP,mint-new,tcpd-unique,TCPD Party_ID 4165 ('Jan Sangharsh Virat Party'); minting new slug 'parties.IN.JSVP' from frequent_abbrev 'JSVP'.
JSWBHVKP,JSWBHVKP,maharashtra,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JTLP,JTLP,bihar,2020,10,24962,,Jantantrik Lokhit Party,JTLP,parties.IN.UNK,parties.IN.JTLP,mint-new,tcpd-unique,TCPD Party_ID 24962 ('Jantantrik Lokhit Party'); minting new slug 'parties.IN.JTLP' from frequent_abbrev 'JTLP'.
JTSSJP,JTSSJP,andhra-pradesh,2019,2,18206,,Jateeya Sama Samajam Party,JTSSJP,parties.IN.UNK,parties.IN.JTSSJP,mint-new,tcpd-unique,TCPD Party_ID 18206 ('Jateeya Sama Samajam Party'); minting new slug 'parties.IN.JTSSJP' from frequent_abbrev 'JTSSJP'.
JTVP,JTVP,bihar,2019-2020,17,24963,,Jantantrik Vikas Party,JTVP,parties.IN.UNK,parties.IN.JTVP,mint-new,tcpd-unique,TCPD Party_ID 24963 ('Jantantrik Vikas Party'); minting new slug 'parties.IN.JTVP' from frequent_abbrev 'JTVP'.
JUKD,JUKD,uttarakhand,2012,1,17979,,Jantantrik?Uttarakhand?Kranti?Dal,JUKD,parties.IN.UNK,parties.IN.JUKD,mint-new,tcpd-unique,TCPD Party_ID 17979 ('Jantantrik?Uttarakhand?Kranti?Dal'); minting new slug 'parties.IN.JUKD' from frequent_abbrev 'JUKD'.
JUNP,JUNP,west-bengal,2026,5,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
JUP,JUP,haryana,2009,2,11336,Local Party,Janata Uday Party,JUP,parties.IN.UNK,parties.IN.JUP,mint-new,tcpd-unique,TCPD Party_ID 11336 ('Janata Uday Party'); minting new slug 'parties.IN.JUP' from frequent_abbrev 'JUP'.
"JUSTICE AND DEVELOPMENT PARTY,","JUSTICE AND DEVELOPMENT PARTY,",west-bengal,2021,7,24345,,"Justice and Development Party,",,parties.IN.UNK,parties.IN.JUSTICE_AND_DEVELOPMENT_PARTY,mint-new,tcpd-unique,"TCPD Party_ID 24345 ('Justice and Development Party,'); minting new slug 'parties.IN.JUSTICE_AND_DEVELOPMENT_PARTY' from frequent_abbrev ''."
JUSTIP,JUSTIP,uttar-pradesh,2017-2024,2,4740,,Justice Party,JUSTIP,parties.IN.UNK,parties.IN.JUSTIP,mint-new,tcpd-unique,TCPD Party_ID 4740 ('Justice Party'); minting new slug 'parties.IN.JUSTIP' from frequent_abbrev 'JUSTIP'.
JVBP,JVBP,karnataka,2013-2018,3,4057,Local Party,Jai Vijaya Bharathi Party,JVBP,parties.IN.UNK,parties.IN.JVBP,mint-new,tcpd-unique,TCPD Party_ID 4057 ('Jai Vijaya Bharathi Party'); minting new slug 'parties.IN.JVBP' from frequent_abbrev 'JVBP'.
JVD,JVD,jharkhand,2009-2014,16,4733,Local Party,Jharkhand Vikas Dal,JVD,parties.IN.UNK,parties.IN.JVD,mint-new,tcpd-unique,TCPD Party_ID 4733 ('Jharkhand Vikas Dal'); minting new slug 'parties.IN.JVD' from frequent_abbrev 'JVD'.
JVHNP,JVHNP,telangana,2018,4,4190,,Jana Vaahini Party,JNVP,parties.IN.UNK,parties.IN.JNVP,mint-new,tcpd-unique,TCPD Party_ID 4190 ('Jana Vaahini Party'); minting new slug 'parties.IN.JNVP' from frequent_abbrev 'JNVP'.
JVM(PRAJATANKRIK),JVM(PRAJATANKRIK),jharkhand,2017,1,24749,,NA's,JVM(PRAJATANKRIK),parties.IN.UNK,parties.IN.JVM_PRAJATANKRIK,mint-new,tcpd-unique,"TCPD Party_ID 24749 (""NA's""); minting new slug 'parties.IN.JVM_PRAJATANKRIK' from frequent_abbrev 'JVM(PRAJATANKRIK)'."
JWCP,JWCP,rajasthan,2018,1,4607,,Jantawadi Congress Party,JWCP,parties.IN.UNK,parties.IN.JWCP,mint-new,tcpd-unique,TCPD Party_ID 4607 ('Jantawadi Congress Party'); minting new slug 'parties.IN.JWCP' from frequent_abbrev 'JWCP'.
