external_key,external_short,external_full,proposed_party_id,current_party_id,action,n_oracles_present,n_oracles_agreeing,oracles_agreeing,oracles_disagreeing,verdict,curator_note,curator_source_id
392,ABASP,Akhil Bhartiya Aarakshit Samaj Party,parties.IN.ABASP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
228,ABA-SJM,AKHIL BHARATIYA ALP SANKHYAK JAN MORCHA,parties.IN.ABA_SJM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17968,ABBDP,Expanded Party name not released by the ECI,parties.IN.ABBDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
236,ABBMPP,Akhil Bharatiya Bharat Mata -- Putra Paksha,parties.IN.ABBMPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8635,ABBNS,AKHIL BHARATIYA BHRASTACHAR NIRMOOLAN SENA,parties.IN.ABBNS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
398,ABBP,AKHIL BHARATIYA BEROZGAAR PARTY,parties.IN.ABBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
237,ABCD(A),Akhil Bharatiya Congress Dal  (Ambedkar),parties.IN.ABCD_A,parties.IN.ABCD_A,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24366,ABD,Adim Bhartiya Dal,parties.IN.ABD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
250,ABDBM,Akhil Bharatiya Desh Bhakt Morcha,parties.IN.ABDBM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8545,ABDM,XXX,parties.IN.ABDM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17969,ABDND,Expanded Party name not released by the ECI,parties.IN.ABDND,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8647,ABDUP,Akhil Bharatiya Dalit Utthan Party,parties.IN.ABDUP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24485,ABEP,Akhil Bhartiya Ekata Party,parties.IN.ABEP,parties.IN.ABEP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
256,ABGL,Akhil Bharatiya Gorkha League,parties.IN.ABGL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8648,ABGLP,AKHIL BHARATIYA GENERAL LABOUR PARTY,parties.IN.ABGLP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8650,ABGMKP,Akhil Bharatiya Garib Mazdoor Kisan Party,parties.IN.ABGMKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
399,ABGP,Akhil Bharatiya Gondwana Party,parties.IN.ABGP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
62,ABHASP,Abhay Samaj Party,parties.IN.ABHASP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
402,ABHKP,Akhil Bharatiya Hind Kranti Party,parties.IN.ABHKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
268,ABHM,AKHIL BHARAT HINDU MAHA SABHA,parties.IN.ABHM,parties.IN.ABHM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24446,ABHP,Adhunik Bharat Party,parties.IN.ABHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8690,ABHS,Akhil Bharatiya Sena,parties.IN.ABHS,parties.IN.ABHS,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8695,ABJC,Akhil Bharatiya Janata Congress,parties.IN.ABJC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
403,ABJND,AKHIL BHARATIYA JAGROOK NAGRIK DAL,parties.IN.ABJND,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
508,ABJP,All India Bharti Jug Party,parties.IN.ABJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9325,ABJS,Akhil Bharatiya Jan Sangh,parties.IN.ABJS,parties.IN.ABJS,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
406,ABJSP,Akhil Bhartiya Janata Sahara Party,parties.IN.ABJSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8722,ABJVP,Akhil Bhartiya Janata Vikas Party,parties.IN.ABJVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8725,ABKMM,Akhil Bharatiya Kisan Mazdoor Morcha,parties.IN.ABKMM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24486,ABKMP,Akhil Bhartiya Kisan Majdoor Party,parties.IN.ABKMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24425,ABLP,Akhil Bhartiya Lok Dal,parties.IN.ABLP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
318,ABLRP,AKHIL BHARATIYA LOKRAJ PARTY,parties.IN.ABLRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11408,ABLTASJM,Akhil Bharatiya Lok Tantrik Alp-Sankhyak Jan Morcha,parties.IN.ABLTASJM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
412,ABLTC,Akhil Bharatiya Lok Tantrik Congress,parties.IN.ABLTC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11554,ABLTP,Akhil Bharatiya Loktantra Party,parties.IN.ABLTP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
328,ABMAD,Akhil Bharatiya Manav Adhikar Dal,parties.IN.ABMAD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
339,ABML(S),Akhil Bharatiya Muslim League (Secular),parties.IN.ABML_S,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8736,ABMP,Akhil Bharatiya Manavata Paksha,parties.IN.ABMP,parties.IN.ABMP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
335,ABMSD,Akhil Bartiya Manav Seva Dal,parties.IN.ABMSD,parties.IN.ABMSD,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8746,ABMSKP,Akahand  Bharat Maha Sangh Sarvahara Krantikari Party,parties.IN.ABMSKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24929,ABMVMP,Akhil Bhartiya Manavadhikar Vichar Manch Party,parties.IN.ABMVMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24458,ABNNP,Akhil Bhartiya Navnirman Party,parties.IN.ABNNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8748,ABP,Ambedkarbadi Party,parties.IN.ABP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8751,ABRAHP,Akhil Bharatiya Rashtriya Azad Hind Party,parties.IN.ABRAHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
350,ABRC(D),Akhil Bharatiya Rajivwadi Congress (Dubey),parties.IN.ABRC_D,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
64,ABRJP,Abhinav Rajasthan Party,parties.IN.ABRJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
356,ABRRP(P),AKHIL BHARATIYA RAM RAJYA PARISHAD (PREM BALLABH VY,parties.IN.ABRRP_P,parties.IN.ABRRP_P,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8759,ABRS,Akhil Bharatiya Rajarya Sabha,parties.IN.ABRS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
63,ABS,Abhinav Bharat Sangh,parties.IN.ABS,parties.IN.ABS,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
15625,ABSC,Akhil Bharatiya Samajwadi Congress,parties.IN.ABSC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
372,ABSD,Akhil Bharatiya Sangharsh Dal,parties.IN.ABSD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
426,ABSDSP,Akhil Bhartiya Sarvadharma Samaj Party,parties.IN.ABSDSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
223,ABSKP,Akhil Bharat Samagra Kranti Party,parties.IN.ABSKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
136,ABSP,Akhand Bharat Samaj Party,parties.IN.ABSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
435,ABSPAR,Akhil Bhartiya Sudhar Party,parties.IN.ABSPAR,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
384,ABSSP,Akhil Bharatiya Sindhu Samajwadi Party,parties.IN.ABSSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
440,ABVCP,Akhil Bhartiya Vikas Congress Party,parties.IN.ABVCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8770,AC,Arunachal Congress,parties.IN.AC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24932,ACDP,Anti Corruption Dynamic Party,parties.IN.ACDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
65,ACK,Achik Asonna Chilchakgipa Kotak,parties.IN.ACK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8774,ACNC,A-Chik National Congress(Democratic),parties.IN.ACNC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17074,ACP,Andhra Chaitanya Party,parties.IN.ACP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
954,AD,Apna Dal,parties.IN.AD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24479,ADBNP,Aadarsh Bharat Nirman Dal,parties.IN.ADBNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
92,ADHIKAR,Adhikar Party,parties.IN.ADHIKAR,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
66,ADJSP,Adarsh Jan Shakti Party,parties.IN.ADJSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
502,ADK(JL),ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM(JAYALALITA GROUP),parties.IN.ADK_JL,parties.IN.ADK_JL,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
501,ADK(JR),ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM(JANAKI RAMACHANDRAN),parties.IN.ADK_JR,parties.IN.ADK_JR,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
17047,ADM,AKALI DAL - MASTER TARA SINGH,parties.IN.ADM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15715,ADPT,Apna Desh Party,parties.IN.ADPT,parties.IN.ADPT,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24354,ADRP,Assam Dristi Party,parties.IN.ADRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17049,ADS,AKALI DAL - SANT FATEH SINGH GROUP,parties.IN.ADS,parties.IN.ADS,conflict,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,abbreviation/slug collision: TCPD party shares a short with a different canonical party. Curator: mint TCPD as a new id (e.g. parties.IN.<UPPER_FULL_PREFIX>) and add the upstream short to canonical's aliases only if both parties genuinely share the publisher's preferred short.,src-4040a970f10c
8812,ADSMK,Anaithindia Dravidar Samudaya Munnetra Kazhagam,parties.IN.ADSMK,parties.IN.ADSMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
9,ADSP,Aadivasi Sena Party,parties.IN.ADSP,parties.IN.ADSP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
968,ADU,ARYA DAL UTTAR PRADESH,parties.IN.ADU,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15711,ADUP,Apna Dal United Party,parties.IN.ADUP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
94,ADVIP,Adhikar Vikas Party,parties.IN.ADVIP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
87,AdVP,Adarsh Vyawastha Party,parties.IN.ADVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
102,AgIMK,Agila India Makkal Kazhagam,parties.IN.AGIMK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
978,AGP,Asom Gana Parisad,parties.IN.AGP,parties.IN.AGP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
984,AGP(P),Asom Gana Parishad (Pragtisheel),parties.IN.AGP_P,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
98,AGRJP,Agar Jan Party,parties.IN.AGRJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
444,AHFB,AKHIL HIND FORWARD BLOCK,parties.IN.AHFB,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
443,AHFBK,Akhil Hind Forward Bloc (Krantikari),parties.IN.AHFBK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1022,AHF,Azad Hind Fauz (Rajkiya),parties.IN.AHF_R,parties.IN.AHF_R,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24410,AHIMSASP,Ahimsa Socialist Party,parties.IN.AHIMSA_SOCIALIST_PARTY,parties.IN.AHIMSA_SOCIALIST_PARTY,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
817,AHL,ALL PARTY HILL LEADER'S CONFERNCE,parties.IN.AHL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
813,AHL(A),ALL PARTY HILL LEADER'S CONFERENCE (ARMISON MARAK GR,parties.IN.AHL_A,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
107,AHNP,Aihra National Party,parties.IN.AHNP,parties.IN.AHNP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
963,AHRBP,Apna Hindu Ram Bhakat Party,parties.IN.AHRBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
104,AHSP,Ahinsa Samaj Party,parties.IN.AHSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
505,AIACP,All India Azaad Congress Party,parties.IN.AIACP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
930,ADMK,All India Anna Dravida Munnetra Kazhagam,parties.IN.AIADMK,parties.IN.AIADMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
503,AIADMK(JG),ALL INDIA ANNA DRAVIDA MUNNETRA KAZHGAM (AMMA),parties.IN.AIADMK_JG,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8827,AIAHMJKP,ALL INDIA AZAD HIND MAZDUR & JAN KALYAN PARTY,parties.IN.AIAHMJKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
506,AIBJRBSNC,All India Babu Jagjivan Ram Saheb National Congress,parties.IN.AIBJRBSNC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8828,AIBS,All India Bahujan Samman Party,parties.IN.AIBS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
97,AIC,Advait Ishwasyam Congress,parties.IN.AIC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8546,AICDBPP,XXX,parties.IN.AICDBPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5860,aicp,New All India Congress Party,parties.IN.AICP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24415,AIDMMK,Ahila India Dhayaga Makkal Munnetra Katchi,parties.IN.AIDMMK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
521,AIDP,All India Democratic Party,parties.IN.AIDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8830,AIDPF,ALL INDIA DEMOCRATIC PEOPLE FEDERATION,parties.IN.AIDPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
520,AIDWC,All India Dalit Welfare Congress,parties.IN.AIDWC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
3040,FBL,All India Forward Bloc,parties.IN.AIFB,parties.IN.AIFB,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
14161,AIFB(S),All India Forward Bloc  (Subhasist),parties.IN.AIFB_S,parties.IN.AIFB_S,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
10443,AIGC,All India Gareeb Congress,parties.IN.AIGC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8856,AIIC(S),ALL INDIA INDIRA CONGRESS (SECULAR),parties.IN.AIIC_S,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8871,AIIC(T),ALL INDIA INDIRA CONGRESS (TIW ARI),parties.IN.AIIC_T,parties.IN.AIIC_T,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24465,AIJAP,All India Jana Andolan Party,parties.IN.AIJAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
678,AIJCP,All India Jan Congress Party,parties.IN.AIJCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
677,AIJHP,All India Jaihind Party,parties.IN.AIJHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
680,AIJRP,All India Janaraksha Party,parties.IN.AIJRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
691,AIKC,All India Krantikari Congress,parties.IN.AIKC,parties.IN.AIKC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
690,AIKMM,All India Kisan Mazdoor Morcha,parties.IN.AIKMM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
699,AILP,All India Liberal Party,parties.IN.AILP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24406,AIMAK,Anaithu Makkal Katchi,parties.IN.AIMAK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24930,AIMEIEM,All India Majlis-E-Inquilab-E-Millat,parties.IN.AIMEIEM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
701,AIMEP,All India Mahila Empowerment Party,parties.IN.AIMEP,parties.IN.AIMEP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
726,AIMF,All India Minorities Front,parties.IN.AIMF,parties.IN.AIMF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
706,AIMIM,All India Majlis-E Ithehad-Ul Muslimeen,parties.IN.AIMIM,parties.IN.AIMIM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8892,AIMLF,All India Muslim Forum,parties.IN.AIMLF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24483,AimPP,Aim Political Party,parties.IN.AIMPP,parties.IN.AIMPP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
15654,aimpr,All India Mazdoor Party (Rangreta),parties.IN.AIMPR,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
662,AINHCP,All India Hindustan Congress Party,parties.IN.AINHCP,parties.IN.AINHCP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
18180,AINPP,All India Praja Party,parties.IN.AINPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
737,AINRC,All India N.R. Congress,parties.IN.AINRC,parties.IN.AINRC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
17268,AIP,All Indians Party,parties.IN.AIP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15661,AIPF,All India Peoples' Front (Radical),parties.IN.AIPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
742,AIPJSP,All India Pichhada Jan Samaj Party,parties.IN.AIPJSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
739,AIPPMR,All India Party for the Protection of Civil Rights,parties.IN.AIPPMR,parties.IN.AIPPMR,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24414,AIPTMMK,All  India Puratchi Thalaivar Makkal Munnettra Kazhagam,parties.IN.AIPTMMK,parties.IN.AIPTMMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24427,AIRCP,All Indian Rajiv Congress Party,parties.IN.AIRCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8896,AIRJP,All India Rashtriya Janata Party,parties.IN.AIRJP,parties.IN.AIRJP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
744,AIRKC,All India Rajiv Krantikari Congress,parties.IN.AIRKC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
747,AIRP,All India Raksha Party,parties.IN.AIRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
753,AIRSP,All India Ravidas Samata Party,parties.IN.AIRSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
754,AISMP,All India Samata Party,parties.IN.AISMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18228,AITC,All India Trinamool Congress,parties.IN.AITC,parties.IN.AITC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
791,AIUC,All India Ulama Congress,parties.IN.AIUC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
795,AIUDF,All India United Democratic Front,parties.IN.AIUDF,parties.IN.AIUDF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8549,AIVMK,XXX,parties.IN.AIVMK,parties.IN.AIVMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
796,AIWUP,All India Women United Party,parties.IN.AIWUP,parties.IN.AIWUP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
119,AJBP,Ajaya Bharat Party,parties.IN.AJBP,parties.IN.AJBP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
986,AJD,Asom Jatiyatabadi Dal,parties.IN.AJD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
801,AJKMP,All J & K Kisan Majdoor Party,parties.IN.AJKMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
95,AJKP,Adivasi Jan Kalyan Party,parties.IN.AJKP,parties.IN.AJKP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8954,AJKPPF,All J & K Peoples Patriotic Front,parties.IN.AJKPPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24353,AJM,Asom Jana Morcha,parties.IN.AJM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1,AJNSP,Aadarsh Janata Sewa Party,parties.IN.AJNSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1023,AJP,Azad Janata Party,parties.IN.AJP,parties.IN.AJP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
141,AJPF,Akhand Jharkhand People's Front,parties.IN.AJPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17584,AJPI,Aam Janta Party (India),parties.IN.AJPI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
40,AJPR,Aam Janta Party Rashtriya,parties.IN.AJPR,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24924,AJPS,Aam Jan Party (Secular),parties.IN.AJPS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24481,AJPSH,Aam Janata Party (Sarvajana Hitaya),parties.IN.AJPSH,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8956,AJSP,Alpjan Samaj Party,parties.IN.AJSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
8958,AJSUP,AJSU Party,parties.IN.AJSUP,parties.IN.AJSUP,conflict,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,abbreviation/slug collision: TCPD party shares a short with a different canonical party. Curator: mint TCPD as a new id (e.g. parties.IN.<UPPER_FULL_PREFIX>) and add the upstream short to canonical's aliases only if both parties genuinely share the publisher's preferred short.,src-4040a970f10c
445,AJVD,Akhil Jan Vikas Dal,parties.IN.AJVD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15596,AKAAD,Aazadi Ka Antim Aandolan Dal,parties.IN.AKAAD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
803,AKAKRP,All Jammu and Kashmir Republican Party,parties.IN.AKAKRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
393,AKBHAD,Akhil Bhartiya Apna Dal,parties.IN.AKBHAD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24484,AKBHJSP,Akhil Bharatiya Jan Shakti Party,parties.IN.AKBHJSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
410,AKBJHP,Akhil Bhartiya Jharkhand Party,parties.IN.AKBJHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
388,AKBMP,Akhil Bharitya Mithila Party,parties.IN.AKBMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
448,AKBRP,Akhila Bharatiya Rytha Party,parties.IN.AKBRP,parties.IN.AKBRP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
438,AkBSD,Akhil Bhartiya Swarajya Dal,parties.IN.AKBSD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
823,AKD,Ambedkar Kranti Dal,parties.IN.AKD,parties.IN.AKD,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
