external_key,external_short,external_full,proposed_party_id,current_party_id,action,n_oracles_present,n_oracles_agreeing,oracles_agreeing,oracles_disagreeing,verdict,curator_note,curator_source_id
5299,MKat,Makkalatchi Katchi,parties.IN.MAKKALATCHI_KATCHI,parties.IN.MAKKALATCHI_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24309,,Makkal Munnetra Peravai,parties.IN.MAKKAL_MUNNETRA_PERAVAI,parties.IN.MAKKAL_MUNNETRA_PERAVAI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24311,,Makkal Nala Kazhagam,parties.IN.MAKKAL_NALA_KAZHAGAM,parties.IN.MAKKAL_NALA_KAZHAGAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24299,,Makkal Nalvaazhvuk Katchi,parties.IN.MAKKAL_NALVAAZHVUK_KATCHI,parties.IN.MAKKAL_NALVAAZHVUK_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5296,MSK,MAKKAL SAKTHI KATCHI,parties.IN.MAKKAL_SAKTHI_KATCHI,parties.IN.MAKKAL_SAKTHI_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5297,MSKK,"Makkal Sananayaga Kudiyarasu Katchi,",parties.IN.MAKKAL_SANANAYAGA_KUDIYARASU_KATCHI,parties.IN.MAKKAL_SANANAYAGA_KUDIYARASU_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24320,,"Makkal Thilagam Munnetra Kazhagam,",parties.IN.MAKKAL_THILAGAM_MUNNETRA_KAZHAGAM,parties.IN.MAKKAL_THILAGAM_MUNNETRA_KAZHAGAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5291,MakKK,Makkal Kootamaipu Katchi,parties.IN.MAKKK,parties.IN.MAKKK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5305,makm,Manav Kalyan Munch,parties.IN.MAKM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11572,MAMAK,Manithaneya Makkal Katchi,parties.IN.MAMAK,parties.IN.MAMAK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24519,MANAWP,Manav Awaz Party,parties.IN.MANAWP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5360,MANBP,Manviya Bharat Party,parties.IN.MANBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24318,,Manitha Urimaigal Kalaagam,parties.IN.MANITHA_URIMAIGAL_KALAAGAM,parties.IN.MANITHA_URIMAIGAL_KALAAGAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5230,ManJP,Maanavvaadi Janta Party,parties.IN.MANJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5307,ManKP,Manav Kranti Party,parties.IN.MANKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5301,MANP,Mana Party,parties.IN.MANP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5355,MaNPa,Manvadhikar National Party,parties.IN.MANPA,parties.IN.MANPA,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
11574,MAP,Mahila Adhikar Party,parties.IN.MAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24441,MARD,Mera Adhikaar Rashtriya Dal,parties.IN.MARD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5303,MARP,Manav Adhikar Raksha Party,parties.IN.MARP,parties.IN.MARP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5238,MASP,Mahajana Socialist Party,parties.IN.MASP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
16251,MaSPa,Mahila Swabhiman Party,parties.IN.MASPA,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11674,MB,Mukt Bharat,parties.IN.MB,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5452,MBCOI,Most Backward Classes Of India,parties.IN.MBCOI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5407,MBP,Matra Bhakta Party,parties.IN.MBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5282,MBT,Majlis Bachao Tahreek,parties.IN.MBT,parties.IN.MBT,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5408,MBVP,Matra Bhoomi Vikas Party,parties.IN.MBVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5447,MB(S)P,Mool Bharati  (S) Party,parties.IN.MB_S_P,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5444,MC,Momin Conference,parties.IN.MC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11559,MCO,MARXIST (CO-ORDINATION),parties.IN.MCO,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17960,MCPI,Marxist Communist Party of India,parties.IN.MCPI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11590,MCPI(S),Marxist Communist Party of India  (S.S. Srivastava),parties.IN.MCPI_S,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5409,MC(J),Maydhaavi Congress (J),parties.IN.MC_J,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11598,MD,Mahan Dal,parties.IN.MD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5361,MDF,Maraland Democratic Front,parties.IN.MDF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24444,MDKMGPH,Mazdoor Dalit Kisaan Mahila Gareeb Party (Hindustani),parties.IN.MDKMGPH,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
387,MDL,Akhil Bharatiya Mahila Dal,parties.IN.MDL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11601,MDMK,Marumalarchi Dravida Munnetra Kazhagam,parties.IN.MDMK,parties.IN.MDMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5413,MDP,Meghalaya Democratic Party,parties.IN.MDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5328,MDPF,Manipur Democratic Peoples's Front,parties.IN.MDPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18221,MDSP,Mana Desam Party,parties.IN.MDSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5412,MEDP,Megh Desham Party,parties.IN.MEDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11610,MELPHC,Marx Engles Leninist Commune Health Association,parties.IN.MELPHC,parties.IN.MELPHC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24520,MEP,Manav Ekta Party,parties.IN.MEP,parties.IN.MEP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5249,MES,MAHARASHTRA EKIKARAN SAMITI,parties.IN.MES,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5417,MeyP,Meydhaa Party,parties.IN.MEYP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5404,MFB,MARXIST FORWARD BLOC,parties.IN.MFB,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11609,MGMK,M.G.R. Munnetra Kazhagam,parties.IN.MGMK,parties.IN.MGMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5223,MGRK,M.G.R. Kazhagam,parties.IN.MGRK,parties.IN.MGRK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
8571,MGRM,XXX,parties.IN.MGRM,parties.IN.MGRM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5418,MGRTK,MGR Thonderkal Katchi,parties.IN.MGRTK,parties.IN.MGRTK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24297,,MGR Makkal Katchi,parties.IN.MGR_MAKKAL_KATCHI,parties.IN.MGR_MAKKAL_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5271,MGS,Mahatama Gandhi Samajam,parties.IN.MGS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5277,MHB,Mai Hee Bharat,parties.IN.MHB,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24517,MHBHVCAG,Maharashtra Bahujan Vanchit Agadi,parties.IN.MHBHVCAG,parties.IN.MHBHVCAG,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
16244,MHD,Mahamukti Dal,parties.IN.MHD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5248,MHKRP,Maharana Kranti Party,parties.IN.MHKRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5304,MHP,Manav Hit Party,parties.IN.MHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5331,MHPC,MANIPUR HILL PEOPLE'S COUNCIL,parties.IN.MHPC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5332,MHU,MANIPUR HILLS UNION,parties.IN.MHU,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5426,MIL,Minorities League,parties.IN.MIL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24970,mimm,Mithilanchal Mukti Morcha,parties.IN.MIMM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11615,MJM,Manav Jagriti Manch,parties.IN.MJM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11616,MJP,Mahagujarat Janta Party,parties.IN.MJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11617,MKD,Maidani Kranti Dal,parties.IN.MKD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18404,MKDVP,Mazdoor Kirayedar Vikas Party,parties.IN.MKDVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11618,MKSD,Manav Kalyan Sangh Dal,parties.IN.MKSD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5279,MKUP,Majdoor Kisan Union Party,parties.IN.MKUP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11620,MKVP,MAHAKUSHAL VIKAS PARTY,parties.IN.MKVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24478,MLJK,Marumalarchi Janatha Katchi,parties.IN.MLJK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11623,MLO,MUSLIM LEAGUE (OPPOSITION),parties.IN.MLO,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
14853,MLP,MINORITIES LABOUR PARTY,parties.IN.MLP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18073,MLPOIRF,Marxist Leninist Party of India (Red Flag),parties.IN.MLPOIRF,parties.IN.MLPOIRF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
11624,MMKA,Makkal Manadu Katchi,parties.IN.MMKA,parties.IN.MMKA,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5224,MMK(M),M.G.R. MAKKAL MUNNETRA KAZHAGAM,parties.IN.MMK_M,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5309,MMM,Manav Mukti Morcha,parties.IN.MMM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5289,MMP,Majlis Markaz-e-Siyasee Party,parties.IN.MMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11626,MMS,MAHABHARATH MAHAJAN SABHA,parties.IN.MMS,parties.IN.MMS,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24785,MMSP,Majlis Markaz-e-Siyasee Party,parties.IN.MMSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5529,MMUP,Muslim Majlis Uttar Pradesh,parties.IN.MMUP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5333,MNC,Manipur National Conference,parties.IN.MNC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5334,MNDF,Manipur National Democratic Front,parties.IN.MNDF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5421,MNDP,Minorities Democratic Party,parties.IN.MNDP,parties.IN.MNDP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5430,MNF,Mizo National Front,parties.IN.MNF,parties.IN.MNF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5435,MNF(N),MIZO NATIONAL FRONT (Nationalist),parties.IN.MNF_N,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5295,MNK(PLP),Makkal Nalurimaik Kazhagam (People's Liberal Party),parties.IN.MNK_PLP,parties.IN.MNK_PLP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24404,MNM,Makkal Needhi Maiam,parties.IN.MNM,parties.IN.MNM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5233,MNNS,Madhya Pradesh Nav Nirman Sena,parties.IN.MNNS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11633,MNS,Maharashtra Navnirman sena,parties.IN.MNS,parties.IN.MNS,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5351,MNVP,Manuvadi Party,parties.IN.MNVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5440,MOP,Moderate Party,parties.IN.MOP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5451,MOSP,Moolniwasi Samaj Party,parties.IN.MOSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11636,MP,Manava Party,parties.IN.MP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11637,MPC,MANIPUR PEOPLES COUNCIL,parties.IN.MPC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5273,MPHP,Mahila Pradhana Paksha,parties.IN.MPHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18256,MPJVP,Madhya Pradesh Jan Vikas Party,parties.IN.MPJVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11638,MPKP,Maharashtra Pradesh Krantikari Party,parties.IN.MPKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5232,MPLP,Madhya Pradesh Loktantrik Party,parties.IN.MPLP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5460,MPOI,Mulnibasi Party of India,parties.IN.MPOI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11640,MPP,Mahabharat People's Party,parties.IN.MPP,parties.IN.MPP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
16248,MPS(T),Maharashtra Parivartan Sena (T),parties.IN.MPS_T,parties.IN.MPS_T,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5246,MPTY,Mahanvadi Party,parties.IN.MPTY,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11648,MPVC,MADHYA PRADESH VIKAS CONGRESS,parties.IN.MPVC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5253,MRC,Maharashtra Rashtravadi Congress,parties.IN.MRC,parties.IN.MRC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
11655,MRRC,Maharashtra Rajiv Congress,parties.IN.MRRC,parties.IN.MRRC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
11656,MRS,Mudiraj Rashtriya Samithi,parties.IN.MRS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11657,MSCP,Manipur State Congress Party,parties.IN.MSCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5254,MSF,Maharashtra Secular Front,parties.IN.MSF,parties.IN.MSF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24388,MSHP,"Maharashtra Swabhimaan Paksh,",parties.IN.MSHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24420,MSJP,Mahasankalp Janta Party,parties.IN.MSJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11667,MSP,Manav Samaj Party,parties.IN.MSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11670,MSS,MANAV SEWA SANGH,parties.IN.MSS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5298,MTD,Makkal Tamil Desam,parties.IN.MTD,parties.IN.MTD,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5227,MTP,Maa Telangana Party,parties.IN.MTP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11621,MUL,MUSLIM LEAGE,parties.IN.MUL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5525,MUM,MUSLIM MAJLIS,parties.IN.MUM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
16249,MVA,Maharashtra Vikas Aghadi,parties.IN.MVA,parties.IN.MVA,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5257,MVC,Maharashtra Vikas Congress,parties.IN.MVC,parties.IN.MVC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24522,MVD,Mazdoor Vikash Dal,parties.IN.MVD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5427,MVM,Mithilanchal Vikas Morcha,parties.IN.MVM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5325,MwSP,Manavtawadi Samaj Party,parties.IN.MWSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24518,MYSP,Mahila & Yuva Shakti Party,parties.IN.MYSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24339,,My India Party,parties.IN.MY_INDIA_PARTY,parties.IN.MY_INDIA_PARTY,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24521,MZEKP,Mazdoor Ekta Party,parties.IN.MZEKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24298,,Naadaalum Makkal Katchi,parties.IN.NAADAALUM_MAKKAL_KATCHI,parties.IN.NAADAALUM_MAKKAL_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24417,NIDP,Naam Indiar Party,parties.IN.NAAM_INDIAR_PARTY,parties.IN.NAAM_INDIAR_PARTY,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5571,NaAP,National Aman Party,parties.IN.NAAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24428,NABMUP,National Bhrashtachar Mukt Party,parties.IN.NABMUP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5558,NACP,Nagrik Chetna Party,parties.IN.NACP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5587,NADEF,National Democratic Front,parties.IN.NADEF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5848,NADP,Naya Daur Party,parties.IN.NADP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24523,NAGADHP,Nagrik Adhikar Party,parties.IN.NAGADHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5805,NAGP,Natun Asom Gana Parishad,parties.IN.NAGP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5570,NAIP,National Adhikar Insaf Party,parties.IN.NAIP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5609,NAJC,National Janhit Congress (AB),parties.IN.NAJC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24377,NALAP,National Labour Party,parties.IN.NALAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5625,NaLP,National Lokmat Party,parties.IN.NALP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11807,NMK,Namadhu Makkal Katchi,parties.IN.NAMADHU_MAKKAL_KATCHI,parties.IN.NAMADHU_MAKKAL_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24319,,Namathu Kongu Munnetra Kalagam,parties.IN.NAMATHU_KONGU_MUNNETRA_KALAGAM,parties.IN.NAMATHU_KONGU_MUNNETRA_KALAGAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24304,,Nam India Naam Indiyar Katchi,parties.IN.NAM_INDIA_NAAM_INDIYAR_KATCHI,parties.IN.NAM_INDIA_NAAM_INDIYAR_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5560,NAP,Naitik Party,parties.IN.NAP,parties.IN.NAP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5573,NAPt,National Apni Party,parties.IN.NAPT,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5569,NASHMBP,Nasha Mukt Bharat Party,parties.IN.NASHMBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24302,,National Democratic Party of South India,parties.IN.NATIONAL_DEMOCRATIC_PARTY_OF_SOUTH_INDIA,parties.IN.NATIONAL_DEMOCRATIC_PARTY_OF_SOUTH_INDIA,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24346,,National Republic Party Of India,parties.IN.NATIONAL_REPUBLIC_PARTY_OF_INDIA,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24394,NATJUP,Nationalist Justice Party,parties.IN.NATJUP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5680,NATP,National Target Party,parties.IN.NATP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18220,NATWOMP,National Women's Party,parties.IN.NATWOMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17117,NavaP,Navataram Party,parties.IN.NAVAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5842,NavP,Navyug Party,parties.IN.NAVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5832,NAVSAD,Naveen Samajwadi Dal,parties.IN.NAVSAD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24401,NAWPP,Nawan Punjab Party,parties.IN.NAWPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
16314,NBDP,Nav Bharat Democratic Party,parties.IN.NBDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5563,NBEP,Naki Bharatiya Ekta Party,parties.IN.NBEP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5834,NBN,Navin Bharat Nirman,parties.IN.NBN,parties.IN.NBN,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5835,NBNM,Navin Bharat Nirman Manch,parties.IN.NBNM,parties.IN.NBNM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
16966,NBNP,Bharat Nav Nirman Party,parties.IN.NBNP,parties.IN.NBNP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5815,NBP,NAVABHARAT PARTY,parties.IN.NBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5577,NBPP,National Black Panther Party,parties.IN.NBPP,parties.IN.NBPP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
17983,NCF,Expanded Party name not released by the ECI,parties.IN.NCF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17984,NCJ,Expanded Party name not released by the ECI,parties.IN.NCJ,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5586,NCN,NATIONAL CONVENTION OF NAGALAND,parties.IN.NCN,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
3805,NCO,INDIAN NATIONAL CONGRESS (ORG),parties.IN.NCO,parties.IN.NCO,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5792,NCP,National Congress Party,parties.IN.NCP,parties.IN.NCP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5580,NCY,National Congress of Youth,parties.IN.NCY,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17097,NDDHP,National Dalitha Dhal Party,parties.IN.NDDHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5603,NDEP,National Development Party,parties.IN.NDEP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
3835,NDF,INDIAN NATIONAL DEMOCRATIC FRONT,parties.IN.NDF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5797,NDM,Nationalist Democratic Movemen,parties.IN.NDM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5591,NDP,National Democratic Party,parties.IN.NDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5595,NDPF,National Democratic Peoples Front,parties.IN.NDPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5865,NDPOI,New Democratic Party of India,parties.IN.NDPOI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5798,NDPP,Nationalist Democratic Progressive Party,parties.IN.NDPP,parties.IN.NDPP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5820,NED,Navbharat Ekta Dal,parties.IN.NED,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5919,NEINDP,North East India Development Party,parties.IN.NEINDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11785,NELU,Nelopa(United),parties.IN.NELU,parties.IN.NELU,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
16280,NEP,Nagrik Ekta Party,parties.IN.NEP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5923,NESDP,North East Social Democratic Party,parties.IN.NESDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24300,,New Generation People’s Party,parties.IN.NEW_GENERATION_PEOPLE_S_PARTY,parties.IN.NEW_GENERATION_PEOPLE_S_PARTY,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24332,,New Labour Party,parties.IN.NEW_LABOUR_PARTY,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24971,NFDEP,Nation First Democratic Party,parties.IN.NFDEP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24433,NFFF,National Fifty Fifty Front,parties.IN.NFFF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5607,NFTP,National Future Party,parties.IN.NFTP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5880,NGRF,Niz Goenkar Revolution Front,parties.IN.NGRF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5866,NINM,New India National Movement,parties.IN.NINM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5873,NINSHAD,Nirbal Indian Shoshit Hamara Aam Dal,parties.IN.NINSHAD,parties.IN.NINSHAD,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
11788,NIP,New India Party,parties.IN.NIP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24362,NIRBHP,Nirbhay Bharteey Party,parties.IN.NIRBHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24525,NJANP,Nationalist Janshakti Party,parties.IN.NJANP,parties.IN.NJANP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5808,NJaP,Nav Jankranti Party,parties.IN.NJAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5851,NJC,Nehru Janhit Congress,parties.IN.NJC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5611,NJD,National Jankranti Dal,parties.IN.NJD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
11789,NJP,NUTAN MAHA GUJARAT JANTA PARISHA,parties.IN.NJP,parties.IN.NJP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
5612,NJPI,National Janta Party (Indian),parties.IN.NJPI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5857,NJSP,Netaji Subhash Party,parties.IN.NJSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5579,NLC,NATIONAL CONGEDERATION,parties.IN.NLC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5547,NLDP,Nagaland Democratic Party,parties.IN.NLDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
5622,NLHP,National Lokhind Party,parties.IN.NLHP,parties.IN.NLHP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
