entity_id,time,value,sex,source_id,processing_level
IN-AC-2008-tamil-nadu-4076,2021,109963,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4076,2021,105333,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4076,2021,8,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4077,2021,122894,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4077,2021,119595,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4077,2021,51,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4078,2021,111252,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4078,2021,103205,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4078,2021,47,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4079,2021,121087,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4079,2021,121983,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4079,2021,35,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4080,2021,111749,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4080,2021,107496,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4080,2021,11,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4081,2021,150244,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4081,2021,150411,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4081,2021,44,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4082,2021,107089,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4082,2021,102719,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4082,2021,16,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4083,2021,116199,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4083,2021,112767,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4083,2021,29,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4084,2021,126201,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4084,2021,119622,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4084,2021,76,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4085,2021,107114,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4085,2021,100607,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4085,2021,29,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4086,2021,117911,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4086,2021,111357,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4086,2021,62,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4087,2021,117440,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4087,2021,110737,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4087,2021,28,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4088,2021,134521,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4088,2021,126708,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4088,2021,9,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4089,2021,158980,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4089,2021,152389,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4089,2021,31,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4090,2021,103186,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4090,2021,97391,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-4090,2021,41,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-eci17,2021,82385,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-eci17,2021,77211,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-eci17,2021,58,third_gender,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-eci192,2021,91604,female,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-eci192,2021,88266,male,src-99455a24d3c4,minor
IN-AC-2008-tamil-nadu-eci192,2021,49,third_gender,src-99455a24d3c4,minor
